"","id","word","n"
"37021","131-6291","solution",1
"37022","131-6292","2016",1
"37023","131-63","babys",1
"37024","131-63","chorus",1
"37025","131-63","cuatro",1
"37026","131-63","lyrics",1
"37027","131-63","remix",1
"37028","131-63","rewrote",1
"37029","131-63","timesup",1
"37030","131-63","women",1
"37031","131-63","worldwide",1
"37032","131-630","congress",1
"37033","131-630","movies",1
"37034","131-630","scandals",1
"37035","131-630","sn",1
"37036","131-6301","coming",1
"37037","131-6301","helped",1
"37038","131-6301","ignite",1
"37039","131-6301","morn",1
"37040","131-6301","movement",1
"37041","131-6301","sitting",1
"37042","131-6301","tuesday",1
"37043","131-6301","woman",1
"37044","131-6302","coming",1
"37045","131-6302","helped",1
"37046","131-6302","ignite",1
"37047","131-6302","join",1
"37048","131-6302","morn",1
"37049","131-6302","movement",1
"37050","131-6302","sitting",1
"37051","131-6302","tuesday",1
"37052","131-6302","woman",1
"37053","131-6303","coming",1
"37054","131-6303","helped",1
"37055","131-6303","ignite",1
"37056","131-6303","join",1
"37057","131-6303","morn",1
"37058","131-6303","movement",1
"37059","131-6303","sitting",1
"37060","131-6303","tuesday",1
"37061","131-6303","woman",1
"37062","131-6304","coming",1
"37063","131-6304","helped",1
"37064","131-6304","ignite",1
"37065","131-6304","join",1
"37066","131-6304","morn",1
"37067","131-6304","movement",1
"37068","131-6304","sitting",1
"37069","131-6304","tuesday",1
"37070","131-6304","woman",1
"37071","131-6306","continue",1
"37072","131-6306","dark",1
"37073","131-6306","late",1
"37074","131-6306","movement",1
"37075","131-6306","reflections",1
"37076","131-6306","trudeau",1
"37077","131-6307","black",1
"37078","131-6307","blackout",1
"37079","131-6307","democrats",1
"37080","131-6307","house",1
"37081","131-6307","movement",1
"37082","131-6307","photo",1
"37083","131-6307","pose",1
"37084","131-6307","support",1
"37085","131-6307","uni",1
"37086","131-6307","wearing",1
"37087","131-6308","2016",1
"37088","131-631","congress",1
"37089","131-631","movies",1
"37090","131-631","scandals",1
"37091","131-631","sn",1
"37092","131-6313","black",1
"37093","131-6313","blackout",1
"37094","131-6313","democrats",1
"37095","131-6313","house",1
"37096","131-6313","movement",1
"37097","131-6313","photo",1
"37098","131-6313","pose",1
"37099","131-6313","support",1
"37100","131-6313","uni",1
"37101","131-6313","wearing",1
"37102","131-6314","democratic",1
"37103","131-6314","lawmakers",1
"37104","131-6314","message",1
"37105","131-6314","send",1
"37106","131-6314","strong",1
"37107","131-6314","support",1
"37108","131-6314","tomorrow",1
"37109","131-6314","union",1
"37110","131-6315","melania",1
"37111","131-6315","sicklet",1
"37112","131-6315","stormy",1
"37113","131-6315","walks",1
"37114","131-6315","watchdon't",1
"37115","131-6315","wearing",1
"37116","131-6316","melania",1
"37117","131-6316","sicklet",1
"37118","131-6316","stormy",1
"37119","131-6316","walks",1
"37120","131-6316","watchdon't",1
"37121","131-6316","wearing",1
"37122","131-6317","congresswomen",1
"37123","131-6317","democratic",1
"37124","131-6317","htt",1
"37125","131-6317","ignore",1
"37126","131-6317","momentum",1
"37127","131-6317","movement",1
"37128","131-6317","power",1
"37129","131-6317","trump",1
"37130","131-6317","voices",1
"37131","131-6318","apoyo",1
"37132","131-6318","congresistas",1
"37133","131-6318","esta",1
"37134","131-6318","hoy",1
"37135","131-6318","negro",1
"37136","131-6318","otra",1
"37137","131-6318","pero",1
"37138","131-6318","protesta",1
"37139","131-6318","ser",1
"37140","131-6318","silenciosa",1
"37141","131-6318","timesup",1
"37142","131-6318","vestidos",1
"37143","131-6319","apoyo",1
"37144","131-6319","congresistas",1
"37145","131-6319","esta",1
"37146","131-6319","hoy",1
"37147","131-6319","negro",1
"37148","131-6319","otra",1
"37149","131-6319","pero",1
"37150","131-6319","protesta",1
"37151","131-6319","ser",1
"37152","131-6319","silenciosa",1
"37153","131-6319","timesup",1
"37154","131-6319","vestidos",1
"37155","131-632","describe",1
"37156","131-632","hunt",1
"37157","131-632","liam",1
"37158","131-632","murdering",1
"37159","131-632","neeson",1
"37160","131-632","stems",1
"37161","131-632","term",1
"37162","131-632","timesu",1
"37163","131-632","witch",1
"37164","131-632","women",1
"37165","131-6320","mefirst",1
"37166","131-6321","address",1
"37167","131-6321","black",1
"37168","131-6321","car",1
"37169","131-6321","congresswoman",1
"37170","131-6321","democrat",1
"37171","131-6321","stateoftheunion",1
"37172","131-6321","support",1
"37173","131-6321","wear",1
"37174","131-6322","grammysand",1
"37175","131-6322","means",1
"37176","131-6323","grammysand",1
"37177","131-6323","means",1
"37178","131-6324","grammysand",1
"37179","131-6324","means",1
"37180","131-6325","00",1
"37181","131-6326","black",1
"37182","131-6326","blackout",1
"37183","131-6326","democrats",1
"37184","131-6326","house",1
"37185","131-6326","movement",1
"37186","131-6326","photo",1
"37187","131-6326","pose",1
"37188","131-6326","support",1
"37189","131-6326","uni",1
"37190","131-6326","wearing",1
"37191","131-6327","address",1
"37192","131-6327","black",1
"37193","131-6327","car",1
"37194","131-6327","congresswoman",1
"37195","131-6327","democrat",1
"37196","131-6327","stateoftheunion",1
"37197","131-6327","support",1
"37198","131-6327","wear",1
"37199","131-6328","address",1
"37200","131-6328","grammys",1
"37201","131-6328","includes",1
"37202","131-6328","objectifi",1
"37203","131-6328","objectification.if",1
"37204","131-6328","timesup",1
"37205","131-6329","grammysand",1
"37206","131-6329","means",1
"37207","131-633","applaud",1
"37208","131-633","party",1
"37209","131-633","provincial",1
"37210","131-633","ran",1
"37211","131-633","target",1
"37212","131-633","truth",1
"37213","131-6330","grammysand",1
"37214","131-6330","means",1
"37215","131-6331","grammysand",1
"37216","131-6331","means",1
"37217","131-6332","grammysand",1
"37218","131-6332","means",1
"37219","131-6333","grammysand",1
"37220","131-6333","means",1
"37221","131-6334","babys",1
"37222","131-6334","chorus",1
"37223","131-6334","cuatro",1
"37224","131-6334","lyrics",1
"37225","131-6334","remix",1
"37226","131-6334","rewrote",1
"37227","131-6334","timesup",1
"37228","131-6334","women",1
"37229","131-6334","worldwide",1
"37230","131-6335","jayz",1
"37231","131-6335","movement",1
"37232","131-6335","speaking",1
"37233","131-6335","support",1
"37234","131-6335","vanjonesshow",1
"37235","131-6336","jayz",1
"37236","131-6336","movement",1
"37237","131-6336","speaking",1
"37238","131-6336","support",1
"37239","131-6336","vanjonesshow",1
"37240","131-6337","agree",1
"37241","131-6337","bigot",1
"37242","131-6337","bigots",1
"37243","131-6337","bosses",1
"37244","131-6337","coporate",1
"37245","131-6337","damore",1
"37246","131-6337","google",1
"37247","131-6337","james",1
"37248","131-6337","sexist",1
"37249","131-6337","youtube",1
"37250","131-6338","jayz",1
"37251","131-6338","movement",1
"37252","131-6338","speaking",1
"37253","131-6338","support",1
"37254","131-6338","vanjonesshow",1
"37255","131-6339","jayz",1
"37256","131-6339","movement",1
"37257","131-6339","speaking",1
"37258","131-6339","support",1
"37259","131-6339","vanjonesshow",1
"37260","131-634","applaud",1
"37261","131-634","party",1
"37262","131-634","provincial",1
"37263","131-634","ran",1
"37264","131-634","target",1
"37265","131-634","truth",1
"37266","131-6340","covering",1
"37267","131-6340","dreamersareamericans",1
"37268","131-6340","hopeful",1
"37269","131-6340","immigration",1
"37270","131-6340","president",1
"37271","131-6340","reforms",1
"37272","131-6340","staying",1
"37273","131-6341","decency",1
"37274","131-6341","demanding",1
"37275","131-6341","importance",1
"37276","131-6341","major",1
"37277","131-6341","respect",1
"37278","131-6341","timesup",1
"37279","131-6343","debate",1
"37280","131-6343","dem",1
"37281","131-6343","evolution",1
"37282","131-6343","fodder",1
"37283","131-6343","foes",1
"37284","131-6343","gillibrand's",1
"37285","131-6343","history",1
"37286","131-6343","ideological",1
"37287","131-6343","primary",1
"37288","131-6343","strong",1
"37289","131-6344","debate",1
"37290","131-6344","dem",1
"37291","131-6344","evolution",1
"37292","131-6344","fodder",1
"37293","131-6344","foes",1
"37294","131-6344","gillibrand's",1
"37295","131-6344","history",1
"37296","131-6344","ideological",1
"37297","131-6344","primary",1
"37298","131-6344","strong",1
"37299","131-6345","assist",1
"37300","131-6345","calls",1
"37301","131-6345","clinton",1
"37302","131-6345","counsellor",1
"37303","131-6345","crisis",1
"37304","131-6345","ctrs",1
"37305","131-6345","doubled",1
"37306","131-6345","gta",1
"37307","131-6345","hired",1
"37308","131-6345","money",1
"37309","131-6345","rape",1
"37310","131-6345","toronto",1
"37311","131-6346","60",1
"37312","131-6346","awards",1
"37313","131-6346","edici",1
"37314","131-6346","grammys",1
"37315","131-6346","kesha",1
"37316","131-6346","los",1
"37317","131-6346","mero",1
"37318","131-6346","momento",1
"37319","131-6346","protagoniz",1
"37320","131-6346","video",1
"37321","131-6347","assault",1
"37322","131-6347","learn",1
"37323","131-6347","womensmarch",1
"37324","131-6348","assault",1
"37325","131-6348","learn",1
"37326","131-6348","womensmarch",1
"37327","131-6349","address",1
"37328","131-6349","black",1
"37329","131-6349","car",1
"37330","131-6349","congresswoman",1
"37331","131-6349","democrat",1
"37332","131-6349","stateoftheunion",1
"37333","131-6349","support",1
"37334","131-6349","wear",1
"37335","131-635","controversial",1
"37336","131-635","truth",1
"37337","131-635","woman",1
"37338","131-6350","brewing",1
"37339","131-6350","intern",1
"37340","131-6350","justin",1
"37341","131-6350","meets",1
"37342","131-6350","movement",1
"37343","131-6350","ottawa",1
"37344","131-6350","scandal",1
"37345","131-6350","story",1
"37346","131-6350","trudeau",1
"37347","131-6351","brings",1
"37348","131-6351","fight",1
"37349","131-6351","mcgowan",1
"37350","131-6351","rose",1
"37351","131-6352","journalism",1
"37352","131-6352","rules",1
"37353","131-6353","journalism",1
"37354","131-6353","rules",1
"37355","131-6354","journalism",1
"37356","131-6354","rules",1
"37357","131-6355","agree",1
"37358","131-6355","assaulted",1
"37359","131-6355","consent",1
"37360","131-6355","forced",1
"37361","131-6358","attention",1
"37362","131-6358","desperate",1
"37363","131-6358","victims",1
"37364","131-6359","attention",1
"37365","131-6359","desperate",1
"37366","131-6359","victims",1
"37367","131-636","describe",1
"37368","131-636","hunt",1
"37369","131-636","liam",1
"37370","131-636","murdering",1
"37371","131-636","neeson",1
"37372","131-636","stems",1
"37373","131-636","term",1
"37374","131-636","timesu",1
"37375","131-636","witch",1
"37376","131-636","women",1
"37377","131-6360","2015",1
"37378","131-6360","2016",1
"37379","131-6361","business",1
"37380","131-6361","christie",1
"37381","131-6361","explaining",1
"37382","131-6361","jennifer",1
"37383","131-6361","message",1
"37384","131-6361","pregnant",1
"37385","131-6361","raped",1
"37386","131-6361","reads",1
"37387","131-6361","trip",1
"37388","131-6361","wrote",1
"37389","131-6362","families",1
"37390","131-6362","practical",1
"37391","131-6362","recommend",1
"37392","131-6362","report",1
"37393","131-6362","resources",1
"37394","131-6363","families",1
"37395","131-6363","practical",1
"37396","131-6363","recommend",1
"37397","131-6363","report",1
"37398","131-6363","resources",1
"37399","131-6364","8pm",1
"37400","131-6364","dc",1
"37401","131-6364","join",1
"37402","131-6364","live",1
"37403","131-6364","ll",1
"37404","131-6364","stateofourunion",1
"37405","131-6365","8pm",1
"37406","131-6365","dc",1
"37407","131-6365","join",1
"37408","131-6365","live",1
"37409","131-6365","ll",1
"37410","131-6365","stateofourunion",1
"37411","131-6366","8pm",1
"37412","131-6366","dc",1
"37413","131-6366","join",1
"37414","131-6366","live",1
"37415","131-6366","ll",1
"37416","131-6366","stateofourunion",1
"37417","131-6367","8pm",1
"37418","131-6367","dc",1
"37419","131-6367","join",1
"37420","131-6367","live",1
"37421","131-6367","ll",1
"37422","131-6367","stateofourunion",1
"37423","131-6368","8pm",1
"37424","131-6368","dc",1
"37425","131-6368","join",1
"37426","131-6368","live",1
"37427","131-6368","ll",1
"37428","131-6368","stateofourunion",1
"37429","131-6369","2016",1
"37430","131-637","larry",1
"37431","131-637","light",1
"37432","131-637","nassar",1
"37433","131-637","situation",1
"37434","131-637","timesup",1
"37435","131-6372","clinton",1
"37436","131-6372","conversation",1
"37437","131-6372","grooming",1
"37438","131-6372","key",1
"37439","131-6372","predators",1
"37440","131-6372","talked",1
"37441","131-6373","discuss",1
"37442","131-6373","employees",1
"37443","131-6373","snl",1
"37444","131-6373","tackles",1
"37445","131-6373","theemployerhan",1
"37446","131-6374","feed",1
"37447","131-6374","mudd",1
"37448","131-6374","news",1
"37449","131-6375","feed",1
"37450","131-6375","mudd",1
"37451","131-6375","news",1
"37452","131-6376","feed",1
"37453","131-6376","mudd",1
"37454","131-6376","news",1
"37455","131-6377","feed",1
"37456","131-6377","mudd",1
"37457","131-6377","news",1
"37458","131-6378","feed",1
"37459","131-6378","mudd",1
"37460","131-6378","news",1
"37461","131-6379","feed",1
"37462","131-6379","mudd",1
"37463","131-6379","news",1
"37464","131-638","impeachtrump",1
"37465","131-638","trumprussia",1
"37466","131-6380","feed",1
"37467","131-6380","mudd",1
"37468","131-6380","news",1
"37469","131-6381","decency",1
"37470","131-6381","demanding",1
"37471","131-6381","importance",1
"37472","131-6381","major",1
"37473","131-6381","respect",1
"37474","131-6381","timesup",1
"37475","131-6382","bed",1
"37476","131-6382","describe",1
"37477","131-6382","empty",1
"37478","131-6382","feeling",1
"37479","131-6382","watched",1
"37480","131-6382","words",1
"37481","131-6383","bed",1
"37482","131-6383","describe",1
"37483","131-6383","empty",1
"37484","131-6383","feeling",1
"37485","131-6383","watched",1
"37486","131-6383","words",1
"37487","131-6384","black",1
"37488","131-6384","congress",1
"37489","131-6384","movement",1
"37490","131-6384","plan",1
"37491","131-6384","solidarity",1
"37492","131-6384","sotu",1
"37493","131-6384","stand",1
"37494","131-6384","wearing",1
"37495","131-6385","black",1
"37496","131-6385","congress",1
"37497","131-6385","movement",1
"37498","131-6385","plan",1
"37499","131-6385","solidarity",1
"37500","131-6385","sotu",1
"37501","131-6385","stand",1
"37502","131-6385","wearing",1
"37503","131-6386","bollywood_stopvulgaritythe",1
"37504","131-6386","children.watc",1
"37505","131-6386","depict",1
"37506","131-6386","extreme",1
"37507","131-6386","harm",1
"37508","131-6386","mental",1
"37509","131-6386","movies",1
"37510","131-6386","murder",1
"37511","131-6386","violence",1
"37512","131-6387","bollywood_stopvulgaritythe",1
"37513","131-6387","children.watch",1
"37514","131-6387","depict",1
"37515","131-6387","extreme",1
"37516","131-6387","harm",1
"37517","131-6387","mental",1
"37518","131-6387","movies",1
"37519","131-6387","murder",1
"37520","131-6387","violence",1
"37521","131-6388","event",1
"37522","131-6388","live",1
"37523","131-6388","rvusa",1
"37524","131-6389","black",1
"37525","131-6389","blackout",1
"37526","131-6389","democrats",1
"37527","131-6389","house",1
"37528","131-6389","movement",1
"37529","131-6389","photo",1
"37530","131-6389","pose",1
"37531","131-6389","support",1
"37532","131-6389","uni",1
"37533","131-6389","wearing",1
"37534","131-639","american",1
"37535","131-639","theatre",1
"37536","131-6390","award",1
"37537","131-6390","bushne",1
"37538","131-6390","explain",1
"37539","131-6390","gdc2018",1
"37540","131-6390","nolan",1
"37541","131-6390","pioneer",1
"37542","131-6391","award",1
"37543","131-6391","bushnell",1
"37544","131-6391","explain",1
"37545","131-6391","gdc2018",1
"37546","131-6391","nolan",1
"37547","131-6391","pioneer",1
"37548","131-6392","award",1
"37549","131-6392","bushnell",1
"37550","131-6392","explain",1
"37551","131-6392","gdc2018",1
"37552","131-6392","nolan",1
"37553","131-6392","pioneer",1
"37554","131-6393","address",1
"37555","131-6393","black",1
"37556","131-6393","car",1
"37557","131-6393","congresswoman",1
"37558","131-6393","democrat",1
"37559","131-6393","stateoftheunion",1
"37560","131-6393","support",1
"37561","131-6393","wear",1
"37562","131-6394","44",1
"37563","131-6394","it's4",1
"37564","131-6394","whatareyougratefulfor",1
"37565","131-6395","44",1
"37566","131-6395","it's4",1
"37567","131-6395","whatareyougratefulfor",1
"37568","131-6396","anthropology",1
"37569","131-6396","call",1
"37570","131-6396","news",1
"37571","131-6396","proposals",1
"37572","131-6396","series",1
"37573","131-6396","special",1
"37574","131-6397","economic",1
"37575","131-6397","forum",1
"37576","131-6397","heard",1
"37577","131-6397","movement",1
"37578","131-6397","protecting",1
"37579","131-6397","speech",1
"37580","131-6397","spoke",1
"37581","131-6397","wom",1
"37582","131-6397","world",1
"37583","131-6398","economic",1
"37584","131-6398","forum",1
"37585","131-6398","heard",1
"37586","131-6398","movement",1
"37587","131-6398","protecting",1
"37588","131-6398","speech",1
"37589","131-6398","spoke",1
"37590","131-6398","wom",1
"37591","131-6398","world",1
"37592","131-6399","begin",1
"37593","131-6399","emerge",1
"37594","131-6399","imme",1
"37595","131-6399","insane",1
"37596","131-6399","justin",1
"37597","131-6399","media",1
"37598","131-6399","run",1
"37599","131-6399","scandal",1
"37600","131-6399","trudeaustate",1
"37601","131-6399","whispers",1
"37602","131-64","fault",1
"37603","131-64","honesty",1
"37604","131-64","learned",1
"37605","131-64","melania",1
"37606","131-640","black",1
"37607","131-640","box",1
"37608","131-640","fightforshiori",1
"37609","131-640","shiori",1
"37610","131-640","timesup",1
"37611","131-6400","begin",1
"37612","131-6400","emerge",1
"37613","131-6400","imme",1
"37614","131-6400","insane",1
"37615","131-6400","justin",1
"37616","131-6400","media",1
"37617","131-6400","run",1
"37618","131-6400","scandal",1
"37619","131-6400","trudeaustate",1
"37620","131-6400","whispers",1
"37621","131-6402","humour",1
"37622","131-6404","bc",1
"37623","131-6404","female",1
"37624","131-6404","fit",1
"37625","131-6404","grammys",1
"37626","131-6404","ill",1
"37627","131-6404","night's",1
"37628","131-6404","people",1
"37629","131-6404","thes",1
"37630","131-6404","winners",1
"37631","131-6405","60",1
"37632","131-6405","awards",1
"37633","131-6405","edici",1
"37634","131-6405","grammys",1
"37635","131-6405","kesha",1
"37636","131-6405","los",1
"37637","131-6405","mero",1
"37638","131-6405","momento",1
"37639","131-6405","protagoniz",1
"37640","131-6405","video",1
"37641","131-6406","60",1
"37642","131-6406","awards",1
"37643","131-6406","edici",1
"37644","131-6406","grammys",1
"37645","131-6406","kesha",1
"37646","131-6406","los",1
"37647","131-6406","mero",1
"37648","131-6406","momento",1
"37649","131-6406","protagoniz",1
"37650","131-6406","video",1
"37651","131-6407","drinking",1
"37652","131-6407","gamewhat",1
"37653","131-6407","hear",1
"37654","131-6407","russia",1
"37655","131-6407","shot",1
"37656","131-6407","stateoftheunion",1
"37657","131-6407","time",1
"37658","131-6407","warrant",1
"37659","131-6408","crap",1
"37660","131-6408","dealing",1
"37661","131-6408","women",1
"37662","131-6409","begin",1
"37663","131-6409","emerge",1
"37664","131-6409","imme",1
"37665","131-6409","insane",1
"37666","131-6409","justin",1
"37667","131-6409","media",1
"37668","131-6409","run",1
"37669","131-6409","scandal",1
"37670","131-6409","trudeaustate",1
"37671","131-6409","whispers",1
"37672","131-641","black",1
"37673","131-641","box",1
"37674","131-641","fightforshiori",1
"37675","131-641","shiori",1
"37676","131-641","timesup",1
"37677","131-6410","begin",1
"37678","131-6410","emerge",1
"37679","131-6410","imme",1
"37680","131-6410","insane",1
"37681","131-6410","justin",1
"37682","131-6410","media",1
"37683","131-6410","run",1
"37684","131-6410","scandal",1
"37685","131-6410","trudeaustate",1
"37686","131-6410","whispers",1
"37687","131-6418","address",1
"37688","131-6418","black",1
"37689","131-6418","car",1
"37690","131-6418","congresswoman",1
"37691","131-6418","democrat",1
"37692","131-6418","stateoftheunion",1
"37693","131-6418","support",1
"37694","131-6418","wear",1
"37695","131-6419","bass",1
"37696","131-6419","black",1
"37697","131-6419","brand",1
"37698","131-6419","weejuns",1
"37699","131-642","block",1
"37700","131-642","chopping",1
"37701","131-642","tho",1
"37702","131-642","uncle",1
"37703","131-642","waiting",1
"37704","131-6420","agree",1
"37705","131-6420","protections",1
"37706","131-6420","share",1
"37707","131-6420","strengthen",1
"37708","131-6420","women",1
"37709","131-6420","workplace",1
"37710","131-6421","banks",1
"37711","131-6421","data",1
"37712","131-6421","disclose",1
"37713","131-6421","diversity",1
"37714","131-6421","movement",1
"37715","131-6421","pressure",1
"37716","131-6422","drsaidadesilets",1
"37717","131-6422","interview",1
"37718","131-6422","journey",1
"37719","131-6422","life",1
"37720","131-6422","personal",1
"37721","131-6422","rape",1
"37722","131-6422","reclama",1
"37723","131-6422","sexualsovereignty",1
"37724","131-6422","threatening",1
"37725","131-6422","video",1
"37726","131-6423","2006",1
"37727","131-6423","activists",1
"37728","131-6423","burke",1
"37729","131-6423","cry",1
"37730","131-6423","momsrising",1
"37731","131-6423","p.m",1
"37732","131-6423","phrase",1
"37733","131-6423","rallying",1
"37734","131-6423","representing",1
"37735","131-6427","congresswomen",1
"37736","131-6427","democratic",1
"37737","131-6427","htt",1
"37738","131-6427","ignore",1
"37739","131-6427","momentum",1
"37740","131-6427","movement",1
"37741","131-6427","power",1
"37742","131-6427","trump",1
"37743","131-6427","voices",1
"37744","131-6428","2015",1
"37745","131-6428","2016",1
"37746","131-6429","change",1
"37747","131-6429","hill",1
"37748","131-6429","moment",1
"37749","131-6429","parliament",1
"37750","131-6429","politics",1
"37751","131-6429","suggests",1
"37752","131-6429","women",1
"37753","131-643","block",1
"37754","131-643","chopping",1
"37755","131-643","tho",1
"37756","131-643","uncle",1
"37757","131-643","waiting",1
"37758","131-6430","fuck",1
"37759","131-6430","literally",1
"37760","131-6430","offfff",1
"37761","131-6430","pisses",1
"37762","131-6430","shit",1
"37763","131-6431","mefirst",1
"37764","131-6432","host",1
"37765","131-6432","movement",1
"37766","131-6432","sick",1
"37767","131-6432","talk",1
"37768","131-6432","wendy",1
"37769","131-6432","williams",1
"37770","131-6433","host",1
"37771","131-6433","movement",1
"37772","131-6433","sick",1
"37773","131-6433","talk",1
"37774","131-6433","wendy",1
"37775","131-6433","williams",1
"37776","131-6434","address",1
"37777","131-6434","black",1
"37778","131-6434","car",1
"37779","131-6434","congresswoman",1
"37780","131-6434","democrat",1
"37781","131-6434","stateoftheunion",1
"37782","131-6434","support",1
"37783","131-6434","wear",1
"37784","131-6436","jayz",1
"37785","131-6436","movement",1
"37786","131-6436","speaking",1
"37787","131-6436","support",1
"37788","131-6436","vanjonesshow",1
"37789","131-6437","jayz",1
"37790","131-6437","movement",1
"37791","131-6437","speaking",1
"37792","131-6437","support",1
"37793","131-6437","vanjonesshow",1
"37794","131-6438","aterriza",1
"37795","131-6438","cines",1
"37796","131-6438","desde",1
"37797","131-6438","huelgafeminista",1
"37798","131-6438","iflandia",1
"37799","131-6438","los",1
"37800","131-6438","viaja",1
"37801","131-6439","aterriza",1
"37802","131-6439","bilbao",1
"37803","131-6439","cines",1
"37804","131-6439","desde",1
"37805","131-6439","huelgafeminista",1
"37806","131-6439","iflandia",1
"37807","131-6439","los",1
"37808","131-6439","viaja",1
"37809","131-644","block",1
"37810","131-644","chopping",1
"37811","131-644","tho",1
"37812","131-644","uncle",1
"37813","131-644","waiting",1
"37814","131-6440","aterriza",1
"37815","131-6440","cines",1
"37816","131-6440","desde",1
"37817","131-6440","huelgafeminista",1
"37818","131-6440","iflandia",1
"37819","131-6440","los",1
"37820","131-6440","viaja",1
"37821","131-6441","aterriza",1
"37822","131-6441","bilbao",1
"37823","131-6441","cines",1
"37824","131-6441","desde",1
"37825","131-6441","huelgafeminista",1
"37826","131-6441","iflandia",1
"37827","131-6441","los",1
"37828","131-6441","viaja",1
"37829","131-6442","aterriza",1
"37830","131-6442","bilbao",1
"37831","131-6442","cines",1
"37832","131-6442","desde",1
"37833","131-6442","huelgafeminista",1
"37834","131-6442","iflandia",1
"37835","131-6442","los",1
"37836","131-6442","viaja",1
"37837","131-6443","add",1
"37838","131-6443","espec",1
"37839","131-6443","hollywood",1
"37840","131-6443","hypocrites",1
"37841","131-6443","list",1
"37842","131-6443","sjws",1
"37843","131-6443","start",1
"37844","131-6443","thingsthatcreepmeout",1
"37845","131-6444","add",1
"37846","131-6444","especiall",1
"37847","131-6444","hollywood",1
"37848","131-6444","hypocrites",1
"37849","131-6444","list",1
"37850","131-6444","sjws",1
"37851","131-6444","start",1
"37852","131-6444","thingsthatcreepmeout",1
"37853","131-6445","begin",1
"37854","131-6445","emerge",1
"37855","131-6445","imme",1
"37856","131-6445","insane",1
"37857","131-6445","justin",1
"37858","131-6445","media",1
"37859","131-6445","run",1
"37860","131-6445","scandal",1
"37861","131-6445","trudeaustate",1
"37862","131-6445","whispers",1
"37863","131-6446","begin",1
"37864","131-6446","emerge",1
"37865","131-6446","imme",1
"37866","131-6446","insane",1
"37867","131-6446","justin",1
"37868","131-6446","media",1
"37869","131-6446","run",1
"37870","131-6446","scandal",1
"37871","131-6446","trudeaustate",1
"37872","131-6446","whispers",1
"37873","131-6447","atari",1
"37874","131-6447","bushnell",1
"37875","131-6447","choosing",1
"37876","131-6447","founder",1
"37877","131-6447","gdc",1
"37878","131-6447","honor",1
"37879","131-6447","inappropriate",1
"37880","131-6447","nolan",1
"37881","131-6447","wildly",1
"37882","131-6448","mefirst",1
"37883","131-6449","celebrate",1
"37884","131-6449","celebrating",1
"37885","131-6449","diwali",1
"37886","131-6449","happydiwali",1
"37887","131-6449","video",1
"37888","131-6449","watch",1
"37889","131-645","block",1
"37890","131-645","chopping",1
"37891","131-645","tho",1
"37892","131-645","uncle",1
"37893","131-645","waiting",1
"37894","131-6450","emp",1
"37895","131-6450","employee",1
"37896","131-6450","relation",1
"37897","131-6451","celebrate",1
"37898","131-6451","celebrating",1
"37899","131-6451","diwali",1
"37900","131-6451","happydiwali",1
"37901","131-6451","ht",1
"37902","131-6451","video",1
"37903","131-6451","watch",1
"37904","131-6452","employee",1
"37905","131-6452","employer",1
"37906","131-6452","relation",1
"37907","131-6453","donations",1
"37908","131-6453","money",1
"37909","131-6453","returning",1
"37910","131-6453","smokescreen",1
"37911","131-6453","stonewalling",1
"37912","131-6453","wynn's",1
"37913","131-6454","al",1
"37914","131-6454","donations",1
"37915","131-6454","money",1
"37916","131-6454","returning",1
"37917","131-6454","smokescreen",1
"37918","131-6454","stonewalling",1
"37919","131-6454","wynn's",1
"37920","131-6455","donations",1
"37921","131-6455","money",1
"37922","131-6455","returning",1
"37923","131-6455","smokescreen",1
"37924","131-6455","stonewalling",1
"37925","131-6455","wynn's",1
"37926","131-6456","al",1
"37927","131-6456","donations",1
"37928","131-6456","money",1
"37929","131-6456","returning",1
"37930","131-6456","smokescreen",1
"37931","131-6456","stonewalling",1
"37932","131-6456","wynn's",1
"37933","131-6457","al",1
"37934","131-6457","donations",1
"37935","131-6457","money",1
"37936","131-6457","returning",1
"37937","131-6457","smokescreen",1
"37938","131-6457","stonewalling",1
"37939","131-6457","wynn's",1
"37940","131-6458","movement",1
"37941","131-6459","hashtag",1
"37942","131-6459","movement",1
"37943","131-6459","president",1
"37944","131-6459","sotu",1
"37945","131-6459","support",1
"37946","131-6459","tonight",1
"37947","131-6459","watching",1
"37948","131-6460","black",1
"37949","131-6460","blackout",1
"37950","131-6460","democrats",1
"37951","131-6460","house",1
"37952","131-6460","movement",1
"37953","131-6460","photo",1
"37954","131-6460","pose",1
"37955","131-6460","support",1
"37956","131-6460","uni",1
"37957","131-6460","wearing",1
"37958","131-6461","proof",1
"37959","131-6461","sa",1
"37960","131-6461","watched",1
"37961","131-6462","proof",1
"37962","131-6462","sa",1
"37963","131-6462","watched",1
"37964","131-6463","proof",1
"37965","131-6463","sa",1
"37966","131-6463","watched",1
"37967","131-6464","proof",1
"37968","131-6464","sa",1
"37969","131-6464","watched",1
"37970","131-6465","forward",1
"37971","131-6465","helping",1
"37972","131-6465","rest",1
"37973","131-6466","abuso",1
"37974","131-6466","acoso",1
"37975","131-6466","aislados",1
"37976","131-6466","bien",1
"37977","131-6466","clinton",1
"37978","131-6466","hechos",1
"37979","131-6466","opini",1
"37980","131-6466","poder",1
"37981","131-6466","sino",1
"37982","131-6466","son",1
"37983","131-6466","tantas",1
"37984","131-6466","unas",1
"37985","131-6467","abuso",1
"37986","131-6467","acoso",1
