"","id","tweet","date","origtweet"
"67","131-67","starts spreading to factory women in China: ï¿½I am a woman worker at Foxconn, and I demand a system that opposes sexualï¿½",2018-01-27 04:27:00,"RT @LetaHong: #MeToo starts spreading to factory women in China: “I am a woman worker at Foxconn, and I demand a system that opposes sexual…"
"68","131-68","Outrageous!!!",2018-01-27 04:27:00,"RT @KimDotcom: Outrageous!!! #MeToo https://t.co/gr23U7jAzR"
"69","131-69","RNC finance chair paid $7.5 million to keep rape allegations secret: report #TimesUp #VAW #ï¿½",2018-01-27 04:28:00,"RT @rjoseph7777: RNC finance chair paid $7.5 million to keep rape allegations secret: report https://t.co/cYgIH1SeL8 #MeToo #TimesUp #VAW #…"
"70","131-70","Trevor asks 'What about the enablers?' ï¿½",2018-01-27 04:28:00,"RT @KigoziMaggie: #MeToo Trevor asks 'What about the enablers?' @BPWI_CommAdmin @bpw_ug @BpwskPress @amwa_ug @TuwezesheDada @FemnetProg @Is…"
"71","131-71","Trevor asks 'What about the enablers?' ï¿½",2018-01-27 04:28:00,"RT @KigoziMaggie: #MeToo Trevor asks 'What about the enablers?' @BPWI_CommAdmin @bpw_ug @BpwskPress @amwa_ug @TuwezesheDada @FemnetProg @Is…"
"72","131-72","Trevor asks 'What about the enablers?' ï¿½",2018-01-27 04:25:00,"#MeToo Trevor asks 'What about the enablers?' @BPWI_CommAdmin @bpw_ug @BpwskPress @amwa_ug @TuwezesheDada… https://t.co/m7GROCESZG"
"73","131-73","Trevor asks 'What about the enablers?' ï¿½",2018-01-27 04:28:00,"RT @KigoziMaggie: #MeToo Trevor asks 'What about the enablers?' @BPWI_CommAdmin @bpw_ug @BpwskPress @amwa_ug @TuwezesheDada @FemnetProg @Is…"
"74","131-74","Trevor asks 'What about the enablers?' ï¿½",2018-01-27 04:25:00,"#MeToo Trevor asks 'What about the enablers?' @BPWI_CommAdmin @bpw_ug @BpwskPress @amwa_ug @TuwezesheDada… https://t.co/m7GROCESZG"
"75","131-75","Trevor asks 'What about the enablers?' ï¿½",2018-01-27 04:28:00,"RT @KigoziMaggie: #MeToo Trevor asks 'What about the enablers?' @BPWI_CommAdmin @bpw_ug @BpwskPress @amwa_ug @TuwezesheDada @FemnetProg @Is…"
"76","131-76","Trevor asks 'What about the enablers?' ï¿½",2018-01-27 04:25:00,"#MeToo Trevor asks 'What about the enablers?' @BPWI_CommAdmin @bpw_ug @BpwskPress @amwa_ug @TuwezesheDada… https://t.co/m7GROCESZG"
"77","131-77","Trevor asks 'What about the enablers?' ï¿½",2018-01-27 04:28:00,"RT @KigoziMaggie: #MeToo Trevor asks 'What about the enablers?' @BPWI_CommAdmin @bpw_ug @BpwskPress @amwa_ug @TuwezesheDada @FemnetProg @Is…"
"78","131-78","Trevor asks 'What about the enablers?' ï¿½",2018-01-27 04:25:00,"#MeToo Trevor asks 'What about the enablers?' @BPWI_CommAdmin @bpw_ug @BpwskPress @amwa_ug @TuwezesheDada… https://t.co/m7GROCESZG"
"79","131-79","Trevor asks 'What about the enablers?' ï¿½",2018-01-27 04:28:00,"RT @KigoziMaggie: #MeToo Trevor asks 'What about the enablers?' @BPWI_CommAdmin @bpw_ug @BpwskPress @amwa_ug @TuwezesheDada @FemnetProg @Is…"
"80","131-80","Trevor asks 'What about the enablers?' ï¿½",2018-01-27 04:25:00,"#MeToo Trevor asks 'What about the enablers?' @BPWI_CommAdmin @bpw_ug @BpwskPress @amwa_ug @TuwezesheDada… https://t.co/m7GROCESZG"
"81","131-81","Trevor asks 'What about the enablers?' ï¿½",2018-01-27 04:28:00,"RT @KigoziMaggie: #MeToo Trevor asks 'What about the enablers?' @BPWI_CommAdmin @bpw_ug @BpwskPress @amwa_ug @TuwezesheDada @FemnetProg @Is…"
"82","131-82","Trevor asks 'What about the enablers?' ï¿½",2018-01-27 04:28:00,"RT @KigoziMaggie: #MeToo Trevor asks 'What about the enablers?' @BPWI_CommAdmin @bpw_ug @BpwskPress @amwa_ug @TuwezesheDada @FemnetProg @Is…"
"83","131-83","#ActivistBitches Well this is awkward Hillary",2018-01-27 04:28:00,"RT @alaskantexanQCT: @AlexMohajer @HillaryClinton #ActivistBitches?? Well this is awkward Hillary.... #MeToo https://t.co/rXx2iqqd5b"
"84","131-84","#ActivistBitches Well this is awkward Hillary",2018-01-27 04:28:00,"RT @alaskantexanQCT: @AlexMohajer @HillaryClinton #ActivistBitches?? Well this is awkward Hillary.... #MeToo https://t.co/rXx2iqqd5b"
"85","131-85","#ActivistBitches Well this is awkward Hillary",2018-01-27 04:28:00,"RT @alaskantexanQCT: @AlexMohajer @HillaryClinton #ActivistBitches?? Well this is awkward Hillary.... #MeToo https://t.co/rXx2iqqd5b"
"86","131-86","Here it is!! Cuatro Babys (Remix) - I rewrote the lyrics + the chorus made it right for women worldwide. #TimesUp #Fï¿½",2018-01-27 04:28:00,"RT @vonstolk: Here it is!! Cuatro Babys (Remix) - I rewrote the lyrics + the chorus &amp; made it right for women worldwide. #TimesUp #MeToo #F…"
"87","131-87","?to all the women speaking out now in the past against those men who harmed them. It was never easy. #rapesucks",2018-01-27 04:28:00,"?to all the women speaking out now &amp; in the past against those men who harmed them. It was never easy. #metoo #rapesucks"
"88","131-88","Here it is!! Cuatro Babys (Remix) - I rewrote the lyrics + the chorus made it right for women worldwide. #TimesUp #Fï¿½",2018-01-27 04:28:00,"RT @vonstolk: Here it is!! Cuatro Babys (Remix) - I rewrote the lyrics + the chorus &amp; made it right for women worldwide. #TimesUp #MeToo #F…"
"89","131-89","Even CNN reporting on how who claims to be a champion of women's rights supporter of movementï¿½",2018-01-27 04:28:00,"RT @exposes_racism: Even CNN reporting on how @HillaryClinton who claims to be a champion of women's rights &amp; supporter of #MeToo movement…"
"90","131-90","Even CNN reporting on how who claims to be a champion of women's rights supporter of movementï¿½",2018-01-27 04:28:00,"RT @exposes_racism: Even CNN reporting on how @HillaryClinton who claims to be a champion of women's rights &amp; supporter of #MeToo movement…"
"91","131-91","Sometimes you have to take your platform to another place #standunitedï¿½",2018-01-27 04:28:00,"Sometimes you have to take your platform to another place #metoo #standunited… https://t.co/TNjuC9zpJZ"
"92","131-92","The latest STIVIE-DAILY! #docgoy",2018-01-27 04:28:00,"The latest STIVIE-DAILY! https://t.co/uQN5lLN0BN #metoo #docgoy"
"93","131-93","Hey I heard your speech at the World Economic Forum. You spoke about the movement and protecting womï¿½",2018-01-27 04:29:00,"RT @Imamofpeace: Hey @JustinTrudeau I heard your speech at the World Economic Forum. You spoke about the #metoo movement and protecting wom…"
"94","131-94","Hey I heard your speech at the World Economic Forum. You spoke about the movement and protecting womï¿½",2018-01-27 04:29:00,"RT @Imamofpeace: Hey @JustinTrudeau I heard your speech at the World Economic Forum. You spoke about the #metoo movement and protecting wom…"
"95","131-95","Here's my interview on in China",2018-01-26 16:42:00,"Here's my @BBCNews interview on #MeToo in China @VersoBooks https://t.co/TTzoDwc9nd"
"96","131-96","Here's my interview on in China",2018-01-27 04:29:00,"RT @LetaHong: Here's my @BBCNews interview on #MeToo in China @VersoBooks https://t.co/TTzoDwc9nd"
"97","131-97","Here's my interview on in China",2018-01-26 16:42:00,"Here's my @BBCNews interview on #MeToo in China @VersoBooks https://t.co/TTzoDwc9nd"
"98","131-98","Here's my interview on in China",2018-01-27 04:29:00,"RT @LetaHong: Here's my @BBCNews interview on #MeToo in China @VersoBooks https://t.co/TTzoDwc9nd"
"99","131-99","Wei Tingting of China's Feminist Five on the movement against sexual harassment: is not enough. We need more people -ï¿½",2018-01-27 04:28:00,"RT @LetaHong: Wei Tingting of China's Feminist Five on the movement against sexual harassment: ""#MeToo is not enough. We need more people -…"
"100","131-100","Here's my interview on in China",2018-01-27 04:29:00,"RT @LetaHong: Here's my @BBCNews interview on #MeToo in China @VersoBooks https://t.co/TTzoDwc9nd"
"101","131-101","Lets just get the majority of white women to not vote for a self proclaimed pussy grapperright?ï¿½",2018-01-27 04:29:00,"@BetteMidler Lets just get the majority of white women to not vote for a self proclaimed pussy grapper...right?… https://t.co/sI8U4CsOxX"
"102","131-102","When the movement exploded in October and the film academy revoked Harvey Weinstein's membership, the spotlight turnedï¿½",2018-01-27 04:29:00,"RT @NBCNews: When the #MeToo movement exploded in October and the film academy revoked Harvey Weinstein's membership, the spotlight turned…"
"103","131-103","It's hypocritical for #ESPN to report so extensively on the #crisisatmichiganstate. They aren't innocent either. Poï¿½",2018-01-27 04:29:00,"It's hypocritical for #ESPN to report so extensively on the #crisisatmichiganstate. They aren't innocent either. Po… https://t.co/D96zkjTWLK"
"104","131-104","I thought calling women bitches was offensive? I really canï¿½t keep up with this social justice doublespeak ï¿½",2018-01-27 04:29:00,"I thought calling women bitches was offensive? I really can’t keep up with this social justice doublespeak #MeToo… https://t.co/mogQxOPf4T"
"105","131-105","Wendy Williams disses and RKelly is the for Blavity Blks via Handy Mayhem",2018-01-27 04:29:00,"Wendy Williams disses #MeToo and RKelly is the #MeToo for Blavity Blks https://t.co/aaAQqq5lrt via Handy Mayhem"
"106","131-106","In #AzizAnsari aftermath, we came together to create a syllabus to shape conversations about , consent, coercï¿½",2018-01-26 21:12:00,"In #AzizAnsari aftermath, we came together to create a syllabus to shape conversations about #MeToo, consent, coerc… https://t.co/MS5OejhipD"
"107","131-107","In #AzizAnsari aftermath, we came together to create a syllabus to shape conversations about , consent, coercion, brown rï¿½",2018-01-27 04:29:00,"RT @dviyer: In #AzizAnsari aftermath, we came together to create a syllabus to shape conversations about #MeToo, consent, coercion, brown r…"
"108","131-108","I'm too basic #bored #lol",2018-01-27 04:30:00,"I'm too basic #bored #lol #MeToo https://t.co/lpc5Vofmt9"
"109","131-109","Let's play Guess the multi billion dollar private company trying to cover up for a sexual predator. #TimesUp htï¿½",2018-01-27 04:30:00,"RT @doublebelle: Let's play ""Guess the multi billion dollar private company trying to cover up for a sexual predator."" 
#MeToo #TimesUp 
ht…"
"110","131-110","Kesha leading a performance at The Grammys will certainly be a moving moment ï¿½ but are the Awards really dï¿½",2018-01-27 04:30:00,"Kesha leading a #MeToo performance at The Grammys will certainly be a ""moving moment"" — but are the Awards really d… https://t.co/Z9Wf1l0OKg"
"111","131-111","Don't give up, keep moving forward! #HNB #Survivor #DomesticViolence #Stalkingï¿½",2018-01-27 04:30:00,"Don't give up, keep moving forward! https://t.co/7Hg9GxHpCh #HNB #Survivor #DomesticViolence #Stalking… https://t.co/hoAeQtWrJV"
"112","131-112","ï¿½",2018-01-27 04:30:00,"@sheriqwe @growingaway @Lady_Trucker90 @nevercared2292 @Salsassin @Sdavis1868 @KayaJones @SaintsMan4Life2… https://t.co/8Nn67KiXKK"
"113","131-113","ï¿½",2018-01-27 04:30:00,"@sheriqwe @growingaway @Lady_Trucker90 @nevercared2292 @Salsassin @Sdavis1868 @KayaJones @SaintsMan4Life2… https://t.co/8Nn67KiXKK"
"114","131-114","ï¿½",2018-01-27 04:30:00,"@sheriqwe @growingaway @Lady_Trucker90 @nevercared2292 @Salsassin @Sdavis1868 @KayaJones @SaintsMan4Life2… https://t.co/8Nn67KiXKK"
"115","131-115","ï¿½",2018-01-27 04:30:00,"@sheriqwe @growingaway @Lady_Trucker90 @nevercared2292 @Salsassin @Sdavis1868 @KayaJones @SaintsMan4Life2… https://t.co/8Nn67KiXKK"
"116","131-116","ï¿½",2018-01-27 04:30:00,"@sheriqwe @growingaway @Lady_Trucker90 @nevercared2292 @Salsassin @Sdavis1868 @KayaJones @SaintsMan4Life2… https://t.co/8Nn67KiXKK"
"117","131-117","ï¿½",2018-01-27 04:30:00,"@sheriqwe @growingaway @Lady_Trucker90 @nevercared2292 @Salsassin @Sdavis1868 @KayaJones @SaintsMan4Life2… https://t.co/8Nn67KiXKK"
"118","131-118","ï¿½",2018-01-27 04:30:00,"@sheriqwe @growingaway @Lady_Trucker90 @nevercared2292 @Salsassin @Sdavis1868 @KayaJones @SaintsMan4Life2… https://t.co/8Nn67KiXKK"
