"","id","tweet","date","origtweet"
"4858","131-4858","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 00:58:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4859","131-4859","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 00:58:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4860","131-4860","What do these four pictures have in common? #TIMESUP #Scumbagsofafeather #SteveWynn #RogerAiles #Hï¿½",2018-01-28 00:58:00,"RT @The_UnSilent_: What do these four pictures have in common? #MeToo #TIMESUP #Scumbagsofafeather 

#SteveWynn @BillOReilly #RogerAiles #H…"
"4861","131-4861","What do these four pictures have in common? #TIMESUP #Scumbagsofafeather #SteveWynn #RogerAiles #Hï¿½",2018-01-28 00:58:00,"RT @The_UnSilent_: What do these four pictures have in common? #MeToo #TIMESUP #Scumbagsofafeather 

#SteveWynn @BillOReilly #RogerAiles #H…"
"4862","131-4862","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 00:58:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4863","131-4863","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 00:58:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4864","131-4864","Fraud Paul Ryan pretends to cares abt all while letting (R-PA) Pat Meeham (R-TX) Blake Farentï¿½",2018-01-26 17:33:00,"@SpeakerRyan Fraud Paul Ryan pretends to cares abt #MeToo all while letting (R-PA) Pat Meeham &amp; (R-TX) Blake Farent… https://t.co/LN2SgkIcVz"
"4865","131-4865","In 2017 his GOP Congress ignored refused to investigate 20 sexual assault claims against Trump. Leï¿½",2018-01-28 00:58:00,"In 2017 @SpeakerRyan &amp; his GOP Congress ignored &amp; refused to investigate 20 sexual assault claims against Trump. Le… https://t.co/802PMobSqX"
"4866","131-4866","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 00:58:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4867","131-4867","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 00:58:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4868","131-4868","Brad, I don't know Kathrin but Folkenflik abused the movement creaï¿½",2018-01-28 00:58:00,"@BradfordPearson @latguild @mattdpearce Brad, I don't know Kathrin but Folkenflik abused the #MeToo movement &amp; crea… https://t.co/LOtZt6YDWL"
"4869","131-4869","Brad, I don't know Kathrin but Folkenflik abused the movement creaï¿½",2018-01-28 00:58:00,"@BradfordPearson @latguild @mattdpearce Brad, I don't know Kathrin but Folkenflik abused the #MeToo movement &amp; crea… https://t.co/LOtZt6YDWL"
"4870","131-4870","Brad, I don't know Kathrin but Folkenflik abused the movement creaï¿½",2018-01-28 00:58:00,"@BradfordPearson @latguild @mattdpearce Brad, I don't know Kathrin but Folkenflik abused the #MeToo movement &amp; crea… https://t.co/LOtZt6YDWL"
"4871","131-4871","ï¿½",2018-01-28 00:58:00,"@Jasmine16225530 #METOO @ROSEARMY #METOO @BeckyQuick #METOO @USNavy @AJEnglish @VovkulakaMusic #METOO @SquawkCNBC… https://t.co/x79KI4Vxq8"
"4872","131-4872","ï¿½",2018-01-28 00:58:00,"@Jasmine16225530 #METOO @ROSEARMY #METOO @BeckyQuick #METOO @USNavy @AJEnglish @VovkulakaMusic #METOO @SquawkCNBC… https://t.co/x79KI4Vxq8"
"4873","131-4873","ï¿½",2018-01-28 00:58:00,"@Jasmine16225530 #METOO @ROSEARMY #METOO @BeckyQuick #METOO @USNavy @AJEnglish @VovkulakaMusic #METOO @SquawkCNBC… https://t.co/x79KI4Vxq8"
"4874","131-4874","ï¿½",2018-01-28 00:58:00,"@Jasmine16225530 #METOO @ROSEARMY #METOO @BeckyQuick #METOO @USNavy @AJEnglish @VovkulakaMusic #METOO @SquawkCNBC… https://t.co/x79KI4Vxq8"
"4875","131-4875","ï¿½",2018-01-28 00:58:00,"@Jasmine16225530 #METOO @ROSEARMY #METOO @BeckyQuick #METOO @USNavy @AJEnglish @VovkulakaMusic #METOO @SquawkCNBC… https://t.co/x79KI4Vxq8"
"4876","131-4876","ï¿½",2018-01-28 00:58:00,"@Jasmine16225530 #METOO @ROSEARMY #METOO @BeckyQuick #METOO @USNavy @AJEnglish @VovkulakaMusic #METOO @SquawkCNBC… https://t.co/x79KI4Vxq8"
"4877","131-4877","ï¿½",2018-01-28 00:58:00,"@Jasmine16225530 #METOO @ROSEARMY #METOO @BeckyQuick #METOO @USNavy @AJEnglish @VovkulakaMusic #METOO @SquawkCNBC… https://t.co/x79KI4Vxq8"
"4878","131-4878","Wendy Williams: 'Sick' of",2018-01-26 22:25:00,"Wendy Williams: 'Sick' of #MeToo... https://t.co/RvDaBpgayd"
"4879","131-4879","#Hillary calls all democrats, liberal, progressive, feminist, women #BITCHES how denigï¿½",2018-01-28 00:58:00,"@DNC @DRUDGE_REPORT #Hillary calls all democrats, liberal, progressive, feminist, #MeToo women #BITCHES ?? how denig… https://t.co/HPG2w1VW8Q"
"4880","131-4880","#Hillary calls all democrats, liberal, progressive, feminist, women #BITCHES how denigratï¿½",2018-01-28 00:58:00,"RT @FightFreeSpeech: @DNC @DRUDGE_REPORT #Hillary calls all democrats, liberal, progressive, feminist, #MeToo women #BITCHES ?? how denigrat…"
"4881","131-4881","#Hillary calls all democrats, liberal, progressive, feminist, women #BITCHES how denigï¿½",2018-01-28 00:58:00,"@DNC @DRUDGE_REPORT #Hillary calls all democrats, liberal, progressive, feminist, #MeToo women #BITCHES ?? how denig… https://t.co/HPG2w1VW8Q"
"4882","131-4882","#Hillary calls all democrats, liberal, progressive, feminist, women #BITCHES how denigratï¿½",2018-01-28 00:58:00,"RT @FightFreeSpeech: @DNC @DRUDGE_REPORT #Hillary calls all democrats, liberal, progressive, feminist, #MeToo women #BITCHES ?? how denigrat…"
"4883","131-4883","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 00:58:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4884","131-4884","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 00:58:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4885","131-4885","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 00:58:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4886","131-4886","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 00:58:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4887","131-4887","A random girl just smacked my ass on the street in Ybor. RAAAAAAAPE",2018-01-28 00:58:00,"A random girl just smacked my ass on the street in Ybor. RAAAAAAAPE #metoo"
"4888","131-4888","Universal Music Publishing Group chairman/CEO Jody Gerson on why the music industry has yet to have a moment https://ï¿½",2018-01-28 00:58:00,"RT @billboard: Universal Music Publishing Group chairman/CEO Jody Gerson on why the music industry has yet to have a #MeToo moment https://…"
"4889","131-4889","1/5 ï¿½",2018-01-28 00:58:00,"1/5????????????? ??????????????????????????????????????????????????????????????????????????????????????????????… https://t.co/YJsGUKnek2"
"4890","131-4890","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 00:58:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4891","131-4891","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 00:58:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4892","131-4892","This shit is getting out of control, guys getting their lives ruined over touching a girlï¿½s back or hitting on somï¿½",2018-01-28 00:58:00,"RT @DanBilzerian: This #metoo shit is getting out of control, guys getting their lives ruined over touching a girl’s back or hitting on som…"
"4893","131-4893","Women for Trump's Amy Kremer had a bad morning",2018-01-27 17:15:00,"Women for Trump's Amy Kremer had a bad morning https://t.co/KYG5zgNNCS #metoo"
"4894","131-4894","Women for Trump's Amy Kremer had a bad morning",2018-01-28 00:58:00,"RT @RawStory: Women for Trump's Amy Kremer had a bad morning https://t.co/KYG5zgNNCS #metoo"
"4895","131-4895","The movement coming soon to Germany",2018-01-28 00:23:00,"The #MeToo movement coming soon to Germany
https://t.co/bQbMS6LWYQ"
"4896","131-4896","The movement coming soon to Germany",2018-01-28 00:58:00,"RT @daveleifer: The #MeToo movement coming soon to Germany
https://t.co/bQbMS6LWYQ"
"4897","131-4897","This shit is getting out of control, guys getting their lives ruined over touching a girlï¿½s back or hitting on somï¿½",2018-01-28 00:58:00,"RT @DanBilzerian: This #metoo shit is getting out of control, guys getting their lives ruined over touching a girl’s back or hitting on som…"
"4898","131-4898","While the world reckons with the movement, our extraordinary dimwit of an Education Secretary thinks otherwiï¿½",2018-01-27 23:49:00,"While the world reckons with the #MeToo movement, our extraordinary dimwit of an Education Secretary thinks otherwi… https://t.co/r56f1vgui6"
"4899","131-4899","While the world reckons with the movement, our extraordinary dimwit of an Education Secretary thinks otherwise.ï¿½",2018-01-28 00:58:00,"RT @saveamerica2018: While the world reckons with the #MeToo movement, our extraordinary dimwit of an Education Secretary thinks otherwise.…"
"4900","131-4900","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 00:58:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4901","131-4901","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 00:58:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4902","131-4902","Iï¿½m sorry anyone ever hurt you, Nicole.",2018-01-28 00:59:00,"RT @Alyssa_Milano: I’m sorry anyone ever hurt you, Nicole. ??

#MeToo https://t.co/d82PFbfrC4"
"4903","131-4903","Tonight, hip-hop star Jay-Z sits down with Van Jones to talk about Trump's shithole countries comment, the movement and hï¿½",2018-01-28 00:58:00,"RT @CNN: Tonight, hip-hop star Jay-Z sits down with Van Jones to talk about Trump's ""shithole countries"" comment, the #MeToo movement and h…"
"4904","131-4904","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 00:59:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4905","131-4905","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 00:59:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4906","131-4906","What do these four pictures have in common? #TIMESUP #Scumbagsofafeather #SteveWynn #RogerAiles #Hï¿½",2018-01-28 00:59:00,"RT @The_UnSilent_: What do these four pictures have in common? #MeToo #TIMESUP #Scumbagsofafeather 

#SteveWynn @BillOReilly #RogerAiles #H…"
"4907","131-4907","What do these four pictures have in common? #TIMESUP #Scumbagsofafeather #SteveWynn #RogerAiles #Hï¿½",2018-01-28 00:59:00,"RT @The_UnSilent_: What do these four pictures have in common? #MeToo #TIMESUP #Scumbagsofafeather 

#SteveWynn @BillOReilly #RogerAiles #H…"
"4908","131-4908","na dann weiï¿½ ich ja jetz,wie dein frauenbild zustande kommt!filme,wo man am ende einï¿½",2018-01-28 00:59:00,"@Explicit_Daddy @kifferbarbie na dann weiß ich ja jetz,wie dein frauenbild zustande kommt!filme,wo man am ende ein… https://t.co/TLucmHZ64v"
"4909","131-4909","na dann weiï¿½ ich ja jetz,wie dein frauenbild zustande kommt!filme,wo man am ende einï¿½",2018-01-28 00:59:00,"@Explicit_Daddy @kifferbarbie na dann weiß ich ja jetz,wie dein frauenbild zustande kommt!filme,wo man am ende ein… https://t.co/TLucmHZ64v"
"4910","131-4910","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 00:59:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4911","131-4911","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 00:59:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4912","131-4912","Iï¿½m sorry anyone ever hurt you, Nicole.",2018-01-28 00:59:00,"RT @Alyssa_Milano: I’m sorry anyone ever hurt you, Nicole. ??

#MeToo https://t.co/d82PFbfrC4"
"4913","131-4913","Iï¿½m sorry anyone ever hurt you, Nicole.",2018-01-28 00:59:00,"RT @Alyssa_Milano: I’m sorry anyone ever hurt you, Nicole. ??

#MeToo https://t.co/d82PFbfrC4"
"4914","131-4914","If nothing else, the movement has vindicated Mike Pence's rebuff of dining alone with women other than his wife.",2018-01-25 23:52:00,"If nothing else, the #MeToo movement has vindicated Mike Pence's rebuff of dining alone with women other than his wife."
"4915","131-4915","If nothing else, the movement has vindicated Mike Pence's rebuff of dining alone with women other than his wife.",2018-01-28 00:59:00,"RT @ConradMBlack: If nothing else, the #MeToo movement has vindicated Mike Pence's rebuff of dining alone with women other than his wife."
"4916","131-4916","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 00:59:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4917","131-4917","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 00:59:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4918","131-4918","Hip Hop makes strange bedfellowsJayZ and",2018-01-28 00:59:00,"@CNN @VanJones68 Hip Hop makes strange bedfellows...#JayZ and #MeToo"
"4919","131-4919","Hip Hop makes strange bedfellowsJayZ and",2018-01-28 00:59:00,"@CNN @VanJones68 Hip Hop makes strange bedfellows...#JayZ and #MeToo"
"4920","131-4920","This shit is getting out of control, guys getting their lives ruined over touching a girlï¿½s back or hitting on somï¿½",2018-01-28 00:59:00,"RT @DanBilzerian: This #metoo shit is getting out of control, guys getting their lives ruined over touching a girl’s back or hitting on som…"
"4921","131-4921","This song would FOR SURE get some #TimesUp #cuck arrested today! Definitely sounds like there was no #Consent foï¿½",2018-01-28 00:59:00,"RT @TheBoxThatRoxx: This song would FOR SURE get some #MeToo #TimesUp #cuck arrested today! Definitely sounds like there was no #Consent fo…"
"4922","131-4922","ï¿½Quiï¿½n es un acosador?",2018-01-27 14:30:00,"@JulieDuque1 @marthaepll @FiscaliaCol ¿Quién es un acosador? #MeToo https://t.co/5tp6eNwjuR"
"4923","131-4923","ï¿½Quiï¿½n es un acosador?",2018-01-28 00:59:00,"RT @SenorCaicedo: @JulieDuque1 @marthaepll @FiscaliaCol ¿Quién es un acosador? #MeToo https://t.co/5tp6eNwjuR"
"4924","131-4924","ï¿½Quiï¿½n es un acosador?",2018-01-27 14:30:00,"@JulieDuque1 @marthaepll @FiscaliaCol ¿Quién es un acosador? #MeToo https://t.co/5tp6eNwjuR"
"4925","131-4925","ï¿½Quiï¿½n es un acosador?",2018-01-28 00:59:00,"RT @SenorCaicedo: @JulieDuque1 @marthaepll @FiscaliaCol ¿Quién es un acosador? #MeToo https://t.co/5tp6eNwjuR"
"4926","131-4926","ï¿½Quiï¿½n es un acosador?",2018-01-27 14:30:00,"@JulieDuque1 @marthaepll @FiscaliaCol ¿Quién es un acosador? #MeToo https://t.co/5tp6eNwjuR"
"4927","131-4927","ï¿½Quiï¿½n es un acosador?",2018-01-28 00:59:00,"RT @SenorCaicedo: @JulieDuque1 @marthaepll @FiscaliaCol ¿Quién es un acosador? #MeToo https://t.co/5tp6eNwjuR"
"4928","131-4928","ï¿½Quiï¿½n es un acosador?",2018-01-28 00:59:00,"RT @SenorCaicedo: @JulieDuque1 @marthaepll @FiscaliaCol ¿Quién es un acosador? #MeToo https://t.co/5tp6eNwjuR"
"4929","131-4929","Apparently the moment demands a crusade against positive portrayals of male military valor, or somethinghttps://ï¿½",2018-01-28 00:59:00,"RT @CathyYoung63: Apparently the #MeToo moment demands a crusade against positive portrayals of male military valor, or something

https://…"
"4930","131-4930","",2018-01-28 00:59:00,"@curdadelimon @ronamacarrona #MeToo"
"4931","131-4931","",2018-01-28 00:59:00,"@curdadelimon @ronamacarrona #MeToo"
"4932","131-4932","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 00:59:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4933","131-4933","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 00:59:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4934","131-4934","The men that spawned the movement are the opposite of this men, they where does un masculine mï¿½",2018-01-28 00:59:00,"@theintercept The men that spawned the #metoo movement are the opposite of this men, they where does un masculine m… https://t.co/DiT5ZzkWmO"
"4935","131-4935","And then mix that with the 'we're gonna pass on this responses to pitches you feel deeply for that are about racisï¿½",2018-01-28 00:59:00,"And then mix that with the 'we're gonna pass on this"" responses to pitches you feel deeply for that are about racis… https://t.co/ArHYYoIpMc"
"4936","131-4936","Hillary Clinton shielded a senior adviser accused of sexual harassment in '08.",2018-01-28 00:37:00,"Hillary Clinton shielded a senior adviser accused of sexual harassment in '08. #MeToo https://t.co/oy9M2ciCI3 https://t.co/e5HpsSOZov"
"4937","131-4937","Hillary Clinton shielded a senior adviser accused of sexual harassment in '08. ï¿½",2018-01-28 00:59:00,"RT @Truthdig: Hillary Clinton shielded a senior adviser accused of sexual harassment in '08. #MeToo https://t.co/oy9M2ciCI3 https://t.co/e5…"
"4938","131-4938","Up Next starring in #DeniesTheAllegation - #Nelly: Nelly Files Countersuit Against Rape Accuser.ï¿½",2018-01-28 00:59:00,"Up Next starring in #DeniesTheAllegation - #Nelly: 
Nelly Files Countersuit Against Rape Accuser.… https://t.co/43bBEoNWCd"
"4939","131-4939","Who, Monica Lewinsky?",2018-01-28 00:59:00,"@HillaryClinton Who, Monica Lewinsky? #MeToo"
"4940","131-4940","",2018-01-26 08:04:00,"???????????? ????????????????????? #?????? ?????????????????????????????????????????????? #MeToo ?????????????????????"
"4941","131-4941","",2018-01-28 00:59:00,"RT @tkatsumi06j: ???????????? ????????????????????? #?????? ?????????????????????????????????????????????? #MeToo ?????????????????????"
"4942","131-4942","Let's play Guess the multi billion dollar private company trying to cover up for a sexual predator. #TimesUp htï¿½",2018-01-28 00:59:00,"RT @doublebelle: Let's play ""Guess the multi billion dollar private company trying to cover up for a sexual predator."" 
#MeToo #TimesUp 
ht…"
"4943","131-4943","Are you shadow banned? Yeah, . I had more engagement when I had 1000 followers. Fun though, right? We haveï¿½",2018-01-28 00:59:00,"Are you shadow banned? Yeah, #MeToo. I had more engagement when I had 1000 followers. 

Fun though, right? We have… https://t.co/vhKCRTwkaC"
"4944","131-4944","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 00:59:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4945","131-4945","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 00:59:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4946","131-4946","Another Story in #Retail #LossPrevention | Read the anonymous submission to the Daily:ï¿½",2018-01-28 01:00:00,"Another #MeToo Story in #Retail #LossPrevention | Read the anonymous submission to the Daily:… https://t.co/Vy70k36vfT"
"4947","131-4947","This shit is getting out of control, guys getting their lives ruined over touching a girlï¿½s back or hitting on somï¿½",2018-01-28 01:00:00,"RT @DanBilzerian: This #metoo shit is getting out of control, guys getting their lives ruined over touching a girl’s back or hitting on som…"
"4948","131-4948","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 01:00:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4949","131-4949","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 01:00:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4950","131-4950","Tonight, hip-hop star Jay-Z sits down with Van Jones to talk about Trump's shithole countries comment, the movement and hï¿½",2018-01-28 00:59:00,"RT @CNN: Tonight, hip-hop star Jay-Z sits down with Van Jones to talk about Trump's ""shithole countries"" comment, the #MeToo movement and h…"
"4951","131-4951","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 01:00:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4952","131-4952","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 01:00:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4953","131-4953","This shit is getting out of control, guys getting their lives ruined over touching a girlï¿½s back or hitting on somï¿½",2018-01-28 01:00:00,"RT @DanBilzerian: This #metoo shit is getting out of control, guys getting their lives ruined over touching a girl’s back or hitting on som…"
"4954","131-4954","Thank you and the 160+ women who refused to be silent any longer. And special S/O to Judge Aquilana fï¿½",2018-01-28 01:00:00,"Thank you @Aly_Raisman  and the 160+ women who refused to be silent any longer. And special S/O to Judge Aquilana f… https://t.co/3CEirojZRR"
"4955","131-4955","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 01:00:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4956","131-4956","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 01:00:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4957","131-4957","Have you heard? The movement is influencing a positive change in rape and consent laws. #HerGuideï¿½",2018-01-28 01:00:00,"Have you heard? The #MeToo movement is influencing a positive change in rape and consent laws. #HerGuide… https://t.co/NFEpd16eQZ"
"4958","131-4958","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 01:00:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4959","131-4959","Hip hop legend Jay-Z tells CNN's that needed to be uncovered for the world to correct itself #VanJonesShow htï¿½",2018-01-28 01:00:00,"RT @CNN: Hip hop legend Jay-Z tells CNN's @VanJones68 that #MeToo ""needed to be uncovered for the world to correct itself"" #VanJonesShow ht…"
"4960","131-4960","I think we all know is on minute 14:59 of its 15 minutes of fame.",2018-01-28 01:00:00,"@theintercept I think we all know #MeToo is on minute 14:59 of its 15 minutes of fame. ??"
"4961","131-4961","Twitter took me off of following too I #followed him again of course!ï¿½",2018-01-27 20:37:00,"@ETrumpgirl @seanhannity Twitter took me off of following @seanhannity too #MeToo
I #followed him again of course!… https://t.co/AlskL3TYzR"
"4962","131-4962","Twitter took me off of following too I #followed him again of course!Loveï¿½",2018-01-28 01:00:00,"RT @knowladgeispwr: @ETrumpgirl @seanhannity Twitter took me off of following @seanhannity too #MeToo
I #followed him again of course!
Love…"
"4963","131-4963","Twitter took me off of following too I #followed him again of course!ï¿½",2018-01-27 20:37:00,"@ETrumpgirl @seanhannity Twitter took me off of following @seanhannity too #MeToo
I #followed him again of course!… https://t.co/AlskL3TYzR"
"4964","131-4964","Twitter took me off of following too I #followed him again of course!Loveï¿½",2018-01-28 01:00:00,"RT @knowladgeispwr: @ETrumpgirl @seanhannity Twitter took me off of following @seanhannity too #MeToo
I #followed him again of course!
Love…"
"4965","131-4965","Twitter took me off of following too I #followed him again of course!Loveï¿½",2018-01-28 01:00:00,"RT @knowladgeispwr: @ETrumpgirl @seanhannity Twitter took me off of following @seanhannity too #MeToo
I #followed him again of course!
Love…"
"4966","131-4966","This shit is getting out of control, guys getting their lives ruined over touching a girlï¿½s back or hitting on somï¿½",2018-01-28 01:00:00,"RT @DanBilzerian: This #metoo shit is getting out of control, guys getting their lives ruined over touching a girl’s back or hitting on som…"
"4967","131-4967","Why Did I Self Harm? The Start Of My Dangerous Journey Into Addiction #selfharm #addiction",2018-01-28 01:00:00,"Why Did I Self Harm? The Start Of My Dangerous Journey Into Addiction #selfharm #addiction #metoo https://t.co/HGdvEDGpYe"
"4968","131-4968","Whoa, is anti-feminist? , that's awesome!!!",2018-01-28 01:00:00,"@thehill Whoa, @realDonaldTrump is anti-feminist? #MeToo, that's awesome!!!"
"4969","131-4969","Whoa, is anti-feminist? , that's awesome!!!",2018-01-28 01:00:00,"@thehill Whoa, @realDonaldTrump is anti-feminist? #MeToo, that's awesome!!!"
"4970","131-4970","Hard to believe that after Harvey Weinstein, and our own high profile campaigns against domestic violence thï¿½",2018-01-27 23:40:00,"Hard to believe that after Harvey Weinstein, #MeToo and our own high profile campaigns against domestic violence th… https://t.co/lflDc8YdKC"
