"","topic","term","beta"
"12411",1,"mutandiswith",7.01477213050566e-80
"12412",2,"mutandiswith",1.41023523040611e-79
"12413",3,"mutandiswith",5.38706375746068e-80
"12414",4,"mutandiswith",1.30618536824181e-79
"12415",5,"mutandiswith",7.08282859890627e-55
"12416",6,"mutandiswith",7.23253378225967e-80
"12417",7,"mutandiswith",7.41026696002565e-80
"12418",8,"mutandiswith",4.48002545658058e-68
"12419",9,"mutandiswith",4.27021507922576e-80
"12420",10,"mutandiswith",0.000151820581724042
"12421",1,"mutatis",7.01477213050566e-80
"12422",2,"mutatis",1.41023523040611e-79
"12423",3,"mutatis",5.38706375746068e-80
"12424",4,"mutatis",1.30618536824181e-79
"12425",5,"mutatis",6.72044252536124e-56
"12426",6,"mutatis",7.23253378225967e-80
"12427",7,"mutatis",7.41026696002565e-80
"12428",8,"mutatis",4.48002545658058e-68
"12429",9,"mutatis",4.27021507922576e-80
"12430",10,"mutatis",0.000151820581724042
"12431",1,"nature",2.75129481181201e-306
"12432",2,"nature",2.67698340847094e-303
"12433",3,"nature",5.23959459751575e-311
"12434",4,"nature",9.55855492720379e-304
"12435",5,"nature",0.000425307609728441
"12436",6,"nature",2.99376020014596e-308
"12437",7,"nature",7.53168499340273e-310
"12438",8,"nature",2.72164827022892e-307
"12439",9,"nature",5.48872252055049e-312
"12440",10,"nature",0.00120937242527767
"12441",1,"tombstone",7.01513470490767e-80
"12442",2,"tombstone",1.41030812161135e-79
"12443",3,"tombstone",5.38734220006497e-80
"12444",4,"tombstone",1.30625288139402e-79
"12445",5,"tombstone",1.32613847625275e-54
"12446",6,"tombstone",7.23290761216618e-80
"12447",7,"tombstone",7.41064997647462e-80
"12448",8,"tombstone",4.4801791771005e-68
"12449",9,"tombstone",4.2704357949739e-80
"12450",10,"tombstone",0.000151820581724042
"12451",1,"melissa",2.39057332346431e-76
"12452",2,"melissa",2.7579332621309e-21
"12453",3,"melissa",3.72007597602084e-44
"12454",4,"melissa",1.23034875338765e-55
"12455",5,"melissa",0.00210256892621109
"12456",6,"melissa",1.01034136725263e-55
"12457",7,"melissa",1.0182308552356e-55
"12458",8,"melissa",1.04460765716557e-55
"12459",9,"melissa",2.65260996974603e-67
"12460",10,"melissa",4.3519802057865e-317
"12461",1,"schuman",1.02559044994693e-55
"12462",2,"schuman",1.29630214785594e-55
"12463",3,"schuman",9.40208985537614e-56
"12464",4,"schuman",1.2634332107417e-55
"12465",5,"schuman",0.00168205514096887
"12466",6,"schuman",1.03750975811378e-55
"12467",7,"schuman",1.04561139673011e-55
"12468",8,"schuman",1.07269747938666e-55
"12469",9,"schuman",8.69919537746551e-56
"12470",10,"schuman",1.101087343277e-55
"12471",1,"stain",1.02559044994693e-55
"12472",2,"stain",1.29630214785594e-55
"12473",3,"stain",9.40208985537614e-56
"12474",4,"stain",1.2634332107417e-55
"12475",5,"stain",0.00168205514096887
"12476",6,"stain",1.03750975811378e-55
"12477",7,"stain",1.04561139673011e-55
"12478",8,"stain",1.07269747938666e-55
"12479",9,"stain",8.69919537746551e-56
"12480",10,"stain",1.101087343277e-55
"12481",1,"boyfriends",5.21916325560202e-56
"12482",2,"boyfriends",7.59557870541924e-301
"12483",3,"boyfriends",0.000129638285280499
"12484",4,"boyfriends",1.52759454060948e-67
"12485",5,"boyfriends",2.62320155816917e-79
"12486",6,"boyfriends",4.60937267980373e-81
"12487",7,"boyfriends",2.85439783370009e-79
"12488",8,"boyfriends",3.0814739367142e-79
"12489",9,"boyfriends",1.64486552104486e-79
"12490",10,"boyfriends",3.33247719157449e-79
"12491",1,"fault",5.21916325560202e-56
"12492",2,"fault",3.17256506496198e-300
"12493",3,"fault",0.000129638285280499
"12494",4,"fault",1.52759454060948e-67
"12495",5,"fault",2.62320155816917e-79
"12496",6,"fault",4.8161340246843e-80
"12497",7,"fault",2.85439783370009e-79
"12498",8,"fault",3.0814739367142e-79
"12499",9,"fault",1.64486552104486e-79
"12500",10,"fault",3.33247719157449e-79
"12501",1,"heather",7.56134532837769e-36
"12502",2,"heather",1.85736474056125e-306
"12503",3,"heather",0.000388914855841498
"12504",4,"heather",2.69279307893377e-67
"12505",5,"heather",1.74383870831811e-67
"12506",6,"heather",1.08690843425451e-100
"12507",7,"heather",1.84466798223607e-67
"12508",8,"heather",1.1561437875599e-22
"12509",9,"heather",3.8595260955183e-79
"12510",10,"heather",2.04563655603198e-67
"12511",1,"lifetime",3.72007597602084e-44
"12512",2,"lifetime",1.4346305768529e-303
"12513",3,"lifetime",0.000388914855841498
"12514",4,"lifetime",1.41865801166578e-67
"12515",5,"lifetime",9.18715502783573e-68
"12516",6,"lifetime",1.17720253791076e-45
"12517",7,"lifetime",2.55458000487138e-79
"12518",8,"lifetime",2.75780467760959e-79
"12519",9,"lifetime",6.72978878137331e-68
"12520",10,"lifetime",2.98244326298656e-79
"12521",1,"locklear",1.40143912719877e-35
"12522",2,"locklear",1.98226706081751e-306
"12523",3,"locklear",0.000388914855841498
"12524",4,"locklear",2.69279307893377e-67
"12525",5,"locklear",1.74383870831811e-67
"12526",6,"locklear",1.86273351713613e-100
"12527",7,"locklear",1.84466798223607e-67
"12528",8,"locklear",7.74684779696566e-23
"12529",9,"locklear",3.8595260955183e-79
"12530",10,"locklear",2.04563655603198e-67
"12531",1,"subject",0.000243718678806655
"12532",2,"subject",0.00125089032251001
"12533",3,"subject",0.000165441780649612
"12534",4,"subject",4.96004638468984e-37
"12535",5,"subject",1.35591055532096e-55
"12536",6,"subject",1.30683692406414e-27
"12537",7,"subject",1.39460509351929e-55
"12538",8,"subject",1.43073169453988e-55
"12539",9,"subject",1.16027256318977e-55
"12540",10,"subject",2.81619969385878e-07
"12541",1,"sudden",5.21916325560202e-56
"12542",2,"sudden",6.6918100563709e-301
"12543",3,"sudden",0.000129638285280499
"12544",4,"sudden",1.52759454060948e-67
"12545",5,"sudden",2.62320155816917e-79
"12546",6,"sudden",6.29920226958225e-80
"12547",7,"sudden",2.85439783370009e-79
"12548",8,"sudden",3.0814739367142e-79
"12549",9,"sudden",1.64486552104486e-79
"12550",10,"sudden",3.33247719157449e-79
"12551",1,"dialogue",7.42214877290944e-68
"12552",2,"dialogue",1.18382211643184e-67
"12553",3,"dialogue",1.3120832066408e-79
"12554",4,"dialogue",0.00226466788537801
"12555",5,"dialogue",1.65867108499614e-79
"12556",6,"dialogue",1.76156925366045e-79
"12557",7,"dialogue",7.7051001505089e-68
"12558",8,"dialogue",1.94844033185843e-79
"12559",9,"dialogue",1.04006147414869e-79
"12560",10,"dialogue",8.54453732926003e-68
"12561",1,"hope",0.000813618157966342
"12562",2,"hope",0.000736288527781592
"12563",3,"hope",2.3715024120879e-54
"12564",4,"hope",0.00230952326170062
"12565",5,"hope",0.000908643351124376
"12566",6,"hope",0.00162898411328351
"12567",7,"hope",9.44470884993408e-41
"12568",8,"hope",1.34994128299443e-44
"12569",9,"hope",8.66101547474503e-77
"12570",10,"hope",9.5764032218817e-14
"12571",1,"start",1.10651851525641e-44
"12572",2,"start",3.14226338693151e-316
"12573",3,"start",1.24747082397412e-35
"12574",4,"start",0.00452933577075603
"12575",5,"start",1.69331656179648e-35
"12576",6,"start",1.2468965552363e-28
"12577",7,"start",2.96735529073889e-61
"12578",8,"start",1.26357637003244e-25
"12579",9,"start",3.72007597602084e-44
"12580",10,"start",5.22110507161292e-259
"12581",1,"brags",2.22771725372392e-91
"12582",2,"brags",1.74514699783891e-79
"12583",3,"brags",1.56507663613938e-91
"12584",4,"brags",1.61638671814725e-79
"12585",5,"brags",2.13755706007072e-91
"12586",6,"brags",2.31652452633187e-91
"12587",7,"brags",0.000865028545410529
"12588",8,"brags",2.64850697839569e-91
"12589",9,"brags",1.14634432341548e-91
"12590",10,"brags",2.9414196540456e-91
"12591",1,"cameroon",2.22771725372392e-91
"12592",2,"cameroon",1.74514699783891e-79
"12593",3,"cameroon",1.56507663613938e-91
"12594",4,"cameroon",1.61638671814725e-79
"12595",5,"cameroon",2.13755706007072e-91
"12596",6,"cameroon",2.31652452633187e-91
"12597",7,"cameroon",0.000865028545410529
"12598",8,"cameroon",9.89961875867146e-80
"12599",9,"cameroon",1.14634432341548e-91
"12600",10,"cameroon",1.07059934636293e-79
"12601",1,"geneva",2.22771725372392e-91
"12602",2,"geneva",1.74514699783891e-79
"12603",3,"geneva",1.56507663613938e-91
"12604",4,"geneva",1.61638671814725e-79
"12605",5,"geneva",2.13755706007072e-91
"12606",6,"geneva",2.31652452633187e-91
"12607",7,"geneva",0.000865028545410529
"12608",8,"geneva",9.89961875867146e-80
"12609",9,"geneva",1.14634432341548e-91
"12610",10,"geneva",1.07059934636293e-79
"12611",1,"hrc37",2.22771725372392e-91
"12612",2,"hrc37",1.74514699783891e-79
"12613",3,"hrc37",1.56507663613938e-91
"12614",4,"hrc37",1.61638671814725e-79
"12615",5,"hrc37",2.13755706007072e-91
"12616",6,"hrc37",2.31652452633187e-91
"12617",7,"hrc37",0.000865028545410529
"12618",8,"hrc37",2.64850697839569e-91
"12619",9,"hrc37",1.14634432341548e-91
"12620",10,"hrc37",1.07059934636293e-79
"12621",1,"ignores",1.48799776608258e-72
"12622",2,"ignores",8.5564438939604e-56
"12623",3,"ignores",1.42331127783174e-67
"12624",4,"ignores",0
"12625",5,"ignores",6.51345616320046e-61
"12626",6,"ignores",8.28485418336612e-27
"12627",7,"ignores",0.000865028545410997
"12628",8,"ignores",0.000295812237473267
"12629",9,"ignores",1.21877205419958e-67
"12630",10,"ignores",6.1806882115122e-315
"12631",1,"india",8.11102184220512e-56
"12632",2,"india",9.40452506761278e-35
"12633",3,"india",7.45957293376114e-37
"12634",4,"india",0.000348410443903423
"12635",5,"india",2.4033289627884e-67
"12636",6,"india",5.01707914672576e-38
"12637",7,"india",0.000865028545411263
"12638",8,"india",8.48357419872504e-56
"12639",9,"india",1.76049019356373e-67
"12640",10,"india",8.70809929675006e-56
"12641",1,"myanmar",2.22771725341747e-91
"12642",2,"myanmar",1.74514699767766e-79
"12643",3,"myanmar",1.56507663592408e-91
"12644",4,"myanmar",1.61638663048272e-79
"12645",5,"myanmar",2.13755705977674e-91
"12646",6,"myanmar",2.31652452601327e-91
"12647",7,"myanmar",0.000865028545410529
"12648",8,"myanmar",2.64850535145439e-91
"12649",9,"myanmar",1.14634432325783e-91
"12650",10,"myanmar",1.07059934626401e-79
"12651",1,"review",9.23980577929044e-56
"12652",2,"review",0.00266558957527852
"12653",3,"review",2.12333059945008e-244
"12654",4,"review",1.13825918264809e-55
"12655",5,"review",1.35881417802065e-33
"12656",6,"review",9.34718985577658e-56
"12657",7,"review",0.00116584924475585
"12658",8,"review",1.44793527611914e-103
"12659",9,"review",2.27015867164004e-67
"12660",10,"review",9.91997651924432e-56
"12661",1,"unsg",2.22771725338645e-91
"12662",2,"unsg",1.74514691837966e-79
"12663",3,"unsg",1.5650766359022e-91
"12664",4,"unsg",1.61638663046839e-79
"12665",5,"unsg",2.13755705974685e-91
"12666",6,"unsg",2.31652452598095e-91
"12667",7,"unsg",0.000865028545410529
"12668",8,"unsg",2.64850535141758e-91
"12669",9,"unsg",1.1463443232418e-91
"12670",10,"unsg",1.07059934625452e-79
"12671",1,"28",3.72007597602084e-44
"12672",2,"28",3.4485782079719e-321
"12673",3,"28",3.72007597602084e-44
"12674",4,"28",4.94065645841247e-324
"12675",5,"28",0.00798976191960214
"12676",6,"28",3.72007597602084e-44
"12677",7,"28",2.86578408340897e-23
"12678",8,"28",3.17057051319018e-60
"12679",9,"28",3.72007597602084e-44
"12680",10,"28",2.33564286623974e-67
"12681",1,"activist",5.15220298433437e-43
"12682",2,"activist",3.72007597602084e-44
"12683",3,"activist",1.77889155030483e-27
"12684",4,"activist",1.09001822936384e-36
"12685",5,"activist",0.000309463575287398
"12686",6,"activist",0.000428726745326213
"12687",7,"activist",0.000311307667221758
"12688",8,"activist",0.00127731846695871
"12689",9,"activist",7.91399125707927e-86
"12690",10,"activist",3.50513274168177e-65
"12691",1,"aodbeyond",8.71942729591441e-92
"12692",2,"aodbeyond",8.63533981770092e-80
"12693",3,"aodbeyond",6.12580968513007e-92
"12694",4,"aodbeyond",7.99820794861718e-80
"12695",5,"aodbeyond",2.99886510764745e-64
"12696",6,"aodbeyond",9.06702462380324e-92
"12697",7,"aodbeyond",0.000288342848470176
"12698",8,"aodbeyond",5.19015159614613e-44
"12699",9,"aodbeyond",4.48686471409767e-92
"12700",10,"aodbeyond",2.73603888726272e-66
"12701",1,"awakening",2.47591801558521e-15
"12702",2,"awakening",0.000714949081480959
"12703",3,"awakening",3.72007597602084e-44
"12704",4,"awakening",9.22408144915927e-316
"12705",5,"awakening",3.37728209913799e-62
"12706",6,"awakening",3.72007597602084e-44
"12707",7,"awakening",0.000288342848470767
"12708",8,"awakening",7.18176728415606e-35
"12709",9,"awakening",1.46804251971753e-55
"12710",10,"awakening",1.71668639460682e-61
"12711",1,"discussion",6.59095599417383e-10
"12712",2,"discussion",7.59684920964013e-81
"12713",3,"discussion",1.47996733887985e-299
"12714",4,"discussion",0.00156784671724993
"12715",5,"discussion",4.85370675220502e-33
"12716",6,"discussion",5.94750490871344e-47
"12717",7,"discussion",5.81208137715573e-26
"12718",8,"discussion",0.00275531221403973
"12719",9,"discussion",7.63833218774151e-100
"12720",10,"discussion",0.0014227418969831
"12721",1,"features",2.25942324565681e-75
"12722",2,"features",1.11317584271621e-67
"12723",3,"features",1.19617619460334e-79
"12724",4,"features",1.05764612637556e-67
"12725",5,"features",1.09495888699097e-64
"12726",6,"features",1.60595547950961e-79
"12727",7,"features",0.000260011414257034
"12728",8,"features",0.000176971465735749
"12729",9,"features",9.48184368516398e-80
"12730",10,"features",2.43687786193343e-57
"12731",1,"including",1.16919988918204e-55
"12732",2,"including",1.47781829252582e-55
"12733",3,"including",1.07186279140103e-55
"12734",4,"including",1.44034684611847e-55
"12735",5,"including",0.000319548403136306
"12736",6,"including",4.24879835383731e-47
"12737",7,"including",0.000392189548251479
"12738",8,"including",1.16819646864457e-51
"12739",9,"including",9.91730984599528e-56
"12740",10,"including",1.17373621979036e-71
"12741",1,"learn",1.31990611072579e-72
"12742",2,"learn",3.72007597602084e-44
"12743",3,"learn",1.06909402388821e-55
"12744",4,"learn",0.00128142067527578
"12745",5,"learn",1.3669842502191e-13
"12746",6,"learn",1.27882214183678e-16
"12747",7,"learn",0.00153458789825877
"12748",8,"learn",9.32058164861237e-78
"12749",9,"learn",9.89169209900119e-56
"12750",10,"learn",2.42559684435658e-95
"12751",1,"model",7.90468113136063e-56
"12752",2,"model",9.9911764136313e-56
"12753",3,"model",9.56356317040738e-05
"12754",4,"model",1.34354373933094e-71
"12755",5,"model",1.21906571252923e-57
"12756",6,"model",1.13807099611742e-53
"12757",7,"model",0.000609339901710381
"12758",8,"model",2.57259572229272e-39
"12759",9,"model",1.6618539209703e-67
"12760",10,"model",0.00015725469446072
"12761",1,"profile",8.71643618616113e-92
"12762",2,"profile",8.63311678801318e-80
"12763",3,"profile",6.12370828918938e-92
"12764",4,"profile",7.99614893841768e-80
"12765",5,"profile",3.47612003228921e-64
"12766",6,"profile",9.06391427436544e-92
"12767",7,"profile",0.000288342848470176
"12768",8,"profile",3.89323405534046e-43
"12769",9,"profile",4.48532554135689e-92
"12770",10,"profile",1.45509874487048e-65
"12771",1,"register",0.000282821775533525
"12772",2,"register",1.16505893218417e-55
"12773",3,"register",5.34887078181966e-304
"12774",4,"register",3.72007597602084e-44
"12775",5,"register",0.000600521590692011
"12776",6,"register",2.41931073590458e-68
"12777",7,"register",0.000247369462266935
"12778",8,"register",2.97469586684548e-34
"12779",9,"register",7.8184513517149e-56
"12780",10,"register",5.58008043246403e-27
"12781",1,"sara's",8.71282766461194e-92
"12782",2,"sara's",8.63043502254005e-80
"12783",3,"sara's",6.12117313228173e-92
"12784",4,"sara's",7.99366503872449e-80
"12785",5,"sara's",4.58782307064924e-64
"12786",6,"sara's",9.06016190018335e-92
"12787",7,"sara's",0.000288342848470176
"12788",8,"sara's",1.96231011913662e-43
"12789",9,"sara's",4.48346865930239e-92
"12790",10,"sara's",8.80469504548122e-66
"12791",1,"watch",3.65795742104496e-51
"12792",2,"watch",2.89756058108616e-63
"12793",3,"watch",0.000478250962680619
"12794",4,"watch",1.37477716733258e-61
"12795",5,"watch",0.00133062938136432
"12796",6,"watch",0.000687149018614485
"12797",7,"watch",0.00210583428235889
"12798",8,"watch",0.00122320708913473
"12799",9,"watch",0
"12800",10,"watch",0.00290553725189758
"12801",1,"wednesday",0.000141410887766453
"12802",2,"wednesday",1.16074314907401e-55
"12803",3,"wednesday",8.41887936600627e-56
"12804",4,"wednesday",4.14696550701171e-38
"12805",5,"wednesday",2.94818623699884e-69
"12806",6,"wednesday",1.7496247841441e-57
"12807",7,"wednesday",0.000571176257352354
"12808",8,"wednesday",1.03208039266317e-57
"12809",9,"wednesday",2.72351484233164e-81
"12810",10,"wednesday",0.000157622330078208
"12811",1,"davis",0.000212823709378241
"12812",2,"davis",3.72007597602084e-44
"12813",3,"davis",3.72007597602084e-44
"12814",4,"davis",0.000418412132625454
"12815",5,"davis",2.12012868516331e-27
"12816",6,"davis",1.16695207574043e-25
"12817",7,"davis",3.72007597602084e-44
"12818",8,"davis",1.37793919949927e-05
"12819",9,"davis",1.17050958083137e-55
"12820",10,"davis",7.35610594591781e-301
"12821",1,"events",1.32265086154713e-05
"12822",2,"events",2.13579752067004e-67
"12823",3,"events",1.12418506345742e-67
"12824",4,"events",2.02925530104134e-67
"12825",5,"events",1.36682432606045e-52
"12826",6,"events",1.36849268473501e-67
"12827",7,"events",6.50196291869206e-49
"12828",8,"events",0.00042988433264533
"12829",9,"events",9.62632249157585e-68
"12830",10,"events",1.41544070123745e-88
"12831",1,"festival",4.24470500284817e-17
"12832",2,"festival",0.000178737270370827
"12833",3,"festival",0.00116140255935775
"12834",4,"festival",2.95205045274223e-48
"12835",5,"festival",7.19965237498614e-06
"12836",6,"festival",0
"12837",7,"festival",2.56786428885111e-26
"12838",8,"festival",0.000590122306385903
"12839",9,"festival",3.72007597602084e-44
"12840",10,"festival",7.97762674838631e-300
"12841",1,"join",1.51919958223498e-08
"12842",2,"join",7.40755491280034e-88
"12843",3,"join",1.93490940012305e-47
"12844",4,"join",1.48291029800726e-99
"12845",5,"join",0.00244252973719803
"12846",6,"join",4.08799963513482e-30
"12847",7,"join",1.69203500576224e-16
"12848",8,"join",1.76411741534837e-18
"12849",9,"join",0.00259269210671645
"12850",10,"join",0.00819211451035873
"12851",1,"library",0.000424232663300387
"12852",2,"library",3.72007597602084e-44
"12853",3,"library",0.00025927657056095
"12854",4,"library",1.57442940948364e-49
"12855",5,"library",2.23666247235347e-26
"12856",6,"library",1.06441983169359e-67
"12857",7,"library",3.72007597602084e-44
"12858",8,"library",4.41467039037327e-19
"12859",9,"library",3.72007597602084e-44
"12860",10,"library",1.98856721806165e-301
"12861",1,"science",2.30420896744207e-22
"12862",2,"science",1.10546598430857e-55
"12863",3,"science",1.38246651759558e-79
"12864",4,"science",1.07743587695782e-55
"12865",5,"science",0.000420513635317121
"12866",6,"science",8.84771926070601e-56
"12867",7,"science",2.94051365096271e-67
"12868",8,"science",1.58198185099059e-10
"12869",9,"science",2.0362528028003e-67
"12870",10,"science",4.1769267049399e-65
"12871",1,"180226",3.91028441841528e-310
"12872",2,"180226",0.00196610997408326
"12873",3,"180226",1.91913871525051e-312
"12874",4,"180226",3.30206456056103e-306
"12875",5,"180226",5.42073574338696e-310
"12876",6,"180226",1.07217565759179e-309
"12877",7,"180226",3.89854909760285e-311
"12878",8,"180226",9.01652165069001e-310
"12879",9,"180226",3.00969561902598e-313
"12880",10,"180226",3.45528295407095e-309
"12881",1,"2002",9.35385317593755e-56
"12882",2,"2002",1.18228674130821e-55
"12883",3,"2002",2.71745082663147e-67
"12884",4,"2002",1.15230877600985e-55
"12885",5,"2002",9.27185605622288e-56
"12886",6,"2002",9.46256266738923e-56
"12887",7,"2002",3.89660836217245e-297
"12888",8,"2002",9.7834907502948e-56
"12889",9,"2002",0.00179919909733125
"12890",10,"2002",1.00424192703208e-55
"12891",1,"25",3.66569268665366e-80
"12892",2,"25",7.12205690369415e-143
"12893",3,"25",3.72007597602084e-44
"12894",4,"25",0.000871026109759428
"12895",5,"25",1.56511447771317e-91
"12896",6,"25",8.66800550083269e-63
"12897",7,"25",0.00432514272706339
"12898",8,"25",3.72007597602084e-44
"12899",9,"25",0.00179919909732324
"12900",10,"25",2.59161594712187e-37
"12901",1,"charges",0.000417327377392529
"12902",2,"charges",1.14505406478641e-30
"12903",3,"charges",2.37713306616931e-05
"12904",4,"charges",3.72007597602084e-44
"12905",5,"charges",3.72007597602084e-44
"12906",6,"charges",1.15258946548425e-60
"12907",7,"charges",0.000413118136528221
"12908",8,"charges",6.43846134259737e-23
"12909",9,"charges",5.97836089884245e-100
"12910",10,"charges",2.42700979172506e-59
"12911",1,"front",0.00135497702224907
"12912",2,"front",4.31497167160361e-43
"12913",3,"front",5.31942471311155e-06
"12914",4,"front",3.72007597602084e-44
"12915",5,"front",0.00103406070774109
"12916",6,"front",4.69844918584207e-47
"12917",7,"front",3.72007597602084e-44
"12918",8,"front",2.92516446366058e-18
"12919",9,"front",3.72007597602084e-44
"12920",10,"front",3.72007597602084e-44
"12921",1,"kanye",1.41159225015394e-19
"12922",2,"kanye",9.2466790416276e-56
"12923",3,"kanye",1.06432469798811e-18
"12924",4,"kanye",9.01222095735265e-56
"12925",5,"kanye",1.94415257456263e-67
"12926",6,"kanye",2.02457002829162e-67
"12927",7,"kanye",2.0565640593966e-67
"12928",8,"kanye",0.000147906118736872
"12929",9,"kanye",1.42413359667414e-67
"12930",10,"kanye",7.85418840178162e-56
"12931",1,"throws",3.72944600972327e-35
"12932",2,"throws",1.31574097049747e-55
"12933",3,"throws",1.99319641293572e-25
"12934",4,"throws",1.28237914361671e-55
"12935",5,"throws",4.08553477007656e-52
"12936",6,"throws",9.79342004419807e-54
"12937",7,"throws",1.06129096300821e-55
"12938",8,"throws",0.000295812237473747
"12939",9,"throws",8.82964498911625e-56
"12940",10,"throws",1.11759880481032e-55
"12941",1,"trending",0.000508317803316879
"12942",2,"trending",3.72007597602084e-44
"12943",3,"trending",1.17880477913956e-41
"12944",4,"trending",3.72007597602084e-44
"12945",5,"trending",7.0313428412361e-69
"12946",6,"trending",1.1389951984296e-40
"12947",7,"trending",3.72007597602084e-44
"12948",8,"trending",0.000207864930869301
"12949",9,"trending",3.52839275048535e-23
"12950",10,"trending",0.00136638523551883
"12951",1,"goldenglobes",3.72007597602084e-44
"12952",2,"goldenglobes",3.72007597602084e-44
"12953",3,"goldenglobes",8.68108295067011e-56
"12954",4,"goldenglobes",3.72007597602084e-44
"12955",5,"goldenglobes",8.07619345284483e-270
"12956",6,"goldenglobes",3.72007597602084e-44
"12957",7,"goldenglobes",3.91304354004224e-285
"12958",8,"goldenglobes",3.72007597602084e-44
"12959",9,"goldenglobes",8.03209045559844e-56
"12960",10,"goldenglobes",0.000455461745172125
"12961",1,"hypocrites",3.72007597602084e-44
"12962",2,"hypocrites",3.79504773456108e-137
"12963",3,"hypocrites",0.000441116684542246
"12964",4,"hypocrites",3.08060237047597e-66
"12965",5,"hypocrites",0.000554159818964107
"12966",6,"hypocrites",0.000137403413038621
"12967",7,"hypocrites",1.8014507145466e-39
"12968",8,"hypocrites",1.35278375896014e-274
"12969",9,"hypocrites",3.72007597602084e-44
"12970",10,"hypocrites",0.000862854198046216
"12971",1,"supporters",3.90311860214585e-321
"12972",2,"supporters",0
"12973",3,"supporters",1.74022346188201e-59
"12974",4,"supporters",1.47032401293258e-47
"12975",5,"supporters",4.77343248503727e-264
"12976",6,"supporters",5.51394439142616e-88
"12977",7,"supporters",0.000576685696941239
"12978",8,"supporters",3.72007597602084e-44
"12979",9,"supporters",3.72007597602084e-44
"12980",10,"supporters",0.000455461745171193
"12981",1,"blow",3.94796534595269e-315
"12982",2,"blow",0.000893686351856025
"12983",3,"blow",2.5204484834432e-129
"12984",4,"blow",6.42928237041874e-271
"12985",5,"blow",2.32629489967994e-62
"12986",6,"blow",5.28419828247357e-297
"12987",7,"blow",3.75201356502176e-317
"12988",8,"blow",1.88987747789162e-316
"12989",9,"blow",1.65561397921402e-320
"12990",10,"blow",1.67631313118264e-315
"12991",1,"1616",4.57150609197531e-311
"12992",2,"1616",6.22213462129044e-306
"12993",3,"1616",5.43782794517064e-314
"12994",4,"1616",0.00034841044390431
"12995",5,"1616",2.00979139794886e-311
"12996",6,"1616",7.90736429755988e-311
"12997",7,"1616",2.32665272623717e-312
"12998",8,"1616",3.11801895622945e-310
"12999",9,"1616",2.8475439259311e-315
"13000",10,"1616",7.99456892297728e-311
"13001",1,"alexander's",0.000141410887766778
"13002",2,"alexander's",1.01226682902293e-55
"13003",3,"alexander's",1.9903504459829e-67
"13004",4,"alexander's",9.86599868142554e-56
"13005",5,"alexander's",7.93850765322884e-56
"13006",6,"alexander's",1.41766358876372e-47
"13007",7,"alexander's",2.46118155253158e-67
"13008",8,"alexander's",2.59076373706536e-67
"13009",9,"alexander's",1.7043239410169e-67
"13010",10,"alexander's",8.59825924876945e-56
"13011",1,"peter",0.000141410887766778
"13012",2,"peter",1.01226682902293e-55
"13013",3,"peter",7.34197944439842e-56
"13014",4,"peter",9.86599868142554e-56
"13015",5,"peter",7.93850765322884e-56
"13016",6,"peter",3.32331659405712e-47
"13017",7,"peter",8.16505422639991e-56
"13018",8,"peter",8.37656619615698e-56
"13019",9,"peter",1.7043239410169e-67
"13020",10,"peter",8.59825924876945e-56
"13021",1,"excellent",2.37824018292914e-74
"13022",2,"excellent",0
"13023",3,"excellent",0
"13024",4,"excellent",3.72007597602084e-44
"13025",5,"excellent",1.22573706969226e-12
"13026",6,"excellent",3.72007597602084e-44
"13027",7,"excellent",1.75014759673272e-18
"13028",8,"excellent",1.75175180270338e-23
"13029",9,"excellent",3.72007597602084e-44
"13030",10,"excellent",0.00121456465246473
"13031",1,"listen",3.51974233629826e-52
"13032",2,"listen",0.000474000890332475
"13033",3,"listen",8.64760170427353e-64
"13034",4,"listen",3.72007597602084e-44
"13035",5,"listen",0.000478975285312026
"13036",6,"listen",4.71957443618697e-31
"13037",7,"listen",1.62728520119467e-35
"13038",8,"listen",1.39277987736691e-32
"13039",9,"listen",2.71902900392615e-97
"13040",10,"listen",0.00287411330258858
"13041",1,"ted",1.65167381388586e-83
"13042",2,"ted",1.35928036947679e-55
"13043",3,"ted",9.85887143484213e-56
"13044",4,"ted",1.32481456541261e-55
"13045",5,"ted",1.06598944961171e-55
"13046",6,"ted",1.08791507673508e-55
"13047",7,"ted",2.38482819164327e-48
"13048",8,"ted",0.00044371835621062
"13049",9,"ted",9.12182822856176e-56
"13050",10,"ted",1.52960877854249e-37
"13051",1,"bankruptcy",2.08091887067261e-67
"13052",2,"bankruptcy",9.47930813158157e-56
"13053",3,"bankruptcy",0.00102809045040743
"13054",4,"bankruptcy",3.15346892222781e-67
"13055",5,"bankruptcy",1.8883211994341e-113
"13056",6,"bankruptcy",4.63352129867279e-127
"13057",7,"bankruptcy",0.00274928361484241
"13058",8,"bankruptcy",2.2739868036026e-67
"13059",9,"bankruptcy",1.49593345234793e-67
"13060",10,"bankruptcy",2.39559857968926e-67
"13061",1,"files",5.32702445357165e-22
"13062",2,"files",1.05936730641545e-67
"13063",3,"files",0.00116674456752449
"13064",4,"files",1.38100098098192e-67
"13065",5,"files",1.40246926422168e-79
"13066",6,"files",6.89657009009364e-194
"13067",7,"files",6.50047666517915e-41
"13068",8,"files",1.64747999309696e-79
"13069",9,"files",8.79411312534635e-80
"13070",10,"files",7.7762445971997e-71
"13071",1,"harveyweinstein",1.18356034041022e-47
