"id","tweet","date","screenName","retweetCount","isRetweet","retweeted","favoriteCount"
27,"RT @NBCNews: MLK's granddaughter at #MarchForOurLives: ""I have a dream that enough is enough."" 

https://t.co/9chFUZoG4x https://t.co/v5pXQ…",2018-03-24 23:59:59,"NMarsh5",915,TRUE,FALSE,0
28,"RT @sebtsb: YOU’RE NEVER TOO YOUNG TO MAKE A CHANGE #MarchforOurLives

really proud of this movement &amp; wish i could be there",2018-03-24 23:59:59,"_dolan4ever",651,TRUE,FALSE,0
29,"RT @BronzeBomber: WORD❤️ ✊������
#BombZquad
#MarchForOurLives 
 #NeverAgain https://t.co/pK524nGstZ",2018-03-24 23:59:59,"Abo27688020",397,TRUE,FALSE,0
30,"RT @CBSNews: ""I am here to acknowledge &amp; represent the African-American girls whose stories don't make the front page of every national new…",2018-03-24 23:59:59,"IlaRose",29714,TRUE,FALSE,0
31,"RT @ABC: Emma Gonzalez stayed on stage at the D.C. #MarchForOurLives rally for 6 minutes and 20 seconds - the duration of the Parkland shoo…",2018-03-24 23:59:59,"03millyx",9338,TRUE,FALSE,0
32,"RT @OFA: Congrats to @AMarch4OurLives for a powerful and historic day of action! Now let's build on this moment and take the #MarchForOurLi…",2018-03-24 23:59:59,"jillfolan",48,TRUE,FALSE,0
33,"RT @Susannah_Bryan: Stoneman Douglas junior Samantha Mayor, 17, was shot in the knee during shooting rampage on Feb. 14. Here she is with m…",2018-03-24 23:59:59,"KimYerauhl",23037,TRUE,FALSE,0
34,"RT @Emma4Change: I have absolutely no words... Thank you not only for your service but for standing with us as we #MarchForOurLives tomorro…",2018-03-24 23:59:59,"heavenlycrystvl",84223,TRUE,FALSE,0
35,"RT @OfficialJLD: This is how my loving mom is celebrating her 84th birthday today. #marchforourlives #notonemore. If our elected officials…",2018-03-24 23:59:59,"kcdubz",1676,TRUE,FALSE,0
36,"RT @CBSNews: “Since the time that I came out here, it has been 6 minutes and 20 seconds,” @Emma4Change says, breaking her silence. ""Fight f…",2018-03-24 23:59:59,"sserritellaa",3214,TRUE,FALSE,0
37,"RT @AltUSPressSec: United. We. Stand. #TheResistance #MarchForOurLives https://t.co/MxPbqDzEKU",2018-03-24 23:59:59,"ArleneDurham14",43,TRUE,FALSE,0
38,"RT @MalcolmErtha: The people came out to speak today. In buffalo and across the country, a youth caucus is inspiring change. #MarchForOurLi…",2018-03-24 23:59:59,"cowboyjoe458",152,TRUE,FALSE,0
39,"RT @mic: 16-year-old Journey Jamison from the South Side of Chicago won’t be on stage at #MarchForOurLives on Saturday — but she’s fighting…",2018-03-24 23:59:59,"its_meee130",8926,TRUE,FALSE,0
40,"RT @WorldCitizen59: #MarchForOurLives
I Love This Little Guy!
#EnoughisEnough https://t.co/WQEiGbXGo8",2018-03-24 23:59:59,"InfiniteLegend",134,TRUE,FALSE,0
41,"RT @ABCPolitics: Student at Marjory Stoneman Douglas High School leads crowd at Parkland #MarchForOurLives rally in powerful ""enough is eno…",2018-03-24 23:59:59,"pizzaqueenhaley",1793,TRUE,FALSE,0
42,"RT @joncoopertweets: As I watch the amazing turnout by young people at countless #MarchForOurLives events nationwide, I recall what the hea…",2018-03-24 23:59:59,"socalmom",7275,TRUE,FALSE,0
43,"RT @feministabulous: This sign deserves a pulitzer  #marchforourlives (������ @claremarienyc) https://t.co/9qHcEjbhq6",2018-03-24 23:59:59,"elenatirsaa",58741,TRUE,FALSE,0
44,"RT @Keels_Ney: Today was a powerful event. Amazing to see our youth standing up for what they believe in, and asking for change. If you dis…",2018-03-24 23:59:59,"maniacmiler",1,TRUE,FALSE,0
45,"RT @AMarch4OurLives: This is #NaomiWadler! #MarchForOurLives https://t.co/taeqb5pDNM",2018-03-24 23:59:59,"hellosunshine",17701,TRUE,FALSE,0
46,"RT @feministabulous: This sign deserves a pulitzer  #marchforourlives (������ @claremarienyc) https://t.co/9qHcEjbhq6",2018-03-24 23:59:59,"Vez_says",58741,TRUE,FALSE,0
47,"RT @PoliticallyRYT_: Twitter is trying to silence conservatives. My account is shadow banned! 

 @PoliticallyRYT 

#SaturdayMotivation 
#ma…",2018-03-24 23:59:59,"RockinTrump",469,TRUE,FALSE,0
48,"RT @BillieJeanKing: We marched for John. We marched for the #ParklandStudents. We marched for every victim of gun violence. It must stop no…",2018-03-24 23:59:59,"Well_Brewed",910,TRUE,FALSE,0
49,"RT @nickiknowsnada: Wow. Not one person from the Trump family tweeted about the impact &amp; bravery of country's future leaders at #MarchForOu…",2018-03-24 23:59:59,"ITDad66",523,TRUE,FALSE,0
50,"RT @Bvweir: #MarchForOurLives 

...what a sad statement of the #StateOfOurNation 

Congratulations @GOP for having our children grow up wit…",2018-03-24 23:59:59,"LambertonKaren",134,TRUE,FALSE,0
51,"RT @shannonrwatts: It was literally called the #MarchForOurLives https://t.co/3eoHcp2N1A",2018-03-24 23:59:59,"dgrassmuck",19721,TRUE,FALSE,0
52,"RT @rachelrose094: This kid wins the sign game #marchforourlives https://t.co/yCqrChwf9J",2018-03-24 23:59:59,"not_n_carolina",167685,TRUE,FALSE,0
53,"RT @funder: Apologies for my language in this tweet, but someone has to say it to him.

@realDonaldTrump-You’re such a f•cking coward. And…",2018-03-24 23:59:59,"tmangini",3442,TRUE,FALSE,0
54,"RT @BLACKHOMBRE: 11-year-old Christopher Underwood! Young ������������������������. #MarchForOurLives 
 https://t.co/VixPHsk3bC",2018-03-24 23:59:59,"inspiredolan__",95,TRUE,FALSE,0
55,"RT @rachelrose094: This kid wins the sign game #marchforourlives https://t.co/yCqrChwf9J",2018-03-24 23:59:59,"EmyRodriiguez",167685,TRUE,FALSE,0
56,"RT @carolinekurtz11: The kids are past patiently waiting we need change now! #marchforourlives @Lin_Manuel https://t.co/hIF0eCbRNS",2018-03-24 23:59:59,"MkRocks10",1498,TRUE,FALSE,0
57,"RT @ABC: Marjory Stoneman Douglas High School student Jaclyn Corin delivers powerful speech at #MarchForOurLives rally in D.C. ""We cannot k…",2018-03-24 23:59:59,"SheilaG56846179",388,TRUE,FALSE,0
58,"RT @FrexB: Don't stay home in November.
#MarchForOurLives https://t.co/sDN35wKOAX",2018-03-24 23:59:58,"JuleswithTrump",314,TRUE,FALSE,0
59,"RT @girl4_trump: #DavidHogg isn’t displaying the behaviors of a stable person. He’s dangerous. #UnHinged 
#MarchForOurLives 
https://t.co/h…",2018-03-24 23:59:58,"justjessie226",843,TRUE,FALSE,0
60,"RT @falloutboy: stay strong, Stay Amped. together we can end gun violence #MSDStrong #MarchForOurLives https://t.co/ywt7uV61X8",2018-03-24 23:59:58,"1stscientist",1675,TRUE,FALSE,0
61,"RT @funder: I’ve seen Democrats in Congress marching and speaking across the country. I’ve seen Trump &amp; Republicans in Congress hiding. The…",2018-03-24 23:59:58,"rdonlyforus",1679,TRUE,FALSE,0
62,"RT @JackPosobiec: Counted at least 30 busses for #MarchForOurLives - where does all this funding come from? https://t.co/EcVxcVARnq",2018-03-24 23:59:58,"lpdowdell",7706,TRUE,FALSE,0
63,"RT @MoveOn: Edna Chavez tells her personal story of living with gun violence in South L.A. One of many powerful moments at today's #Marchfo…",2018-03-24 23:59:58,"AshleyChamberla",563,TRUE,FALSE,0
64,"RT @jvgraz: Where have we seen whiny adult snowflakes like you attacking the youth out of fear and ignorance?

All the fucking time, Nicky.…",2018-03-24 23:59:58,"phoenx7",5,TRUE,FALSE,0
65,"RT @OfficialJoelF: Made it onto rooftop! Look at this massive crowd #MarchForOurLives https://t.co/uCJVVYANyM",2018-03-24 23:59:58,"Rbhol1",9108,TRUE,FALSE,0
66,"RT @NBCNews: Former President Obama: ""Michelle and I are so inspired by all the young people who made today’s marches happen. Keep at it. Y…",2018-03-24 23:59:58,"ShannonClash",299,TRUE,FALSE,0
67,"RT @Arianaworldupd2: Toulouse  is here #MarchForOurLives https://t.co/5Hr8TPNkHM",2018-03-24 23:59:58,"hanzarianag",395,TRUE,FALSE,0
68,"RT @feministabulous: This sign deserves a pulitzer  #marchforourlives (������ @claremarienyc) https://t.co/9qHcEjbhq6",2018-03-24 23:59:58,"th3b00kthi3f",58741,TRUE,FALSE,0
69,"RT @RedTRaccoon: 'They stole my big brother': violence turns child into champion for 'gun sense'

Christopher Underwood at #MarchForOurLive…",2018-03-24 23:59:58,"WhyNotArendt",180,TRUE,FALSE,0
70,"RT @RepAdamSchiff: We march for those lost to gun violence. We march in solidarity with survivors across the country. We march for those in…",2018-03-24 23:59:58,"mymackie",5620,TRUE,FALSE,0
71,"RT @graceleahp: Be ready. #marchforourlives #marchforourlivessyracuse (shirt: @GreenBoxShop_ ) https://t.co/gRfD7zh00U",2018-03-24 23:59:58,"EuniceArmand1",22,TRUE,FALSE,0
72,"RT @AshleeMPreston: In defense of an amendment that isn’t under attack...

The NRA attacks children who are only trying to stay alive long…",2018-03-24 23:59:58,"petrichor888",342,TRUE,FALSE,0
73,"RT @sdiazsonn: #MarchForOurLives ...my loves waiting for the bus to the march. https://t.co/z8wLIlHjuC",2018-03-24 23:59:58,"religoused",999,TRUE,FALSE,0
74,"@GovMurphy @SenBooker Hello Gentlemen! Here are some pics from your state! ❤️ #MarchForOurLives https://t.co/o7LCLJ5NWE",2018-03-24 23:59:58,"realitypotatoes",0,FALSE,FALSE,0
75,"I have a dream ������������ #MarchForOurLives https://t.co/omvcfKRe4c",2018-03-24 23:59:58,"life4crypto",1,FALSE,FALSE,1
76,"������ Gallery: #MarchForOurLives in Sioux City... @scj https://t.co/pddj9oJlnc https://t.co/xNWxhH4Lal",2018-03-24 23:59:58,"justin_wan",1,FALSE,FALSE,6
77,"RT @BLeeCornell: #MarchForOurLives Congressional Members Funded by the NRA: 
Palmer, Gary (R-AL)
Paul, Rand (R-KY)
Paulsen, Erik (R-MN)
Pea…",2018-03-24 23:59:58,"tato_kay",342,TRUE,FALSE,0
78,"RT @TheAnonJournal: BREAKING NEWS: The #MarchForOurLives rally has officially surpassed Trump’s inauguration twice. https://t.co/r1XDCnuV4N",2018-03-24 23:59:58,"darrylhanes92",5947,TRUE,FALSE,0
79,"RT @AMarch4OurLives: This is #NaomiWadler! #MarchForOurLives https://t.co/taeqb5pDNM",2018-03-24 23:59:58,"mmgtrnnn",17701,TRUE,FALSE,0
80,"RT @CVGUpdates: Remembering Christina today as #MarchForOurLives takes place 
������✊������
The #CGFoundation donates to those effected by gun violen…",2018-03-24 23:59:58,"ItsLindsey_yall",143,TRUE,FALSE,0
81,"RT @funder: LIVE: The #MarchForOurLives in Raleigh has begun! Wow! Thousands marching to the chant: “Hey! Hey! Ho! Ho! The NRA has got to g…",2018-03-24 23:59:58,"tweetmbm",4484,TRUE,FALSE,0
82,"RT @Variety: WATCH: The granddaughter of Martin Luther King speaks in D.C.: ""I have a dream that enough is enough. And that this should be…",2018-03-24 23:59:58,"foggybottomgal",9198,TRUE,FALSE,0
83,"RT @MileyCyrus: Surrounded by heroines! Lucky to be here at this moment in history with the ones I love! #MarchForOurLives https://t.co/xVF…",2018-03-24 23:59:58,"mythseulgi",2182,TRUE,FALSE,0
84,"RT @TheMarkPantano: Not a single person appeared to be grieving.

All I saw was celebrating and grandstanding.

Nice little hat though.

#M…",2018-03-24 23:59:58,"JodiGiddings",154,TRUE,FALSE,0
85,"RT @MichaelSkolnik: Emma Gonzalez. 

The entire speech. 

Watch. All. Of. It. 

#MarchForOurLives 

https://t.co/AK47lWEkAM",2018-03-24 23:59:58,"KingEliasFTM",89173,TRUE,FALSE,0
86,"RT @kelly2277: Me with @MayorSlyJames in Kansas City‼️#Marchforourlives #Enough https://t.co/zFEld9w86X",2018-03-24 23:59:58,"tanqurayjones",94,TRUE,FALSE,0
87,"RT @BeauWillimon: Hey @GOP, you are being replaced. Not only in November 2018, but by an entire generation who will not stand for your corr…",2018-03-24 23:59:58,"NoSurrenderBJ",7364,TRUE,FALSE,0
88,"RT @lyndimunro: Who said the older generation doesn’t care? Gardenia Court retirement community joins the movement! #MarchForOurLives #napl…",2018-03-24 23:59:58,"JezebelKat",5252,TRUE,FALSE,0
89,"RT @NRATV: ""What if we didn't exploit the trauma of kids to push a political agenda? What if the #MSM actually covered the kids who complet…",2018-03-24 23:59:58,"EdKellysLiberty",1053,TRUE,FALSE,0
90,"RT @ShawnMendes: #MarchForOurLives today. unbelievably inspiring. Wow ❤️",2018-03-24 23:59:58,"suburbiasunsets",29114,TRUE,FALSE,0
91,"RT @Shareblue: UPDATE: An estimated 800,000 people attended #MarchForOurLives in Washington, D.C. today — dwarfing turnout for Trump's inau…",2018-03-24 23:59:58,"MaggieENeilson",393,TRUE,FALSE,0
92,"RT @ColorOfChange: Thousands marched today but the fight isn't over. We need to act fast to demand that bills don't continue to get passed…",2018-03-24 23:59:58,"preachingterp",41,TRUE,FALSE,0
93,"RT @MissBeaE: ICYMI: Yolanda Renee King's remarks at #MarchForOurLives she is the granddaughter of Martin Luther King Jr. and Coretta Scott…",2018-03-24 23:59:58,"danielle2u",6,TRUE,FALSE,0
94,"RT @PoliticalEmilia: Columbine.
Virginia Tech.
Marjory Stoneman Douglas.
Sandy Hook.
Texas.
Las Vegas.
Orlando.
The shootings have to stop.…",2018-03-24 23:59:58,"Rick3932",140,TRUE,FALSE,0
95,"RT @NiallOfficial: If I was in America today , I’d be marching with everyone . Sending my love to all of you marching . #marchforourlives",2018-03-24 23:59:58,"OMGImANiallFan",25565,TRUE,FALSE,0
96,"RT @nowthisnews: Parkland student Sarah Chadwick to Marco Rubio: Is the NRA's money worth more to you than our lives? #MarchForOurLives htt…",2018-03-24 23:59:58,"jenbiensur",2584,TRUE,FALSE,0
97,"RT @PopCrave: Demi Lovato and Miley Cyrus together at #MarchForOurLives in Washington D.C. ������ https://t.co/XdBArlU1v4",2018-03-24 23:59:58,"myheroisLogan",2379,TRUE,FALSE,0
98,"RT @RealSaavedra: Why is @DavidHogg111 refusing to accept a challenge from @KyleKashuv, a younger classmate at his school, to debate on the…",2018-03-24 23:59:58,"Swipesalot",2526,TRUE,FALSE,0
99,"RT @BeautyBind: Ladies &amp; Gents the guy that would have run into the school to save these kids just went miles out of his way to avoid them.…",2018-03-24 23:59:58,"DaveRager",1167,TRUE,FALSE,0
100,"RT @MichaelSkolnik: The young people will win. 

#MarchForOurLives https://t.co/j8SqEe1tZA",2018-03-24 23:59:58,"Maly248",19619,TRUE,FALSE,0
101,"RT @PRETTYMUCH: We stand in support of #MarchForOurLives and everyone joining in. Spread love and happiness ✊#NeverAgain https://t.co/iE5wh…",2018-03-24 00:53:48,"SherriW78530644",818,TRUE,FALSE,0
102,"RT @kharyp: “The thing that's so powerful about students is that, when you haven't had your idealism broken yet, you're able to speak from…",2018-03-24 00:53:47,"JeanieHammack",709,TRUE,FALSE,0
103,"RT @billboard: Taylor Swift donates to #MarchForOurLives: ""No one should have to go to school in fear."" https://t.co/g3b7kPcbnV https://t.c…",2018-03-24 00:53:46,"nader_af1",295,TRUE,FALSE,0
104,"RT @Emma4Change: I have absolutely no words... Thank you not only for your service but for standing with us as we #MarchForOurLives tomorro…",2018-03-24 00:53:46,"sue_amar",84223,TRUE,FALSE,0
105,"Making a sign for the march is hard enough when I can’t draw and write with a natural slant. It’s harder when while… https://t.co/ubSdAtX9bR",2018-03-24 00:53:46,"drgloryjjjjj958",1,FALSE,FALSE,3
106,"RT @Lin_Manuel: Here's your March #Hamildrop.
For the kids.
https://t.co/DcX0u6ECxX
#FoundTonight #MarchForOurLives https://t.co/K5il82sESx",2018-03-24 00:53:46,"blmohr",10633,TRUE,FALSE,0
107,"RT @TheDemocrats: Enough is #enough — RT if you're ready to #MarchForOurLives tomorrow. Then, RSVP at a march in your community: https://t.…",2018-03-24 00:53:45,"sumera_haque",619,TRUE,FALSE,0
108,"RT @Sooriclover: The #MarchForOurLives is the REAL #ProLife march. Not the anti science b.s. cloaked in hypocritical, sanctimonious religio…",2018-03-24 00:53:45,"Reason_Saves",1,TRUE,FALSE,0
109,"RT @Emma4Change: I have absolutely no words... Thank you not only for your service but for standing with us as we #MarchForOurLives tomorro…",2018-03-24 00:53:45,"smnoe6",84223,TRUE,FALSE,0
110,"RT @alyandaj: The future is here #enough @MomsDemand #MarchForOurLives https://t.co/Fq7weOwMmu",2018-03-24 00:53:45,"DozeySmoot",173,TRUE,FALSE,0
111,"Arrived in Washington DC for #MarchForOurLives. Hope to see some of you there! Let’s get our voices out there and m… https://t.co/vP6kVwfFfm",2018-03-24 00:53:45,"actresssinger7",0,FALSE,FALSE,4
112,"RT @Weinsteinlaw: Military parade - $20 to $30 million 
Border wall - $20 to $70 billion 
Omnibus spending bill - $1.3 trillion
Trump tax c…",2018-03-24 00:53:45,"CarolK47",116,TRUE,FALSE,0
113,"RT @mmpadellan: The kids of our Present have taken a page from the kids of our Past:
our parents, grandparents marched against Vietnam, for…",2018-03-24 00:53:45,"KimTompkins14",929,TRUE,FALSE,0
114,"RT @sharkheadnachos: I served as an MP in Operations Just Cause &amp; Desert Storm.

I have seen first hand the damage assault rifles can do.…",2018-03-24 00:53:44,"Carter19521",8479,TRUE,FALSE,0
115,"RT @Emma4Change: I have absolutely no words... Thank you not only for your service but for standing with us as we #MarchForOurLives tomorro…",2018-03-24 00:53:44,"maboral2",84223,TRUE,FALSE,0
116,"RT @tedlieu: Below polling is consistent with what happened in VA, when the gubernatorial candidate with a F rating from the @NRA won. 

Th…",2018-03-24 00:53:44,"greatsince1776",3118,TRUE,FALSE,0
117,"RT @mic: 16-year-old Journey Jamison from the South Side of Chicago won’t be on stage at #MarchForOurLives on Saturday — but she’s fighting…",2018-03-24 00:53:43,"paperrosie53",8926,TRUE,FALSE,0
118,"RT @ForLodging: We’ll have volunteers at several metro stops handing out bags of safe snacks for #marchforourlives . Take a bag and share w…",2018-03-24 00:53:43,"mjtf471",3,TRUE,FALSE,0
119,"RT @sharkheadnachos: I served as an MP in Operations Just Cause &amp; Desert Storm.

I have seen first hand the damage assault rifles can do.…",2018-03-24 00:53:43,"Suboshi1",8479,TRUE,FALSE,0
120,"Today is a cool day on Twitter!  #Puppies and #MarchForOurLives everywhere.  Kids and puppies will save the country… https://t.co/ubHhCzlNDS",2018-03-24 00:53:43,"SeekingNotLost",0,FALSE,FALSE,1
121,"RT @AMarch4OurLives: VOTE as if our life depends on it, because it does. Be a hero. Don’t forget to
register to vote: https://t.co/XM04ptv3…",2018-03-24 00:53:43,"MaluPascual",889,TRUE,FALSE,0
122,"RT @Emma4Change: I have absolutely no words... Thank you not only for your service but for standing with us as we #MarchForOurLives tomorro…",2018-03-24 00:53:43,"angelicamg14",84223,TRUE,FALSE,0
123,"RT @RevDrBarber: #PoorPeoplesCampaign will stand w/ #MarchForOurLives across the nation tomorrow b/c we can’t revive the heart of democracy…",2018-03-24 00:53:43,"cam294cam",2953,TRUE,FALSE,0
124,"RT @amandablount2: More veterans coming together to get AR15s off the streets! I dare the @NRA &amp; Dana to say veterans against the AR15s are…",2018-03-24 00:53:42,"sbrentsimpson",267,TRUE,FALSE,0
125,"RT @ALT_uscis: Stop what you are doing.
Watch this, very powerful. The amateur @NRA can not argue against REAL VETERANS instead of their wa…",2018-03-24 00:53:42,"Molly__444",1197,TRUE,FALSE,0
126,"RT @Emma4Change: I have absolutely no words... Thank you not only for your service but for standing with us as we #MarchForOurLives tomorro…",2018-03-24 00:53:42,"toryekivlen",84223,TRUE,FALSE,0
127,"RT @GrandeTourNews: Stage is set for tomorrow! 
#MarchForOurLives https://t.co/hjktnkilFB",2018-03-24 00:53:42,"knewforever_",252,TRUE,FALSE,0
128,"RT @Emma4Change: I have absolutely no words... Thank you not only for your service but for standing with us as we #MarchForOurLives tomorro…",2018-03-24 00:53:42,"ShesAlwaysWrite",84223,TRUE,FALSE,0
129,"Buy a lot or buy a little! Stock up for ur family! #Noreaster4 #Tornado #vanlife #MarchForOurLives #CamperVan… https://t.co/h3qjs0bHe6",2018-03-24 00:53:42,"DonnaLoyd4",2,FALSE,FALSE,2
130,"RT @Emma4Change: I have absolutely no words... Thank you not only for your service but for standing with us as we #MarchForOurLives tomorro…",2018-03-24 00:53:41,"nursevictoria11",84223,TRUE,FALSE,0
131,"RT @Emma4Change: I have absolutely no words... Thank you not only for your service but for standing with us as we #MarchForOurLives tomorro…",2018-03-24 00:53:41,"MessengerMedia",84223,TRUE,FALSE,0
132,"RT @SenBillNelson: Their hope gives me hope. #MarchForOurLives https://t.co/6NaC72NEth",2018-03-24 00:53:41,"sirbetterled",116,TRUE,FALSE,0
133,"RT @benandjerrys: Tomorrow, we march. 
In November, we vote.
#MarchForOurLives https://t.co/oybID6zrWk",2018-03-24 00:53:41,"Artistinvermont",1413,TRUE,FALSE,0
134,"RT @RevDrBarber: #PoorPeoplesCampaign will stand w/ #MarchForOurLives across the nation tomorrow b/c we can’t revive the heart of democracy…",2018-03-24 00:53:41,"PamelaToomey2",2953,TRUE,FALSE,0
135,"RT @AMarch4OurLives: Tomorrow we will take to the streets of Washington, DC and all across the country to end mass shootings and demand gun…",2018-03-24 00:53:41,"chechero8",1034,TRUE,FALSE,0
136,"RT @PatyCantu: It could have been different. But nobody listened, and so many lives have been lost. 
It CAN be different. Let’s make THEM l…",2018-03-24 00:53:41,"SoyCantuGIIner",45,TRUE,FALSE,0
137,"RT @mmpadellan: The kids of our Present have taken a page from the kids of our Past:
our parents, grandparents marched against Vietnam, for…",2018-03-24 00:53:40,"KaiSherman3",929,TRUE,FALSE,0
138,"RT @Ryan_Deitsch: She will not be another statistic. She will not be another causality. She will not be forgotten. The universe is on the s…",2018-03-24 00:53:40,"ChrisOttoLNP",3294,TRUE,FALSE,0
139,"RT @RepWilson: It was great to host young people from Florida today on the Hill. To the students of #MSD and our nation’s youth: Continue t…",2018-03-24 00:53:40,"metrofla",249,TRUE,FALSE,0
140,"RT @gayleasher1: SHARICE DAVIDS SUPPORTS #MarchForOurLives  it’s time to replace lawmakers who value NRA blood money over our children’s li…",2018-03-24 00:53:40,"ChamaleJanette",83,TRUE,FALSE,0
141,"Everything you need to know about the #MarchforOurLives in #LosAngeles  this Saturday.

Transportation
Speakers
Per… https://t.co/D61d3c5GTf",2018-03-24 00:53:40,"duhgurlz",0,FALSE,FALSE,0
142,"RT @SabrinaAnnLynn: We should not have to live in fear. Moved by this generation who has come together to prevent future events like this f…",2018-03-24 00:53:40,"Love4Sabrina",1410,TRUE,FALSE,0
143,"RT @funder: LIVE: National Cathedral in DC is having a vigil for victims &amp; anyone hurt by gun violence #MarchForOurLives https://t.co/5rLFU…",2018-03-24 00:53:40,"Ladeegem01",3851,TRUE,FALSE,0
144,"RT @cspan: SATURDAY: #MarchForOurLives – LIVE at noon ET on C-SPAN https://t.co/89RqlDQK2E https://t.co/FHDiwWO3Dt",2018-03-24 00:53:40,"ranumpowerplay",3154,TRUE,FALSE,0
