tweet,date,text
345,2/26/18 20:23,"RT @Oregonian: Monica Lewinsky on what she learned from #MeToo, in Vanity Fair essay https://t.co/COLa22NWf9 https://t.co/K2UtXuCjZr"
346,11/22/17 10:48,När #metoo  börjar skapa förändring och ifrågasätter de patriarkala strukturerna då tycker Sverige att det gått för långt. Det om något bevisar väl vilket jävla patriarkat vi lever i.
347,2/26/18 20:23,RT @JonssonElias: När #metoo  börjar skapa förändring och ifrågasätter de patriarkala strukturerna då tycker Sverige att det gått för långt…
348,2/26/18 20:23,"RT @kimminseoyoung: ___ #Metoo __ ____ ____, ____ __ ___1__ _____ ___ ____. https://t.co/CsCJeyYkMk"
349,2/26/18 09:01,Jennifer Lawrence va produire une docu-série sur #MeToo et Time's Up - https://t.co/YRWyAzn2qf https://t.co/KzUN7sbXPJ
350,2/26/18 16:58,#Metoo : The Weinstein Company va se déclarer en faillite - https://t.co/NYQF5fjp4b https://t.co/WccHinPmF3
351,2/26/18 20:20,RT @PremiereFR: Jennifer Lawrence va produire une docu-série sur #MeToo et Time's Up - https://t.co/YRWyAzn2qf https://t.co/KzUN7sbXPJ
352,2/26/18 20:24,RT @PremiereFR: #Metoo : The Weinstein Company va se déclarer en faillite - https://t.co/NYQF5fjp4b https://t.co/WccHinPmF3
353,2/26/18 20:24,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
354,2/26/18 20:24,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
355,2/26/18 20:24,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
356,2/26/18 20:24,Please attend if you can _____#metoo https://t.co/FUsnaNtZpi
357,2/26/18 14:19,Is there room in the #MeToo movement for forgiveness? Grappling with what it means to believe in the human capacity for change while also wanting men to be held truly accountable for wrongdoing: https://t.co/uCEKuQ4mYd
358,2/26/18 20:24,RT @JillFilipovic: Is there room in the #MeToo movement for forgiveness? Grappling with what it means to believe in the human capacity for…
359,2/26/18 20:24,#MeToo https://t.co/7eHnlxgsq9
360,2/26/18 20:24,RT @magneticbonds: #MeToo https://t.co/7eHnlxgsq9
361,2/26/18 20:06,"This week in Democratic primary news: Big surprises in California and Texas, plus #MeToo changes the political landscape via Ballotpedia's Heart of the Primaries https://t.co/gpwYnADo9k"
362,2/26/18 20:24,"RT @maybeawriter: This week in Democratic primary news: Big surprises in California and Texas, plus #MeToo changes the political landscape…"
363,2/26/18 20:24,Le mouvement #MeToo rattrape les ONG humanitaires https://t.co/es2NLDCCZP
364,2/26/18 20:24,RT @rahumadas: #MeToo llega al Servel: Director Nacional es denunciado por acoso sexual y laboral https://t.co/lN49cOT7DL
365,2/26/18 20:24,"“Through all of this, during the past several months, I have been repeatedly reminded of a powerful Mexican proverb: “They tried to bury us; they didn’t know we were seeds.”” @MonicaLewinsky Great read &amp; perspective on #MeToo. #TimesUp https://t.co/IhkibKXSw2"
366,2/26/18 20:24,RT @MTV: Jennifer Lawrence is helming a #MeToo and #TIMESUP inspired TV series: https://t.co/2Wzywx73At https://t.co/qd7uWYNbWY
367,2/26/18 20:23,Monica Lewinsky: Emerging from “the House of Gaslight” in the Age of #MeToo https://t.co/qn0oZSGxDF
368,2/26/18 20:24,"What a strong woman Monica Lewinsky must be for all that she has survived. Favourite quote from that article, related to #MeToo movement: “They tried to bury us; they didn’t know we were seeds.”"
369,2/26/18 20:24,Alice Glass Discusses Her Part in the #MeToo Movement in Interview With Zola Glass https://t.co/a1siWyjQSY https://t.co/OyTKIpuwTa
370,2/26/18 20:24,"RT @Global_ErinH: Tired of all-male panels, all-male sources, all-male citations? #metooCheck out and spread the word about @shesource, a…"
371,2/26/18 20:24,"RT @Global_ErinH: Tired of all-male panels, all-male sources, all-male citations? #metooCheck out and spread the word about @shesource, a…"
372,2/26/18 14:20,".@7000monarchs on her experience as a neurodivergent survivor of sexual assault: ""In the #MeToo conversation, I hope the voices of people who haven’t necessarily had the words when they needed them can also be heard."" https://t.co/jRflu3nF6R"
373,2/26/18 20:24,"RT @nicole_soojung: .@7000monarchs on her experience as a neurodivergent survivor of sexual assault: ""In the #MeToo conversation, I hope th…"
374,2/26/18 20:24,"RT @nicole_soojung: .@7000monarchs on her experience as a neurodivergent survivor of sexual assault: ""In the #MeToo conversation, I hope th…"
375,2/26/18 20:24,RT @a35362: #MeToo in school: when children and teens harass each other | Nancy Jo Sales https://t.co/NXcRcTgZ7i https://t.co/nKzkSUcmXN
376,2/26/18 13:59,"From #MeToo to domestic abuse and infanticide, the horrors women and girls face around the world are overwhelming, but the Church cannot turn away. @madamspeaker@ivpacademic @ElaineStorkey https://t.co/tG0XxfqkeM"
377,2/26/18 20:24,"RT @TheInfluenceMag: From #MeToo to domestic abuse and infanticide, the horrors women and girls face around the world are overwhelming, but…"
378,2/26/18 20:24,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
379,2/26/18 20:24,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
380,2/26/18 20:24,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
381,2/26/18 12:38,"@JoseCardenas1 Estoy de acuerdo con Plutarco, si por favores sexuales te ganas un papel eres parte del problema #MeToo"
382,2/26/18 20:24,"RT @AntiZavalista: @JoseCardenas1 Estoy de acuerdo con Plutarco, si por favores sexuales te ganas un papel eres parte del problema #MeToo"
383,2/26/18 20:24,"RT @AntiZavalista: @JoseCardenas1 Estoy de acuerdo con Plutarco, si por favores sexuales te ganas un papel eres parte del problema #MeToo"
384,2/26/18 20:24,@FoxNews #metoo has only been used to pretend care while they were/are with the men and women psychologists investigators and degenerate structures and natures of courts and of on/off campuses shared uncharged criminal justice rackets juxtaposed overt criminal enterprises and worse per
385,2/26/18 20:24,"RT @lisatk: Here's what I have to say about The Gate, its board, and silence. #MeToo #Timesup #theatre #Ireland #report #silence https://t…"
386,2/26/18 20:24,"RT @USAloveGOD: #Weinstein Company to file for Bankruptcy following sale-talk collapse #SexualPredator#SexualAbuse#SexualAssault#MeToo…"
387,2/26/18 20:25,"RT @ajplus: South Korean President Moon Jae-in has announced his support for the #MeToo movement, urging cases to be investigated and for a…"
388,2/25/18 08:27,"“(___) ___ __ ____ ___, __ 100__ 1___ __ ___?” https://t.co/IQuetNGNBE #__ #MeToo #___ https://t.co/KJVwbvBWPO"
389,2/26/18 20:25,"RT @HuffPostKorea: “(___) ___ __ ____ ___, __ 100__ 1___ __ ___?” https://t.co/IQuetNGNBE #__ #MeToo #___ https://t.co/KJVwbvBWPO"
390,2/26/18 20:25,A lot of things that have been happening in the world as of late have brought to mind this favourite quote.  #neveragainmovement #NeverAgainMSD #MeToo https://t.co/hfSrJdsItJ
391,2/26/18 20:25,Alice Glass Discusses Her Part in the #MeToo Movement in Interview With Zola Glass https://t.co/Oy7vCr82x6 https://t.co/Xg857ekZPK
392,2/26/18 20:25,"RT @AFP: Monica Lewinsky said she has drawn strength from the #MeToo movement and revealed she received a supportive message saying, ""I'm s…"
393,2/26/18 20:25,RT @AristeguiOnline: Corea del Sur se une a campaña global #MeToo contra violencia sexual https://t.co/HUzkoen5gp https://t.co/LATUm8086t
394,2/26/18 20:25,Alice Glass Discusses Her Part in the #MeToo Movement in Interview With Zola Glass https://t.co/2meOgE6gUL https://t.co/FrnfE1rGb3
395,2/26/18 20:25,"RT @TheGoldWaterUS: #PedoWood Sex Offender #HarveyWeinstein Files for Bankruptcy#PedoGate#PedoGateNews#MeToo#TimesUp#Weinstein#LAPD#…"
396,2/26/18 07:46,"@mike_Zollo Mike...#MeToo __________FRONT RUNNERS"
397,2/26/18 20:12,"RT @Dr_Kaco: @mike_Zollo Mike...#MeToo __________FRONT RUNNERS"
398,2/26/18 20:12,"RT @Dr_Kaco: @mike_Zollo Mike...#MeToo __________FRONT RUNNERS"
399,2/26/18 20:25,"RT @USAloveGOD: #Weinstein Company to file for Bankruptcy following sale-talk collapse #SexualPredator#SexualAbuse#SexualAssault#MeToo…"
400,2/26/18 20:25,"RT @AmyMek: MEDIA &amp; LIBERAL BLACKOUTThis is the REAL #MeToo Movement! HELP MAGNIFY THEIR VOICESGerman women have launched a campaign ca…"
401,2/26/18 20:25,"RT @VersoBooks: Where Freedom Starts: Sex Power Violence #MeToo - a free Verso ebook collection: featuring Tithi Bhattacharya, Melissa Gir…"
402,2/26/18 20:25,"@DawnBehen @BABYJ78 @guskenworthy Another liberal #MeToo member , everyone has rights except GOP Women ... Loser.."
403,2/26/18 20:25,"@DawnBehen @BABYJ78 @guskenworthy Another liberal #MeToo member , everyone has rights except GOP Women ... Loser.."
404,2/26/18 20:25,"@DawnBehen @BABYJ78 @guskenworthy Another liberal #MeToo member , everyone has rights except GOP Women ... Loser.."
405,2/26/18 20:25,RT @vonny_bravo: Still staring into the abyss. We see you. #metoo #timesup https://t.co/qnCvrkG6sX
406,2/26/18 20:25,"Der Fall eines Giganten:https://t.co/SZi9ZzRPYw#MeToo #HarveyWeinstein #weinstein #USA #Hollywood https://t.co/gUIlhX5cIW"
407,2/26/18 20:26,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
408,2/26/18 20:26,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
409,2/26/18 20:26,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
410,2/26/18 20:26,"RT @USAloveGOD: #Weinstein Company to file for Bankruptcy following sale-talk collapse #SexualPredator#SexualAbuse#SexualAssault#MeToo…"
411,2/26/18 20:26,@luvmy2girls4evr #metoo
412,2/26/18 20:16,"RT @kimminseoyoung: ___ #MeToo _ __ 2016_ [_______ _ ___ ___]_ ____, __ _ ___ ____ __ _ __ __ '____ _'_ _ __ _____ ____ ___. _ ____ ____ __…"
413,2/26/18 20:26,"RT @kimminseoyoung: ___ #Metoo __ ____ ____, ____ __ ___1__ _____ ___ ____. https://t.co/CsCJeyYkMk"
414,2/26/18 20:26,"RT @bluehawaijamong: __ ____ ____ _ ___ _______ ___ __ ___. _____ ____ ____ ____ ___ _____ ___ __ __ ____ __, _____ __ _ ____ _____. #metoo"
415,2/26/18 20:26,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
416,2/26/18 20:26,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
417,2/26/18 20:26,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
418,2/26/18 20:26,@CNN Nope. Nope. Nuh uh. Noooooo waaaaay. YOU were a consenting adult. You performed willingly and multiple times. Don’t clump your younger self’s inability to control her own sexual attraction to a married man in with the #metoo movement. Own your bad choices. Bc that’s all it was.
419,2/26/18 20:26,The latest Colonial USA Senate! https://t.co/epQGESjxGD #metoo #brexit
420,2/26/18 20:26,The latest The Oscar Finn Chronicle! https://t.co/0URnnwI7kE #metoo
421,2/26/18 20:26,#MeToo #__
422,2/26/18 20:26,POLL: The 'Inappropriate' Office Behaviors Most Pervasive In Workplaces https://t.co/thQNfZPFej #MeToo #WomenInTech
423,2/26/18 20:26,Light Gay Prostitution': Another #MeToo-Themed Tape Of Jimmy Kimmel Emerges https://t.co/dfnW22brc6
424,2/26/18 20:26,"”Hon borde gå hem kl 16.05, för då får hon inte längre lön för sitt jobb på grund av löneskillnaderna mellan kvinnor och män. Han får lön hela dagen.” - Carin Holmberg, fil dr i sociologi i boken #METOO"
425,2/26/18 20:26,@GMA @benshapiro This is why we can't automatically believe every women who yells #metoo . . . Some women lie! https://t.co/nbqr2ngDH6
426,2/26/18 20:26,@GMA @benshapiro This is why we can't automatically believe every women who yells #metoo . . . Some women lie! https://t.co/nbqr2ngDH6
427,2/26/18 20:26,RT @SZ: Auch in Japan und Südkorea ist die #MeToo-Debatte angekommen. Warum es in beiden Ländern so schlecht um die Gleichberechtigung steh…
428,2/26/18 20:26,Weaponizing #MeToo against @POTUS runs the risk of driving away Republicans.  https://t.co/ABsOovenpT via @kelseyjharkness @DailySignal #TCOT #impactYourWorld
429,2/26/18 20:26,Weaponizing #MeToo against @POTUS runs the risk of driving away Republicans.  https://t.co/ABsOovenpT via @kelseyjharkness @DailySignal #TCOT #impactYourWorld
430,2/26/18 20:26,Weaponizing #MeToo against @POTUS runs the risk of driving away Republicans.  https://t.co/ABsOovenpT via @kelseyjharkness @DailySignal #TCOT #impactYourWorld
431,2/26/18 20:27,"The Oscars won't be having a big #MeToo or #TimesUp protest. https://t.co/YVINHD7BfV https://t.co/Or40foBrKC"
432,2/26/18 20:27,RT @KBSnews: #___·#___ _ ____ ___ #__ (#MeToo) ___ ____ ___ ‘__ __ #_____’_ ____ ___ ____ ___ ____. https://t.co/vqEjxHVpzu https://t.co/Em…
433,2/26/18 20:27,Bill Cosby's daughter Ensa dead at 44. Sad to think that she thought racism played a part in 50+women accusing her father of rape. Guess she knows the truth now &amp; that is a hard pill to swallow. RIP Ensa. #metoo https://t.co/62dlq5IFBX
434,2/26/18 20:27,RT @lindsayk77: How dare people use the #MeToo movement to further their dislike for a fictional couple and their portrayers. Me Too is abo…
435,2/26/18 20:27,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
436,2/26/18 20:27,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
437,2/26/18 20:27,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
438,2/26/18 20:27,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
439,2/26/18 20:27,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
440,2/26/18 20:27,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
441,2/26/18 20:27,The latest TheInterbiz News! https://t.co/Oaeya8dFBW #metoo #brexit
442,2/26/18 20:27,Monica Lewinsky: Emerging from “the House of Gaslight” in the Age of #MeToo https://t.co/y9QRevx6sZ
443,2/26/18 20:27,"RT @luvyujoo: _ ___ ____ ___ ___ ___ #MeToo ___ ___ ___ ____ __ __ __. ___ _ __ ___ ____ “me too” __ ____, ___ __ __ __ ___ ____ “me too” _…"
444,2/26/18 20:27,RT @golrizghahraman: Being part of the problem on campus in a post #metoo world: proving your manhood doesn’t require super gross women are…
445,2/26/18 04:24,"Considerar el movimiento #MeToo una especie de denuncia jurídica es, me parece, una lectura incorrecta... visibilizar un problema que culturalmente hemos normalizado es hacia donde apunta, por ello, exigir cuestiones que normalmente asociamos con el ámbito jurídico es un error."
446,2/26/18 20:27,"RT @RojitoSocial: Considerar el movimiento #MeToo una especie de denuncia jurídica es, me parece, una lectura incorrecta... visibilizar un…"
447,2/26/18 20:27,PSA: Speaking up about predators in the lit world (or any other workplace) is not messy or unprofessional; ABUSE IS. Let’s use our imaginations to model true professionalism &amp; create safer work environments. First step: listening.  #MeToo #TimesUp #TheMoreYouKnow __
448,2/26/18 20:27,"Trump's #immigration crackdown threatens #PublicSafety.14-yr-old girl sexually assaulted - RAPED - for nearly 2 yrs, afraid to seek #police because attacker threatened to report her mother for #deportation.All #parents should be alarmed.#MeToo #Resisthttps://t.co/rrp66nWrwX"
449,2/26/18 20:27,RT @samnbk: Escribí sobre #MeToo en México y algunas de las cuantas “inquietudes” que siempre se tienen al respecto. https://t.co/m5g3rrmr1E
450,2/26/18 20:27,"If @IvankaTrump, someone who holds public office, doesn’t stand up for ALL persons bullied or assaulted by her father, then she is a coward &amp; is unfit for office. She is no friend to the #MeToo movement. Not by a long shot. https://t.co/kxalpC90zF"
451,2/26/18 20:26,RT @you_my_nu: #metoo #_____________ _____ ___ ____ __ __ _____ __ ____. ___ ___ ___ ____ ___ ___ ____ ____ ____ ___ ____ ____ &gt;&gt; __ ___ &lt;&lt;…
452,2/26/18 20:27,"RT @Two_Wing: #METOO _____ ___ ____…____ 2002_ 17_, _3 ____ 25___ 3_ ____ ___…__ __ ____ _____ ___ ___ ____…___ __ ____ __ ____ _____ __…"
453,2/26/18 20:27,RT @embeeshea: Yes to this or career goes off the rails elsewhere entirely. #metoo is also HUGE WORKPLACE JUSTICE PROBLEM. Institutional re…
454,2/26/18 17:26,Que diferencia como se a tomado el tema de #metoo en Mexico a USA. Que no cabe duda que seguimos siendo un país tercer mundista y machista asf
455,2/26/18 20:27,RT @maraculebro: Que diferencia como se a tomado el tema de #metoo en Mexico a USA. Que no cabe duda que seguimos siendo un país tercer mun…
456,2/26/18 20:27,RT @LauriDMeizler: Victims need a voice and to be respected! #Timesup #DomesticAbuse #DomesticViolence #MeToo #EmbracingMyself https://t.co…
457,2/26/18 20:28,"#MondayMotivation *hugs* ______#PeakInsanity #MeToo https://t.co/KSuF6QembU"
458,2/26/18 20:28,"""https://t.co/hdGmh3Oc67""https://t.co/yFRf7QMl5C #MeToo movement in South Korea spreads to academic sector#health #fitness"
459,2/26/18 20:14,"Monica Lewinsky on what she learned from #MeToo, in Vanity Fair essay https://t.co/COLa22NWf9 https://t.co/K2UtXuCjZr"
460,2/26/18 20:28,"RT @Oregonian: Monica Lewinsky on what she learned from #MeToo, in Vanity Fair essay https://t.co/COLa22NWf9 https://t.co/K2UtXuCjZr"
461,2/26/18 20:28,"Der Fall eines Giganten:https://t.co/Z7xbzWzNzd#MeToo #HarveyWeinstein #weinstein #USA #Hollywood https://t.co/TAdJhR8Sqt"
462,2/26/18 20:28,"RT @valerieCG: Depuis quelques temps, la presse française dit être en train de réaliser qu'il s'est passé quelque chose avec #metoo , qu'el…"
463,2/26/18 20:28,"__ “Weinstein Company to file for bankruptcy”@globelamp @rosemcgowan #metoo #Timesup https://t.co/xjO1Y0Nv7a"
464,2/26/18 20:28,"__ “Weinstein Company to file for bankruptcy”@globelamp @rosemcgowan #metoo #Timesup https://t.co/xjO1Y0Nv7a"
465,2/26/18 20:28,"RT @AFP: Monica Lewinsky said she has drawn strength from the #MeToo movement and revealed she received a supportive message saying, ""I'm s…"
466,2/26/18 20:28,"RT @TrickFreee: In #MeToo essay, Monica Lewinsky details uncomfortable first meeting with ‘creepy’ Ken Starr https://t.co/CUM55E53d8"
467,2/26/18 14:58,"Bombshell, Monica Lewinsky says what happened with Bill Clinton was Abuse, #MeToo movement turns on @HillaryClinton . Will she continue to stand by Bill as he crashes like #HarveyWeinstein. Fun times ahead. https://t.co/0qOWEXhvws"
468,2/26/18 20:28,"RT @Partisangirl: Bombshell, Monica Lewinsky says what happened with Bill Clinton was Abuse, #MeToo movement turns on @HillaryClinton . Wil…"
469,2/26/18 20:28,"RT @Partisangirl: Bombshell, Monica Lewinsky says what happened with Bill Clinton was Abuse, #MeToo movement turns on @HillaryClinton . Wil…"
470,2/26/18 20:28,RT @AristeguiOnline: Corea del Sur se une a campaña global #MeToo contra violencia sexual https://t.co/HUzkoen5gp https://t.co/LATUm8086t
471,2/26/18 20:28,RT @Wolfe321: Radio host loses job after sexual comments on teen Olympian. But anyone who complained is a “sexist crybaby.” #MeToo  https:/…
472,2/26/18 20:28,"RT @SimonClaydon: Exactly...With everything that happend during #MeToo movement, not a single one properly push the question ""Should the Pr…"
473,2/26/18 20:28,"RT @valerieCG: Depuis quelques temps, la presse française dit être en train de réaliser qu'il s'est passé quelque chose avec #metoo , qu'el…"
474,2/26/18 20:28,#METOO Estoy harto de la clase política que roba al pueblo de México indiscriminadamente #comparte
475,2/26/18 17:48,"He who shapes the story creates 'the truth'. But #MeToo #Timesup rise in decibel level provides resonance for women’s narratives: @MonicaLewinsky in @VanityFair notes importance of @george lakoff #framing. Important stuff for understanding complexities + context (w' compassion) https://t.co/CH8w21AC3I"
476,2/26/18 17:48,"He who shapes the story creates 'the truth'. But #MeToo #Timesup rise in decibel level provides resonance for women’s narratives: @MonicaLewinsky in @VanityFair notes importance of @george lakoff #framing. Important stuff for understanding complexities + context (w' compassion) https://t.co/CH8w21AC3I"
477,2/26/18 20:28,RT @valuesandframes: He who shapes the story creates 'the truth'. But #MeToo #Timesup rise in decibel level provides resonance for women’s…
478,2/26/18 20:28,@HashtagGriswold #MeToo
479,2/26/18 20:28,"RT @TheGoldWaterUS: #PedoWood Sex Offender #HarveyWeinstein Files for Bankruptcy#PedoGate#PedoGateNews#MeToo#TimesUp#Weinstein#LAPD#…"
480,2/26/18 20:28,@HashtagGriswold #MeToo
481,2/26/18 20:29,@IvankaTrump you have positioned yourself as a @WhiteHouse expert on #women #metoo #womenwork AND represent US at @Olympics so...the question isn’t #innapropriate. @PeterAlexander Your father is. Don’t reap benefits of #nepotism if you can’t answer
482,2/26/18 20:29,@IvankaTrump you have positioned yourself as a @WhiteHouse expert on #women #metoo #womenwork AND represent US at @Olympics so...the question isn’t #innapropriate. @PeterAlexander Your father is. Don’t reap benefits of #nepotism if you can’t answer
483,2/26/18 20:29,@IvankaTrump you have positioned yourself as a @WhiteHouse expert on #women #metoo #womenwork AND represent US at @Olympics so...the question isn’t #innapropriate. @PeterAlexander Your father is. Don’t reap benefits of #nepotism if you can’t answer
484,2/26/18 20:29,@IvankaTrump you have positioned yourself as a @WhiteHouse expert on #women #metoo #womenwork AND represent US at @Olympics so...the question isn’t #innapropriate. @PeterAlexander Your father is. Don’t reap benefits of #nepotism if you can’t answer
485,2/26/18 20:29,RT @Wolfe321: Radio host loses job after sexual comments on teen Olympian. But anyone who complained is a “sexist crybaby.” #MeToo  https:/…
486,2/26/18 20:29,When #metoo shows up at the humanitarians https://t.co/N7XCTtmSaJ … via @lp_lapresse
487,2/26/18 20:29,#metoo #Feminism https://t.co/NSoyP6pswp
488,2/26/18 19:53,#MeToo https://t.co/mQcxRgtaDp
489,2/26/18 20:29,RT @CrookedLook401: #MeToo https://t.co/mQcxRgtaDp
490,2/26/18 20:28,"@Amy_Siskind The Republican Party is dead, period. Thanks to #Trump, #MeToo #DACA #BLM #NRA #NeverAgain &amp; #Women'sMarch; the thin veneer of respectibilty, intellect, and the illusion of being the party of family values and patriotism has been shattered. #EPluribusUnum"
491,2/26/18 20:29,"RT @campbellrock: @Amy_Siskind The Republican Party is dead, period. Thanks to #Trump, #MeToo #DACA #BLM #NRA #NeverAgain &amp; #Women'sMarch;…"
492,2/26/18 20:29,RT @AristeguiOnline: Corea del Sur se une a campaña global #MeToo contra violencia sexual https://t.co/HUzkoen5gp https://t.co/LATUm8086t
493,2/26/18 20:29,"RT @Two_Wing: #METOO _____ ___ ____…____ 2002_ 17_, _3 ____ 25___ 3_ ____ ___…__ __ ____ _____ ___ ___ ____…___ __ ____ __ ____ _____ __…"
494,2/26/18 20:29,"Amazing article on the topic of trauma by anti-bullying champion, #MeToo activist, and personal hero @MonicaLewinsky https://t.co/2J56P8ZkUE"
495,2/26/18 20:29,".@MonicaLewinsky post-#MeToo on realizing her relationship with Bill Clinton was never consensual: ""I now see how problematic it was that the two of us even got to a place where there was a question of consent."" https://t.co/rCehlJUqSV"
496,2/26/18 20:29,Police ‘Don’t Know’ Why Rape Is Up 20 Per Cent in Sadiq Khan’s London https://t.co/SorYlYb16a via #UK #London #SexualAssult #Metoo #Massmigration
497,2/26/18 20:29,"RT @valerieCG: Depuis quelques temps, la presse française dit être en train de réaliser qu'il s'est passé quelque chose avec #metoo , qu'el…"
498,2/26/18 20:25,RT @a35362: #MeToo in school: when children and teens harass each other | Nancy Jo Sales https://t.co/NXcRcTgZ7i https://t.co/nKzkSUcmXN
499,2/26/18 20:29,@a35362 #MeToo programs are sorely needed in K-12 schools (&amp; homes).
500,2/26/18 16:47,What #MeToo shows about the value of being #TypeR &amp; #TransformativeResilience. Inspiring story abt. #MeTooNatSec from @wendyranderson https://t.co/JMtW1ej86o @Slate @BetterLifeLab @public_affairs @HachetteUS @wtrmrk
501,2/26/18 20:30,".@AmaMarston and Stephanie Marston, the authors of a new book on the importance of transformative resilience draw lessons from the #MeToo movement. @Slatehttps://t.co/56AeDjT7E5"
502,2/26/18 16:47,What #MeToo shows about the value of being #TypeR &amp; #TransformativeResilience. Inspiring story abt. #MeTooNatSec from @wendyranderson https://t.co/JMtW1ej86o @Slate @BetterLifeLab @public_affairs @HachetteUS @wtrmrk
503,2/26/18 20:30,".@AmaMarston and Stephanie Marston, the authors of a new book on the importance of transformative resilience draw lessons from the #MeToo movement. @Slatehttps://t.co/56AeDjT7E5"
504,2/17/18 15:00,"Did you miss #MeToo, Now What? last night? Stream it now on the PBS app or https://t.co/itcHnoYDe3. #MeTooOnPBS https://t.co/jGaEHVHKa0"
505,2/26/18 20:30,"RT @PBS: Did you miss #MeToo, Now What? last night? Stream it now on the PBS app or https://t.co/itcHnoYDe3. #MeTooOnPBS https://t.co/jGaEH…"
506,2/26/18 20:30,@TheGodlessMama I will go too far in blaming #meToo for going too far in blaming Skeptics. - Sam Harris.
507,2/26/18 20:30,"RT @lisatk: Here's what I have to say about The Gate, its board, and silence. #MeToo #Timesup #theatre #Ireland #report #silence https://t…"
508,2/26/18 20:30,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
509,2/26/18 20:30,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
510,2/26/18 20:30,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
511,2/26/18 20:30,"Join the TWBA for ""Niche at Night"" CLE on Thursday at 6:30pm! Professor Nicole Porter will be presenting a 1 hour CLE “Bringing Law to the #MeToo Movement”  $25 for TWBA Members, $30 for non-TWBA members https://t.co/ETPRn1Xmyk"
512,2/26/18 20:30,"RT @OHaraPlay: Maureen O’ Hara lives on in the #MeToo #TimesUp movement. The struggles she faced can be seen in “Queen of Technicolor”, a p…"
513,2/26/18 20:30,TURA! #TuraSatana #JustDoIt #CultFilm #FasterPussycatKillKill #YOMYOMF #AsianAmerican #StayFierce https://t.co/P5qSa8EZNb #MeToo https://t.co/2BSSsrU5jc
514,2/26/18 20:30,#MeToo _________________________________________________________________________________________
515,2/26/18 20:30,Tired of #metoo but still want to get laid? https://t.co/jljTDMTVnI Sosua in the DR is the answer! #sosua #dominicanrepublic #sextourism #fun #feminismiscancer #feministliesmatter #usa #respect #earnit #mgtow #travel #nomad #men #drama #simplelife #beauty #dating #wymyn #leech
516,2/26/18 20:30,"In NACD's most recent blog article, @GlobalEthicist discusses the value of strong culture in light of the recent scandals that are part of the #MeToo movement. Read here: https://t.co/3p9VfGCBxu https://t.co/9ifipCX2a4"
517,2/26/18 20:30,Tired of #metoo but still want to get laid? https://t.co/d1TU0th74g Sosua in the DR is the answer! #sosua #dominicanrepublic #sextourism #fun #feminismiscancer #feministliesmatter #usa #respect #earnit #mgtow #travel #nomad #men #drama #simplelife #beauty #dating #wymyn #leech
