id,tokens,tweet
1620,"['#TrayvonMartin', '#AltonSterling', '#TamirRice', '#PhilandoCastile', '#MikeBrown', '#SandraBland', '#SeanBell', '#EricGarner', '#FreddieGray', 'Wher']",#TrayvonMartin #AltonSterling #TamirRice #PhilandoCastile #MikeBrown #SandraBland #SeanBell #EricGarner #FreddieGray Wher
1621,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1622,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1623,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1624,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1625,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1626,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1627,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1628,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1629,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1630,"[""#StephonClark's"", 'killing', 'NOT', 'anomaly', 'His', 'killing', 'latest', 'execution', 'police', 'ALL', 'witnessed', 'ON', 'TAPE']",#StephonClark's killing is NOT an anomaly. His killing is just the latest execution by police we have ALL witnessed ON TAPE.
1631,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1632,"[""#StephonClark's"", 'killing', 'NOT', 'anomaly', 'His', 'killing', 'latest', 'execution', 'police', 'ALL', 'witnessed', 'ON', 'TAPE']",#StephonClark's killing is NOT an anomaly. His killing is just the latest execution by police we have ALL witnessed ON TAPE.
1633,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1634,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1635,"['Took', 'photos', 'Dedication', 'Mural', 'Alton', 'Sterling', 'done', 'Langston', '#AltonSterling', 'Instagram', '504degrees']",Took some photos at the Dedication Mural to Alton Sterling done by Langston #AltonSterling Instagram: 504degrees 
1636,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1637,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1638,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1639,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1640,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1641,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1642,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1643,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1644,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1645,"['Never', 'forgetRemember', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', 'S']",Never forgetRemember #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #S
1646,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1647,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1648,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1649,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1650,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1651,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1652,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1653,"['2', 'dif', 'reactions', 'U', 'S', 'A', '1', 'side', '#Parkland', 'young', 'white', 'celebrated', 'Embraced', 'world', 'msm', '2']",2 dif reactions from U.S.A 1 side is #Parkland young white and celebrated. Embraced by the world and msm 2 
1654,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1655,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1656,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1657,"[""#StephonClark's"", 'killing', 'NOT', 'anomaly', 'His', 'killing', 'latest', 'execution', 'police', 'ALL', 'witnessed', 'ON', 'TAPE']",#StephonClark's killing is NOT an anomaly. His killing is just the latest execution by police we have ALL witnessed ON TAPE.
1658,"[""#StephonClark's"", 'killing', 'NOT', 'anomaly', 'His', 'killing', 'latest', 'execution', 'police', 'ALL', 'witnessed', 'ON', 'TAPE']",#StephonClark's killing is NOT an anomaly. His killing is just the latest execution by police we have ALL witnessed ON TAPE.
1659,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1660,"[""#StephonClark's"", 'killing', 'NOT', 'anomaly', 'His', 'killing', 'latest', 'execution', 'police', 'ALL', 'witnessed', 'ON', 'TAPE']",#StephonClark's killing is NOT an anomaly. His killing is just the latest execution by police we have ALL witnessed ON TAPE.
1661,"[""#StephonClark's"", 'killing', 'NOT', 'anomaly', 'His', 'killing', 'latest', 'execution', 'police', 'ALL', 'witnessed', 'ON', 'TAPE']",#StephonClark's killing is NOT an anomaly. His killing is just the latest execution by police we have ALL witnessed ON TAPE.
1662,"[""#StephonClark's"", 'killing', 'NOT', 'anomaly', 'His', 'killing', 'latest', 'execution', 'police', 'ALL', 'witnessed', 'ON', 'TAPE']",#StephonClark's killing is NOT an anomaly. His killing is just the latest execution by police we have ALL witnessed ON TAPE.
1663,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1664,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1665,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1666,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1667,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1668,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1669,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1670,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1671,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1672,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1673,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1674,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1675,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1676,"[""#StephonClark's"", 'killing', 'NOT', 'anomaly', 'His', 'killing', 'latest', 'execution', 'police', 'ALL', 'witnessed', 'ON', 'TAPE']",#StephonClark's killing is NOT an anomaly. His killing is just the latest execution by police we have ALL witnessed ON TAPE.
1677,"[""#StephonClark's"", 'killing', 'NOT', 'anomaly', 'His', 'killing', 'latest', 'execution', 'police', 'ALL', 'witnessed', 'ON', 'TAPE']",#StephonClark's killing is NOT an anomaly. His killing is just the latest execution by police we have ALL witnessed ON TAPE.
1678,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1679,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1680,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1681,"['Never', 'forgetRemember', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', 'S']",Never forgetRemember #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #S
1682,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1683,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1684,"['ALTON', 'STERLING', 'UPDATE', 'NAACP', 'holds', 'rally', 'firing', 'officers', 'involved', 'Alton', 'Sterling', 'shooting']",ALTON STERLING UPDATE: NAACP holds rally for the firing of officers involved in Alton Sterling shooting 
1685,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1686,"['Never', 'forgetRemember', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', 'S']",Never forgetRemember #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #S
1687,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1688,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1689,"[""#StephonClark's"", 'killing', 'NOT', 'anomaly', 'His', 'killing', 'latest', 'execution', 'police', 'ALL', 'witnessed', 'ON', 'TAPE']",#StephonClark's killing is NOT an anomaly. His killing is just the latest execution by police we have ALL witnessed ON TAPE.
1690,"['Nakia', 'Jones', 'Ohio', 'Police', 'Officer', 'spoke', '#AltonSterling', 'incident', 'WATCH', '#ConversationsWithAmerica', '#TD']",Nakia Jones is an Ohio Police Officer who spoke out after the #AltonSterling incident. WATCH #ConversationsWithAmerica #TD
1691,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1692,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1693,"[""#StephonClark's"", 'killing', 'NOT', 'anomaly', 'His', 'killing', 'latest', 'execution', 'police', 'ALL', 'witnessed', 'ON', 'TAPE']",#StephonClark's killing is NOT an anomaly. His killing is just the latest execution by police we have ALL witnessed ON TAPE.
1694,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1695,"[""#StephonClark's"", 'killing', 'NOT', 'anomaly', 'His', 'killing', 'latest', 'execution', 'police', 'ALL', 'witnessed', 'ON', 'TAPE']",#StephonClark's killing is NOT an anomaly. His killing is just the latest execution by police we have ALL witnessed ON TAPE.
1696,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1697,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1698,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1699,"[""#StephonClark's"", 'killing', 'NOT', 'anomaly', 'His', 'killing', 'latest', 'execution', 'police', 'ALL', 'witnessed', 'ON', 'TAPE']",#StephonClark's killing is NOT an anomaly. His killing is just the latest execution by police we have ALL witnessed ON TAPE.
1700,"[""#StephonClark's"", 'killing', 'NOT', 'anomaly', 'His', 'killing', 'latest', 'execution', 'police', 'ALL', 'witnessed', 'ON', 'TAPE']",#StephonClark's killing is NOT an anomaly. His killing is just the latest execution by police we have ALL witnessed ON TAPE.
1701,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1702,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1703,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1704,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1705,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1706,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1707,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1708,"[""#StephonClark's"", 'killing', 'NOT', 'anomaly', 'His', 'killing', 'latest', 'execution', 'police', 'ALL', 'witnessed', 'ON', 'TAPE']",#StephonClark's killing is NOT an anomaly. His killing is just the latest execution by police we have ALL witnessed ON TAPE.
1709,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1710,"[""#StephonClark's"", 'killing', 'NOT', 'anomaly', 'His', 'killing', 'latest', 'execution', 'police', 'ALL', 'witnessed', 'ON', 'TAPE']",#StephonClark's killing is NOT an anomaly. His killing is just the latest execution by police we have ALL witnessed ON TAPE.
1711,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1712,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1713,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1714,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1715,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1716,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1717,"[""#StephonClark's"", 'killing', 'NOT', 'anomaly', 'His', 'killing', 'latest', 'execution', 'police', 'ALL', 'witnessed', 'ON', 'TAPE']",#StephonClark's killing is NOT an anomaly. His killing is just the latest execution by police we have ALL witnessed ON TAPE.
1718,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1719,"['Liberals', 'maddeningly', 'unsurprising', '#AltonSterling']","Liberals and maddeningly unsurprising. #AltonSterling,"
1720,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
