id,tokens,tweet
427,"['MURDERERS', 'OF', '#ALTONSTERLING', 'WILL', 'NOT', 'BE', 'CHARGED']",MURDERERS OF #ALTONSTERLING WILL NOT BE CHARGED! 
428,"['JUST', 'IN', 'chief', 'hold', 'press', 'conference', 'regarding', 'next', 'steps', '#AltonSterling', 'case', '11:30']",JUST IN: and chief to hold press conference regarding next steps in #AltonSterling case at 11:30am 
429,"['Ive', 'told', 'likely', 'officers', 'killed', '#AltonSterling', 'immediately', 'dismissed', 'charg']",Ive been told that it is likely that the officers who killed #AltonSterling will be immediately dismissed but will not he charg
430,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
431,"['Veda', 'Washington', 'Abusaleh', 'aunt', 'Alton', 'Sterling', 'exited', 'meeting', 'attorney', 'general', 'She', 'says', 'told', 'n']","Veda Washington Abusaleh, aunt of Alton Sterling, just exited a meeting with the attorney general. She says she was told n"
432,"['No', 'Charges', 'Officers', 'killing', 'Alton', ""SterlingI'm"", 'literally', 'crying', '#BlackLivesMatter', '#AltonSterling', '#Nocharges']",No Charges for Officers in the killing of Alton SterlingI'm literally crying. #BlackLivesMatter #AltonSterling #Nocharges
433,"['Will', 'report', 'contain', 'video', 'transcripts', 'audio', 'shooting', '#AltonSterling']","Will this report contain video, transcripts, audio of the shooting? #AltonSterling "
434,"['Happening', 'AG', 'deliversdecision', '#AltonSterling', 'Officer-involved', 'shooting', 'investigation', 'Follow', 'updates', 'BR']",Happening now: AG deliversdecision on #AltonSterling Officer-involved shooting investigation. Follow for updates from BR
435,"['Veda', 'Washington', 'Abusaleh', 'aunt', 'Alton', 'Sterling', 'exited', 'meeting', 'attorney', 'general', 'She', 'says', 'told', 'n']","Veda Washington Abusaleh, aunt of Alton Sterling, just exited a meeting with the attorney general. She says she was told n"
436,"['Veda', 'Washington', 'Abusaleh', 'aunt', 'Alton', 'Sterling', 'exited', 'meeting', 'attorney', 'general', 'She', 'says', 'told', 'n']","Veda Washington Abusaleh, aunt of Alton Sterling, just exited a meeting with the attorney general. She says she was told n"
437,"['MURDERERS', 'OF', '#ALTONSTERLING', 'WILL', 'NOT', 'BE', 'CHARGED']",MURDERERS OF #ALTONSTERLING WILL NOT BE CHARGED! 
438,"['Landry', 'I', 'would', 'like', 'extend', 'deepest', 'sympathies', 'family', '#AltonSterling']",Landry: I would like to again extend my deepest sympathies to the family. #AltonSterling
439,"['And', 'course', 'charges', 'filed', 'murderous', 'officers', '#AltonSterling']","And of course, no charges filed against murderous officers #AltonSterling"
440,"['No', 'charges', 'filed', '#AltonSterling', 'killing']",No charges to be filed in the #AltonSterling killing.
441,"['#DividedstatesofAmerica', '2', 'cops', 'killed', '#AltonSterling', 'video', '#Nocharges', 'allegedly', 'touched', 'wh']",#DividedstatesofAmerica 2 cops killed #AltonSterling on video #Nocharges while allegedly touched a wh 
442,"['This', 'sad', 'I', 'knew', 'would', 'happen', '#AltonSterling', '#Louisiana', '#JusticeForAltonSterling']",This is so sad. I knew this would happen. #AltonSterling #Louisiana #JusticeForAltonSterling 
443,"['Veda', 'Washington', 'Abusaleh', 'aunt', 'Alton', 'Sterling', 'exited', 'meeting', 'attorney', 'general', 'She', 'says', 'told', 'n']","Veda Washington Abusaleh, aunt of Alton Sterling, just exited a meeting with the attorney general. She says she was told n"
444,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
445,"['LA', 'AG', 'addressing', 'media', '#AltonSterling', 'death', 'investigation']",LA AG addressing media about #AltonSterling death investigation 
446,"['Veda', 'Washington', 'Abusaleh', 'aunt', 'Alton', 'Sterling', 'exited', 'meeting', 'attorney', 'general', 'She', 'says', 'told', 'n']","Veda Washington Abusaleh, aunt of Alton Sterling, just exited a meeting with the attorney general. She says she was told n"
447,"['Landry', 'I', 'would', 'like', 'extend', 'deepest', 'sympathies', 'family', '#AltonSterling']",Landry: I would like to again extend my deepest sympathies to the family. #AltonSterling
448,"['Veda', 'Washington', 'Abusaleh', 'aunt', 'Alton', 'Sterling', 'exited', 'meeting', 'attorney', 'general', 'She', 'says', 'told', 'n']","Veda Washington Abusaleh, aunt of Alton Sterling, just exited a meeting with the attorney general. She says she was told n"
449,"['There', 'NO', 'charges', 'brought', 'officers', 'murdered', '#AltonSterling', 'There', 'police', 'problem', 'America']",There will be NO charges brought against the officers that murdered #AltonSterling. There is a police problem in America
450,"['Ive', 'told', 'likely', 'officers', 'killed', '#AltonSterling', 'immediately', 'dismissed', 'charg']",Ive been told that it is likely that the officers who killed #AltonSterling will be immediately dismissed but will not he charg
451,"['Veda', 'Washington', 'Abusaleh', 'aunt', 'Alton', 'Sterling', 'exited', 'meeting', 'attorney', 'general', 'She', 'says', 'told', 'n']","Veda Washington Abusaleh, aunt of Alton Sterling, just exited a meeting with the attorney general. She says she was told n"
452,"['There', 'NO', 'charges', 'brought', 'officers', 'murdered', '#AltonSterling', 'There', 'police', 'problem', 'Am']",There will be NO charges brought against the officers that murdered #AltonSterling. There is a police problem in Am 
453,"['Smh', ""can't"", 'say', ""I'm"", 'surprised', '#AltonSterling']",Smh can't say I'm surprised #AltonSterling 
454,"['JUST', 'IN', 'chief', 'hold', 'press', 'conference', 'regarding', 'next', 'steps', '#AltonSterling', 'case', '11:30']",JUST IN: and chief to hold press conference regarding next steps in #AltonSterling case at 11:30am 
455,"['Attorney', 'General', 'Jeff', 'Landry', 'live', 'podium', '#AltonSterling']",Attorney General Jeff Landry is live at the podium now. #AltonSterling
456,"['Veda', 'Washington', 'Abusaleh', 'aunt', 'Alton', 'Sterling', 'exited', 'meeting', 'attorney', 'general', 'She', 'says', 'told', 'n']","Veda Washington Abusaleh, aunt of Alton Sterling, just exited a meeting with the attorney general. She says she was told n"
457,"['Louisiana', 'Attorney', 'General', 'announcing', 'decision', 'regarding', '#AltonSterling', 'case']",Louisiana Attorney General announcing his decision regarding the #AltonSterling case. 
458,"['The', 'media', 'given', 'two', 'minute', 'warning', 'announcement', 'made', '#AltonSterling']",The media has been given a two minute warning before the announcement is made. #AltonSterling
459,"['JUST', 'IN', 'chief', 'hold', 'press', 'conference', 'regarding', 'next', 'steps', '#AltonSterling', 'case', '11:30']",JUST IN: and chief to hold press conference regarding next steps in #AltonSterling case at 11:30am 
460,"['Lots', 'local', 'national', 'news', 'outlets', 'Livingston', 'Building', 'waiting', 'AGs', 'presser']","Lots of local and national news outlets here at the Livingston Building, waiting on the AGs presser on the "
461,"['Veda', 'Washington', 'Abusaleh', 'aunt', 'Alton', 'Sterling', 'exited', 'meeting', 'attorney', 'general', 'She', 'says', 'told', 'n']","Veda Washington Abusaleh, aunt of Alton Sterling, just exited a meeting with the attorney general. She says she was told n"
462,"['I', 'sick', 'tired', 'hearing', 'Alton', 'Sterling', 'pedophile', 'crook', 'follow', 'instruction', 'shot']",I am sick and tired of hearing about Alton Sterling he was a pedophile and a crook did not follow instruction shot 
463,"['Veda', 'Washington', 'Abusaleh', 'aunt', 'Alton', 'Sterling', 'exited', 'meeting', 'attorney', 'general', 'She', 'says', 'told', 'n']","Veda Washington Abusaleh, aunt of Alton Sterling, just exited a meeting with the attorney general. She says she was told n"
464,"['Veda', 'Washington', 'Abusaleh', 'aunt', 'Alton', 'Sterling', 'exited', 'meeting', 'attorney', 'general', 'She', 'says', 'told', 'n']","Veda Washington Abusaleh, aunt of Alton Sterling, just exited a meeting with the attorney general. She says she was told n"
465,"['family', 'left', 'tears', 'likely', 'means', 'course', 'usual', 'charges', 'cops']",if his family left in tears it more then likely means that of course as usual there will be no charges for cops
466,"['Veda', 'Washington', 'Abusaleh', 'aunt', 'Alton', 'Sterling', 'exited', 'meeting', 'attorney', 'general', 'She', 'says', 'told', 'n']","Veda Washington Abusaleh, aunt of Alton Sterling, just exited a meeting with the attorney general. She says she was told n"
467,"['As', 'await', ""today's"", 'decision', 'whether', 'state', 'charge', '#BlaneSalamoni', 'July', ""'"", '16', 'shooting', 'death', '#AltonSterling']",As we await today's decision whether the state will charge #BlaneSalamoni in July '16 shooting death of #AltonSterling
468,"['Veda', 'Washington', 'Abusaleh', 'aunt', 'Alton', 'Sterling', 'exited', 'meeting', 'attorney', 'general', 'She', 'says', 'told', 'n']","Veda Washington Abusaleh, aunt of Alton Sterling, just exited a meeting with the attorney general. She says she was told n"
469,"['She', 'went', 'The', 'justice', 'system', 'disgrace', '#AltonSterling']","She went off, as she should. The justice system is a disgrace. #AltonSterling "
470,"['Veda', 'Washington', 'Abusaleh', 'aunt', 'Alton', 'Sterling', 'exited', 'meeting', 'attorney', 'general', 'She', 'says', 'told', 'n']","Veda Washington Abusaleh, aunt of Alton Sterling, just exited a meeting with the attorney general. She says she was told n"
471,"['I', 'already', 'know', 'decision', 'Just', 'sad', '#AltonSterling']",I already know the decision. Just sad #AltonSterling
472,"['WATCH', 'LIVE', 'State', 'reach', 'decision', 'charging', 'officers', 'involved', 'Alton', ""Sterling's"", 'death']",WATCH LIVE: State to reach decision on charging officers involved in Alton Sterling's death -- 
473,"['Im', 'surprised', 'I', 'extremely', 'disappointed', '#AltonSterling', '#BLM']","Im not surprised, but I am extremely disappointed. #AltonSterling #BLM "
474,"['I', 'wont', 'get', 'hopes', 'cops', 'get', 'charged', 'murder', '#AltonSterling', 'sure', 'black', 'person', 'living', 'Ame']",I wont get my hopes up that the cops will get charged with murder for #AltonSterling not sure any black person living in Ame
475,"['JUST', 'IN', 'chief', 'hold', 'press', 'conference', 'regarding', 'next', 'steps', '#AltonSterling', 'case', '11:30']",JUST IN: and chief to hold press conference regarding next steps in #AltonSterling case at 11:30am 
476,"['JUST', 'IN', 'chief', 'hold', 'press', 'conference', 'regarding', 'next', 'steps', '#AltonSterling', 'case', '11:30']",JUST IN: and chief to hold press conference regarding next steps in #AltonSterling case at 11:30am 
477,"['Veda', 'Washington', 'Abusaleh', 'aunt', 'Alton', 'Sterling', 'exited', 'meeting', 'attorney', 'general', 'She', 'says', 'told', 'n']","Veda Washington Abusaleh, aunt of Alton Sterling, just exited a meeting with the attorney general. She says she was told n"
478,"['Ive', 'told', 'likely', 'officers', 'killed', '#AltonSterling', 'immediately', 'dismissed', 'charg']",Ive been told that it is likely that the officers who killed #AltonSterling will be immediately dismissed but will not he charg
479,"['Veda', 'Washington', 'Abusaleh', 'aunt', 'Alton', 'Sterling', 'exited', 'meeting', 'attorney', 'general', 'She', 'says']","Veda Washington Abusaleh, aunt of Alton Sterling, just exited a meeting with the attorney general. She says she was "
480,"['Just', 'Chief', 'Murphy', 'Paul', '#AltonSterling', 'presser', '11:30', '#BatonRouge', 'Broome', 'ha']",Just in: Chief Murphy Paul will their #AltonSterling presser at 11:30 a.m. here in #BatonRouge. Broome ha
481,"['#RIP', '#AltonSterling', 'Will', 'officers', 'murdered', 'Alton', 'charged', 'Presser', 'coming', 'soon']",#RIP #AltonSterling Will officers who murdered Alton be charged? Presser coming up soon 
482,"['As', 'continue', 'keep', 'Mr', ""Sterling's"", 'family', 'thoughts', 'prayers', 'call', 'upon', 'leaders', 'city', 'governme']","As we continue to keep Mr. Sterling's family in our thoughts and prayers, we call upon the leaders in city governme "
483,"['Dozens', 'members', 'media', 'around', 'state', 'nation', '#AltonSterling', 'decision', ':/', '/']",Dozens of members of the media from around the state and nation are here for the #AltonSterling decision. https://
484,"['Louisiana', 'State', 'Attorney', ""General's"", 'Office', 'set', 'announce', 'decision', '#AltonSterling', 'shooting', 'case']",Louisiana State Attorney General's Office is set to announce decision in the #AltonSterling shooting case. 
485,"['Now', 'awaiting', 'press', 'conference', 'announce', 'whether', 'bring', 'charges', 'officers']",Now awaiting the press conference from to announce whether or not he will bring charges against the officers in
486,"['JUST', 'IN', 'chief', 'hold', 'press', 'conference', 'regarding', 'next', 'steps', '#AltonSterling', 'case', '11:30']",JUST IN: and chief to hold press conference regarding next steps in #AltonSterling case at 11:30am 
487,"['My', 'heart', 'racing', 'Alston', 'Sterling', 'decision', 'right', 'I', 'bad', 'feeling', 'though', 'I', 'know', 'imma', 'cry']",My heart is racing. Alston Sterling decision on right now. I have a bad feeling though I know imma cry 
488,"['Attorney', 'general', 'releases', 'decision', 'Alton', 'Sterling', 'Investigation', '#AltonSterling', '#PoliceTerrorism', '#WarOnAfrikans']",Attorney general releases decision on Alton Sterling Investigation #AltonSterling #PoliceTerrorism #WarOnAfrikans 
489,"['JUST', 'IN', 'chief', 'hold', 'press', 'conference', 'regarding', 'next', 'steps', '#AltonSterling', 'case', '11:30']",JUST IN: and chief to hold press conference regarding next steps in #AltonSterling case at 11:30am 
490,"['Praying', 'family', '#AltonSterling', 'The', 'LA', 'Atty', 'General', 'expected', 'release', 'statement', 'today', 'Hence']","Praying for the family of #AltonSterling ! The LA Atty General is expected to release a statement today.  (Hence,"
491,"['Rep', 'taken', 'committee', 'hearing', 'last', 'week', 'stretcher', '#AltonSterling', 'ann']","Rep. who was taken out of a committee hearing last week on a stretcher, is at the #AltonSterling ann"
492,"['JUST', 'IN', 'chief', 'hold', 'press', 'conference', 'regarding', 'next', 'steps', '#AltonSterling', 'case', '11:30']",JUST IN: and chief to hold press conference regarding next steps in #AltonSterling case at 11:30am 
493,"['Trying', 'hardest', 'enjoy', 'conversation', 'nerves', 'mess', 'think', 'pending', '#AltonSterling', 'announcement']","Trying my hardest to enjoy this conversation, but my nerves are a mess think about the pending #AltonSterling announcement."
494,"['Ive', 'told', 'likely', 'officers', 'killed', '#AltonSterling', 'immediately', 'dismissed', 'charg']",Ive been told that it is likely that the officers who killed #AltonSterling will be immediately dismissed but will not he charg
495,"['Ive', 'told', 'likely', 'officers', 'killed', '#AltonSterling', 'immediately', 'dismissed', 'charg']",Ive been told that it is likely that the officers who killed #AltonSterling will be immediately dismissed but will not he charg
496,"['Ive', 'told', 'likely', 'officers', 'killed', '#AltonSterling', 'immediately', 'dismissed', 'charg']",Ive been told that it is likely that the officers who killed #AltonSterling will be immediately dismissed but will not he charg
497,"['family', 'left', 'tears', 'likely', 'means', 'course', 'usual', 'charges']",if his family left in tears it more then likely means that of course as usual there will be no charges for 
498,"['I', 'wont', 'get', 'hopes', 'cops', 'get', 'charged', 'murder', '#AltonSterling', 'sure', 'black', 'person', 'liv']",I wont get my hopes up that the cops will get charged with murder for #AltonSterling not sure any black person liv 
499,"['Just', 'Chief', 'Murphy', 'Paul', '#AltonSterling', 'presser', '11:30', '#BatonRouge']",Just in: Chief Murphy Paul will their #AltonSterling presser at 11:30 a.m. here in #BatonRouge 
500,"['Baton', 'Rouge', 'may', 'demonstrations', 'week', '#AltonSterling']",Baton Rouge may have a few demonstrations this week #AltonSterling
501,"['#AltonSterling', 'Alton', 'Sterlings', 'family', 'expected', 'learn', 'state', 'charge', 'officers', 'killed']",#AltonSterling | Alton Sterlings family expected to learn if state will charge officers who killed him 
502,"['Chief', 'Murphy', 'Paul', 'hold', 'joint', 'news', 'conference', '11:30', 'city', 'hall', 'provide', 'upda']",and Chief Murphy Paul will hold a joint news conference at 11:30 at city hall to provide an upda 
503,"['This', 'week', 'Louisiana', 'atty', 'general', 'office', 'pass', 'ruling', 'case', 'Blane', 'Salamoni', 'Howie', 'Lake', 'officer']","This week the Louisiana atty general office will pass down its ruling in the case of Blane Salamoni Howie Lake, the officer"
504,"['Thanks', 'attention', '#BatonRouge', '#AltonSterling']",Thanks .for your attention to this. #BatonRouge #AltonSterling
505,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
506,"['Louisiana', 'State', 'Attorney', ""General's"", 'Office', 'set', 'announce', 'decision', '#AltonSterling', 'shooting', 'case']",Louisiana State Attorney General's Office is set to announce decision in the #AltonSterling shooting case. 
507,"['After', 'announcement', ""AG's"", 'office', 'expect', 'press', 'conferences', 'follow', 'others', '#AltonSterling']","After announcement from AG's office, we expect press conferences to follow from others #AltonSterling ht"
508,"['Despite', 'case', 'could', 'never', 'win', ""they're"", 'likely', 'looking', 'free', 'mo']","Despite it being a case that they could never win, they're likely looking for free mo "
509,"['Ive', 'told', 'likely', 'officers', 'killed', '#AltonSterling', 'immediately', 'dismissed', 'charg']",Ive been told that it is likely that the officers who killed #AltonSterling will be immediately dismissed but will not he charg
510,"['#AltonSterling', 'Alton', 'Sterlings', 'family', 'expected', 'learn', 'state', 'charge', 'officers', 'killed']",#AltonSterling | Alton Sterlings family expected to learn if state will charge officers who killed him 
511,"['Rep', 'taken', 'committee', 'hearing', 'last', 'week', 'stretcher', '#AltonSterling']","Rep. who was taken out of a committee hearing last week on a stretcher, is at the #AltonSterling "
512,"['After', 'announcement', ""AG's"", 'office', 'expect', 'press', 'conferences', 'follow', 'others']","After announcement from AG's office, we expect press conferences to follow from others "
513,"['Media', 'setting', 'inside', 'AGs', 'office', '#AltonSterling', 'decision']",Media setting up now inside the AGs office for #AltonSterling decision. 
514,"['Louisiana', 'Attorney', 'General', 'Jeff', 'Landry', 'set', 'announce', 'decision', 'today', 'whether', 'two', 'officers', 'responsib']","Louisiana Attorney General, Jeff Landry is set to announce a decision today , on whether the two officers responsib "
515,"['Now', 'awaiting', 'press', 'conference', 'announce', 'whether', 'bring', 'charges']",Now awaiting the press conference from to announce whether or not he will bring charges against the o 
516,"['Wrong', '#AltonSterling', 'convicted', 'felon', 'pulled', 'illegal', 'gun', 'cops', 'received', 'justice']",Wrong! #AltonSterling was a convicted felon who pulled an illegal gun on the cops and received his justice for it. 
517,"['#AltonSterling', 'please', 'let', 'fair', 'verdict', 'I', 'dont', 'want', 'right', 'walk', 'stop']",#AltonSterling please let it be a fair verdict I just dont want to be right and they just walk it has to stop some 
518,"['We', 'streaming', 'Attorney', 'General', 'Landrys', 'update', '#AltonSterling', 'Investigation', 'LIVE', 'Facebook', 'page', 'http']",We will be streaming Attorney General Landrys update on the #AltonSterling Investigation LIVE on our Facebook page: http
519,"['As', 'await', ""today's"", 'decision', 'whether', 'state', 'charge', '#BlaneSalamoni', 'July', ""'"", '16', 'shooting', 'death', '#AltonSterling']",As we await today's decision whether the state will charge #BlaneSalamoni in July '16 shooting death of #AltonSterling
520,"['The', 'state', 'Louisiana', 'planning', 'announce', 'results', 'investigation', 'including', 'possible', 'charges', 'k']",The state of Louisiana is planning to announce the results of their investigation (including any possible charges) of the k
521,"[""We're"", 'waiting', 'hear', '#AltonSterling', 'decision', 'announced', 'soon', 'Please', 'remember', 'Injustice']",We're waiting to hear about the #AltonSterling decision that will be announced soon. Please remember that Injustice a
522,"['Standing', 'news', 'conference', '#AltonSterling', 'decision', 'Watch', 'live']",Standing by for news conference on #AltonSterling decision. Watch live on 
523,"['Standing', 'news', 'conference', '#AltonSterling', 'decision', 'Watch', 'live']",Standing by for news conference on #AltonSterling decision. Watch live on 
524,"['NOW', 'Media', 'scrum', 'family', '#AltonSterling', 'including', 'son', 'Cameron', 'arrives', 'office', 'learn', 'decision', 'N']","NOW: Media scrum as family of #AltonSterling, including son Cameron, arrives to office to learn decision. N"
525,"['As', 'await', ""today's"", 'decision', 'whether', 'state', 'charge', '#BlaneSalamoni', 'July', ""'"", '16', 'shooting', 'death', '#AltonSterling']",As we await today's decision whether the state will charge #BlaneSalamoni in July '16 shooting death of #AltonSterling
526,"['waiting', '#AltonSterling', 'update']",waiting for this #AltonSterling update
527,"['NOW', 'Media', 'scrum', 'family', '#AltonSterling', 'including', 'son', 'Cameron', 'arrives', 'office', 'learn', 'decision', 'N']","NOW: Media scrum as family of #AltonSterling, including son Cameron, arrives to office to learn decision. N"
528,"['Ive', 'told', 'likely', 'officers', 'killed', '#AltonSterling', 'immediately', 'dismissed', 'charg']",Ive been told that it is likely that the officers who killed #AltonSterling will be immediately dismissed but will not he charg
529,"['This', '#AltonSterling', 'verdict', 'entire', 'office', 'edge']",This #AltonSterling verdict has my entire office on edge.
530,"['#AltonSterling', 'decision', 'Key', 'facts', 'case', 'expect', 'watch', '10', 'announcement', 'via']","#AltonSterling decision: Key facts in case, what to expect and how to watch 10 a.m. announcement via htt"
531,"['Dozens', 'members', 'media', 'around', 'state', 'nation', '#AltonSterling', 'decision', ':/', '/']",Dozens of members of the media from around the state and nation are here for the #AltonSterling decision. https://
532,"[""Let's"", 'also', 'remember', '#AltonSterling', 'killed', 'July', '5th', 'day', 'BEFORE', '#PhilandoCastile', 'July', '6th', 'Yet', '#PhilandoCasti']",Let's also remember #AltonSterling was killed (July 5th) the day BEFORE #PhilandoCastile (July 6th). Yet #PhilandoCasti
533,"['Media', 'setting', 'inside', 'AGs', 'office', '#AltonSterling', 'decision']",Media setting up now inside the AGs office for #AltonSterling decision. 
534,"['As', 'await', ""today's"", 'decision', 'whether', 'state', 'charge', '#BlaneSalamoni', 'July', ""'"", '16', 'shooting', 'death', '#AltonSterling']",As we await today's decision whether the state will charge #BlaneSalamoni in July '16 shooting death of #AltonSterling
535,"['#AltonSterlings', 'family', 'briefed', 'decision', 'prior', 'announcement', '10am', 'according', 'close', 'acquaintanc']",#AltonSterlings family will be briefed on the decision prior to the announcement at 10am according to close acquaintanc
536,"['Media', 'setting', 'inside', 'AGs', 'office', '#AltonSterling', 'decision']",Media setting up now inside the AGs office for #AltonSterling decision. 
537,"['Media', 'setting', 'inside', 'AGs', 'office', '#AltonSterling', 'decision']",Media setting up now inside the AGs office for #AltonSterling decision. 
538,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
539,"['Meeting', 'underway', 'bw', 'La', 'Attorney', 'General', '#AltonSterling', 'family', 'whether', 'state', 'prosecute', 'polic']",Meeting underway bw the La Attorney General and the #AltonSterling family about whether the state will prosecute the polic
540,"['Whites', 'NRA', 'Americans', '2nd', 'amendment', 'right', 'guns', 'Alton', 'Sterling-committing', 'NO', 'crime', '/', 'legal', 'gun']",Whites NRA: Americans have a 2nd amendment right to own guns!! (Alton Sterling-committing NO crime/ a legal gun o 
541,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
542,"['Meeting', 'underway', 'bw', 'La', 'Attorney', 'General', '#AltonSterling', 'family', 'whether', 'state', 'prosecute', 'polic']",Meeting underway bw the La Attorney General and the #AltonSterling family about whether the state will prosecute the polic
543,"['Sources', '#Baton', 'Rouge', 'State', 'Police', 'preparing', '#AltonSterling', 'announcement', 'Tuesday']","Sources: #Baton Rouge, State Police preparing for #AltonSterling announcement Tuesday "
544,"['#AltonSterlings', 'family', 'briefed', 'decision', 'prior', 'announcement', '10am', 'according', 'close', 'acquaintanc']",#AltonSterlings family will be briefed on the decision prior to the announcement at 10am according to close acquaintanc
545,"['#AltonSterling', 'decision', 'Key', 'facts', 'case', 'expect', 'watch', '10', 'announcement', 'via']","#AltonSterling decision: Key facts in case, what to expect and how to watch 10 a.m. announcement via htt"
546,"['Ive', 'told', 'likely', 'officers', 'killed', '#AltonSterling', 'immediately', 'dismissed', 'charg']",Ive been told that it is likely that the officers who killed #AltonSterling will be immediately dismissed but will not he charg
547,"['Media', 'setting', 'inside', 'AGs', 'office', '#AltonSterling', 'decision']",Media setting up now inside the AGs office for #AltonSterling decision. 
548,"['Lifting', 'family', '#AltonSterling', 'today', 'The', 'AG', 'expected', 'announce', 'officers', 'murdered']",Lifting up the family of #AltonSterling today! The AG is expected to announce if the officers who murdered 
549,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
550,"['Meeting', 'underway', 'bw', 'La', 'Attorney', 'General', '#AltonSterling', 'family', 'whether', 'state', 'prosecute', 'polic']",Meeting underway bw the La Attorney General and the #AltonSterling family about whether the state will prosecute the polic
551,"['We', 'streaming', 'Attorney', 'General', 'Landrys', 'update', '#AltonSterling', 'Investigation', 'LIVE', 'Facebook', 'page', 'http']",We will be streaming Attorney General Landrys update on the #AltonSterling Investigation LIVE on our Facebook page: http
552,"['We', 'streaming', 'Attorney', 'General', 'Landrys', 'update', '#AltonSterling', 'Investigation', 'LIVE', 'Facebook', 'page', 'http']",We will be streaming Attorney General Landrys update on the #AltonSterling Investigation LIVE on our Facebook page: http
553,"['Media', 'setting', 'inside', 'AGs', 'office', '#AltonSterling', 'decision']",Media setting up now inside the AGs office for #AltonSterling decision. 
554,"['Media', 'setting', 'inside', 'AGs', 'office', '#AltonSterling', 'decision']",Media setting up now inside the AGs office for #AltonSterling decision. 
555,"['Media', 'setting', 'inside', 'AGs', 'office', '#AltonSterling', 'decision']",Media setting up now inside the AGs office for #AltonSterling decision. 
556,"['Media', 'setting', 'inside', 'AGs', 'office', '#AltonSterling', 'decision']",Media setting up now inside the AGs office for #AltonSterling decision. 
557,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
558,"['Meeting', 'underway', 'bw', 'La', 'Attorney', 'General', '#AltonSterling', 'family', 'whether', 'state', 'prosecute', 'polic']",Meeting underway bw the La Attorney General and the #AltonSterling family about whether the state will prosecute the polic
559,"['Media', 'setting', 'inside', 'AGs', 'office', '#AltonSterling', 'decision']",Media setting up now inside the AGs office for #AltonSterling decision. 
560,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
561,"['Ive', 'told', 'likely', 'officers', 'killed', '#AltonSterling', 'immediately', 'dismissed', 'charg']",Ive been told that it is likely that the officers who killed #AltonSterling will be immediately dismissed but will not he charg
562,"['Meeting', 'underway', 'bw', 'La', 'Attorney', 'General', '#AltonSterling', 'family', 'whether', 'state', 'prosecute', 'polic']",Meeting underway bw the La Attorney General and the #AltonSterling family about whether the state will prosecute the polic
563,"['Meeting', 'underway', 'bw', 'La', 'Attorney', 'General', '#AltonSterling', 'family', 'whether', 'state', 'prosecute', 'polic']",Meeting underway bw the La Attorney General and the #AltonSterling family about whether the state will prosecute the polic
564,"['#AltonSterlings', 'family', 'briefed', 'decision', 'prior', 'announcement', '10am', 'according', 'close', 'acquaintanc']",#AltonSterlings family will be briefed on the decision prior to the announcement at 10am according to close acquaintanc
565,"['Meeting', 'underway', 'bw', 'La', 'Attorney', 'General', '#AltonSterling', 'family', 'whether', 'state', 'prosecute', 'polic']",Meeting underway bw the La Attorney General and the #AltonSterling family about whether the state will prosecute the polic
