id,tweet,date,screenName,retweetCount,isRetweet,retweeted,favoriteCount,originaltweet
1,Let me say this again: Officers rarely get charged with the killings of blk folks in this country - and even more r ,2018-03-27 15:29:57,CharlesMBlow,7349,False,False,18164,Let me say this again: Officers rarely get charged with the killings of blk folks in this country - and even more râ¦ https://t.co/3Q6SJQaYD7
2,These are egregious reminders of repeated injustice and lack of police accountability. #AltonSterling is the latest ,2018-03-27 18:30:09,blackvoices,3869,False,False,4505,These are egregious reminders of repeated injustice and lack of police accountability. #AltonSterling is the latestâ¦ https://t.co/LYXxE2rCrt
3,More people have been punished for taking a knee to fight white supremacy than those who murder in cold blood on video. #AltonSterling,2018-03-27 17:00:42,eugenegu,3665,False,False,9030,More people have been punished for taking a knee to fight white supremacy than those who murder in cold blood on video. #AltonSterling
4,I asked for comment and leadership on deaths of #AltonSterling #EricGarner #StephonClark,2018-03-28 23:23:14,mamaontheleft,709,True,False,0,RT @AprilDRyan: I asked @PressSec for @POTUS @realDonaldTrump comment and leadership on deaths of #AltonSterling #EricGarner #StephonClarkâ¦
5,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:23:13,alananikki,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
6,I asked for comment and leadership on deaths of #AltonSterling #EricGarner #StephonClark,2018-03-28 23:23:12,angelafrancis,709,True,False,0,RT @AprilDRyan: I asked @PressSec for @POTUS @realDonaldTrump comment and leadership on deaths of #AltonSterling #EricGarner #StephonClarkâ¦
7,#AltonSterling getting legally lynched should wake more Black people up to the reality that: *You have ZERO legal protect,2018-03-28 23:23:11,realreec,1577,True,False,0,"RT @tariqnasheed: #AltonSterling getting legally lynched should wake more Black people up to the reality that:
*You have ZERO legal protectâ¦"
8,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:23:11,_Lxura_,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
9,We apologize that Baton Rouge and Louisiana failed you!! #AltonSterling,2018-03-28 23:23:01,_SheSoTINY,959,True,False,0,RT @boobiegotti2: We apologize that Baton Rouge and Louisiana failed you!! #AltonSterling
10,"Thats right. Demonize the victim to justify summary execution, Police State Barbie. #AltonSterling ",2018-03-28 23:22:58,AnonBruja,2,True,False,0,"RT @Astorix23: Thatâs right. Demonize the victim to justify summary execution, Police State Barbie.  #AltonSterling https://t.co/yVcbbDpPV2"
11,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:22:58,_erkkk,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
12,"Jane Elliott: If you, as a white person, would be happy to receive the same treatment as our black citizens do in thi",2018-03-28 23:22:57,DasEarlGray,2123,True,False,0,"RT @MyDaughtersArmy: Jane Elliott: ""If you, as a white person, would be happy to receive the same treatment as our black citizens do in thiâ¦"
13,More people have been punished for taking a knee to fight white supremacy than those who murder in cold blood on video. #Alto,2018-03-28 23:22:54,CynicalVision50,3665,True,False,0,RT @eugenegu: More people have been punished for taking a knee to fight white supremacy than those who murder in cold blood on video. #Altoâ¦
14,"Breaking News: Louisiana Attorney General indicts Nobody in the police killing of #AltonSterling . Nobody, a career murde",2018-03-28 23:22:53,theadebolayinka,527,True,False,0,"RT @AfricanaCarr: Breaking News: Louisiana Attorney General indicts Nobody in the police killing of #AltonSterling . Nobody, a career murdeâ¦"
15,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:22:46,loveeecheeer,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
16,"Once again Im taking a knee to protest the cold-blooded murders of Stephon Clark, Philando Castile, Eric Garner, Michael Bro",2018-03-28 23:22:45,GheeMoney,2185,True,False,0,"RT @eugenegu: Once again Iâm taking a knee to protest the cold-blooded murders of Stephon Clark, Philando Castile, Eric Garner, Michael Broâ¦"
17,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:22:45,LaDariusTheReal,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
18,Now do ya'll understand why takes a knee? #AltonSterling,2018-03-28 23:22:39,mariahjoeyoung,4018,True,False,0,"RT @ZerlinaMaxwell: Now do ya'll understand why @Kaepernick7 takes a knee?

#AltonSterling"
19,#StephonClark had a cell phone. #TamirRice had a toy gun #WalterScott was running away #SandraBland had a broken tail light #,2018-03-28 23:22:32,coolmomlife,1958,True,False,0,"RT @lynnv378: #StephonClark had a cell phone.
#TamirRice had a toy gun
#WalterScott was running away
#SandraBland had a broken tail light
#â¦"
20,"Blacks account for 49% of all murder, yet comprise only 14% of the population. 93% of black victims are murdered by othe",2018-03-28 23:22:30,bowhunter_va,39,True,False,0,"RT @BlueColossus: Blacks account for 49% of all murder,
yet comprise only 14% of the population.

93% of black victims are murdered by otheâ¦"
21,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:22:29,ruthbitamazire,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
22,More people have been punished for taking a knee to fight white supremacy than those who murder in cold blood on video. #Alto,2018-03-28 23:22:28,thatgirl523,3665,True,False,0,RT @eugenegu: More people have been punished for taking a knee to fight white supremacy than those who murder in cold blood on video. #Altoâ¦
23,One thing I'll never understand is how America can rally protest in every city to stop innocent people from being gunned dow,2018-03-28 23:22:28,mapsarecool12,108,True,False,0,RT @JLA9178: One thing I'll never understand is how America can rally &amp; protest in every city to stop innocent people from being gunned dowâ¦
24,I die a little bit each time its announced an officer wont be charged for the death of a Black person. #AltonSterling,2018-03-28 23:22:21,ProlificLegacy,1201,True,False,0,RT @zellieimani: I die a little bit each time itâs announced an officer wonât be charged for the death of a Black person. #AltonSterling
25,#StephonClark had a cell phone. #TamirRice had a toy gun #WalterScott was running away #SandraBland had a broken tail light #,2018-03-28 23:22:16,flyingsargle,1958,True,False,0,"RT @lynnv378: #StephonClark had a cell phone.
#TamirRice had a toy gun
#WalterScott was running away
#SandraBland had a broken tail light
#â¦"
26,Msm says a blue wave is coming for The November 2018 midterms. Polls show Dems up by 5. How will you vote in the midterms? Vot,2018-03-28 23:22:15,Lisamanley19,206,True,False,0,RT @DonC085: Msm says a blue wave is coming for The November 2018 midterms. Polls show Dems up by 5. How will you vote in the midterms? Votâ¦
27,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:22:14,melissajt,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
28,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:22:10,chels_marie310,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
29,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:22:07,ErikaLDavis9,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
30,These are egregious reminders of repeated injustice and lack of police accountability. #AltonSterling is the latest victim,2018-03-28 23:22:05,rebeccaisdope,3869,True,False,0,RT @blackvoices: These are egregious reminders of repeated injustice and lack of police accountability. #AltonSterling is the latest victimâ¦
31,I asked for comment and leadership on deaths of #AltonSterling #EricGarner #StephonClark,2018-03-28 23:22:04,Dmilhouse6922,709,True,False,0,RT @AprilDRyan: I asked @PressSec for @POTUS @realDonaldTrump comment and leadership on deaths of #AltonSterling #EricGarner #StephonClarkâ¦
32,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:22:03,afrosandmelanin,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
33,"Once again Im taking a knee to protest the cold-blooded murders of Stephon Clark, Philando Castile, Eric Garner, Michael Bro",2018-03-28 23:22:03,VelekeRick,2185,True,False,0,"RT @eugenegu: Once again Iâm taking a knee to protest the cold-blooded murders of Stephon Clark, Philando Castile, Eric Garner, Michael Broâ¦"
34,"I'll kill you, bitch. Words Alton Sterling heard just before he was murdered by a police officer. He was a victim of",2018-03-28 23:22:02,bellafea71,4728,True,False,0,"RT @HelenBrosnan: ""I'll kill you, bitch."" 

Words Alton Sterling heard just before he was murdered by a police officer. He was a victim ofâ¦"
35,I asked for comment and leadership on deaths of #AltonSterling #EricGarner #StephonClark,2018-03-28 23:22:01,beam4boys,709,True,False,0,RT @AprilDRyan: I asked @PressSec for @POTUS @realDonaldTrump comment and leadership on deaths of #AltonSterling #EricGarner #StephonClarkâ¦
36,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:21:58,AngelaG72252010,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
37,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:21:56,__Shaila,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
38,#AltonSterling and his family look so happy and beautiful here. Looking at this photo after todays news is heartbreaking. http,2018-03-28 23:21:47,SuNrIpEnEdFrUiT,385,True,False,0,RT @common: #AltonSterling and his family look so happy and beautiful here. Looking at this photo after todayâs news is heartbreaking. httpâ¦
39,"There are only FOUR attorney generals of color in America (IN, CA, NM, DC). But 31 AG seats are in play in 2018 via elec",2018-03-28 23:21:40,AngelaG72252010,2991,True,False,0,"RT @shannonrwatts: There are only FOUR attorney generals of color in America (IN, CA, NM, DC). But 31 AG seats are in play in 2018 via elecâ¦"
40,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:21:36,Ashdes21Ashley,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
41,Baton Rouge Metro Council has voted against many reforms since #AltonSterlings death. The council districts are designed to k,2018-03-28 23:21:34,naimareig,395,True,False,0,RT @samswey: Baton Rouge Metro Council has voted against many reforms since #AltonSterlingâs death. The council districts are designed to kâ¦
42,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:21:30,kalikickbacks,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
43,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:21:28,stefneifeld,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
44,"Lol. Remember when y'all were like, cameras will stop cops killing so many Black folks. . #AltonSterling #NoChargesFiled",2018-03-28 23:21:27,timdaish,14,True,False,0,"RT @jleefilm: Lol. Remember when y'all were like, ""cameras will stop cops killing so many Black folks."" í ½í¸í ½í¸í ½í¸. #AltonSterling #NoChargesFiled"
45,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:21:26,oyvey_shelby,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
46,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:21:23,niladun,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
47,"When we talk about ending gun violence we must also talk about ending the police violence which has taken #AltonSterling, #St",2018-03-28 23:21:13,byjillyp,366,True,False,0,"RT @RoKhanna: When we talk about ending gun violence we must also talk about ending the police violence which has taken #AltonSterling, #Stâ¦"
48,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:21:12,Kay_ontherocks_,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
49,Thank you to all of the Louisiana volunteers who met with legislators today in Baton Rouge to ask them to re,2018-03-28 23:21:11,livegreenordie,70,True,False,0,RT @shannonrwatts: Thank you to all of the Louisiana @MomsDemand volunteers who met with legislators today in Baton Rouge to ask them to reâ¦
50,Now do ya'll understand why takes a knee? #AltonSterling,2018-03-28 23:21:07,DasEarlGray,4018,True,False,0,"RT @ZerlinaMaxwell: Now do ya'll understand why @Kaepernick7 takes a knee?

#AltonSterling"
51,"I'll kill you, bitch. Words Alton Sterling heard just before he was murdered by a police officer. He was a victim of",2018-03-28 23:21:05,snuggles0711,4728,True,False,0,"RT @HelenBrosnan: ""I'll kill you, bitch."" 

Words Alton Sterling heard just before he was murdered by a police officer. He was a victim ofâ¦"
52,#StephonClark had a cell phone. #TamirRice had a toy gun #WalterScott was running away #SandraBland had a broken tail light #,2018-03-28 23:21:03,jayabatra,1958,True,False,0,"RT @lynnv378: #StephonClark had a cell phone.
#TamirRice had a toy gun
#WalterScott was running away
#SandraBland had a broken tail light
#â¦"
53,These are egregious reminders of repeated injustice and lack of police accountability. #AltonSterling is the latest victim,2018-03-28 23:20:58,reverse_merman,3869,True,False,0,RT @blackvoices: These are egregious reminders of repeated injustice and lack of police accountability. #AltonSterling is the latest victimâ¦
54,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:20:56,Jessanothaday_,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
55,"Before he kneeled Kaepernick called #AltonSterling a lynching. He also stated: There are bodies in street, ppl getting pai",2018-03-28 23:20:55,DasEarlGray,1029,True,False,0,"RT @ChuckModi1: Before he kneeled Kaepernick called #AltonSterling a lynching. He also stated: âThere are bodies in street, ppl getting paiâ¦"
56,"So #AltonSterling killers are getting no charges but #OfficerNoor is charged, what happened to #BlueLivesMatter",2018-03-28 23:20:53,BostonKL,0,False,False,0,"So #AltonSterling killers are getting no charges but #OfficerNoor is charged, what happened to #BlueLivesMatter"
57,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:20:48,goldinglewis6,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
58,"Once again Im taking a knee to protest the cold-blooded murders of Stephon Clark, Philando Castile, Eric Garner, Michael Bro",2018-03-28 23:20:44,code_name_v,2185,True,False,0,"RT @eugenegu: Once again Iâm taking a knee to protest the cold-blooded murders of Stephon Clark, Philando Castile, Eric Garner, Michael Broâ¦"
59,Let me say this again: Officers rarely get charged with the killings of blk folks in this country - and even more rarely,2018-03-28 23:20:42,RobinStroup,7349,True,False,0,RT @CharlesMBlow: Let me say this again: Officers rarely get charged with the killings of blk folks in this country - and even more rarelyâ¦
60,This morning on #FrontPage now w/ #DominiqueDiprima Civil Rights Attorney Caree Harper on #AltonSterling #StephonClark #,2018-03-28 23:20:41,keelee231,2,True,False,0,RT @RadioFreeKJLH: This morning on #FrontPage now w/ #DominiqueDiprima Civil Rights Attorney Caree Harper on #AltonSterling #StephonClark #â¦
61,These are egregious reminders of repeated injustice and lack of police accountability. #AltonSterling is the latest ,2018-03-28 23:20:40,jaredmarinlopez,0,False,False,0,These are egregious reminders of repeated injustice and lack of police accountability. #AltonSterling is the latestâ¦ https://t.co/YAiXIT6ssj
62,"Jane Elliott: If you, as a white person, would be happy to receive the same treatment as our black citizens do in thi",2018-03-28 23:20:39,annedillon9,2123,True,False,0,"RT @MyDaughtersArmy: Jane Elliott: ""If you, as a white person, would be happy to receive the same treatment as our black citizens do in thiâ¦"
63,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:20:39,MTBamford,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
64,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:20:35,saminthestripes,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
65,"No, #TraitorTot, this isn't just a local issue. It is a DISGUSTING NATIONAL SHAME. These are people YOU are responsibl",2018-03-28 23:20:30,george98414198,48,True,False,0,"RT @Sams1stDaughter: No, #TraitorTot, this isn't just a local issue. It is a DISGUSTING NATIONAL SHAME. These are people YOU are responsiblâ¦"
66,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:20:24,Mecca719,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
67,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:20:18,beckysuebee,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
68,Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla,2018-03-28 23:20:17,wkstewart0615,3550,True,False,0,"RT @mrmedina: Remember their names.

#StephonClark
#TerenceCrutcher
#PhilandoCastile
#SamDubose
#KeithLamontScott
#AltonSterling
#SandraBlaâ¦"
69,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:20:15,jillianmartins,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
70,"after seeing how the colonizer and how they feel about #AltonSterling as well as other black bodies, #DearWhiteMaleTeens",2018-03-28 23:20:14,PhenomDatDude,5,True,False,0,"RT @TaureanReign: after seeing how the colonizer and how they feel about  #AltonSterling as well as other black bodies, #DearWhiteMaleTeensâ¦"
71,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:20:12,neonblu67,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
72,"In Baton Rouge, Louisiana observes a moment of silence for victims of gun violence, including #AltonSterlin",2018-03-28 23:20:10,mathers_georgia,77,True,False,0,"RT @michelle_gajda: In Baton Rouge, Louisiana @MomsDemand observes a moment of silence for victims of gun violence, including #AltonSterlinâ¦"
73,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:20:08,Ja_Holmes,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
74,"I'll kill you, bitch. Words Alton Sterling heard just before he was murdered by a police officer. He was a victim of",2018-03-28 23:20:07,mmmmbrains,4728,True,False,0,"RT @HelenBrosnan: ""I'll kill you, bitch."" 

Words Alton Sterling heard just before he was murdered by a police officer. He was a victim ofâ¦"
75,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:20:03,keekadeek_,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
76,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:20:02,emilylheath,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
77,Thank you to all of the Louisiana volunteers who met with legislators today in Baton Rouge to ask them to re,2018-03-28 23:19:53,JJBeez82,70,True,False,0,RT @shannonrwatts: Thank you to all of the Louisiana @MomsDemand volunteers who met with legislators today in Baton Rouge to ask them to reâ¦
78,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:19:50,Danamerreille,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
79,"Lol. Remember when y'all were like, cameras will stop cops killing so many Black folks. . #AltonSterling #NoChargesFiled",2018-03-28 23:19:50,SlimSinclair,14,True,False,0,"RT @jleefilm: Lol. Remember when y'all were like, ""cameras will stop cops killing so many Black folks."" í ½í¸í ½í¸í ½í¸. #AltonSterling #NoChargesFiled"
80,#StephonClark had a cell phone. #TamirRice had a toy gun #WalterScott was running away #SandraBland had a broken tail light #,2018-03-28 23:19:48,TGI_Nadine,1958,True,False,0,"RT @lynnv378: #StephonClark had a cell phone.
#TamirRice had a toy gun
#WalterScott was running away
#SandraBland had a broken tail light
#â¦"
81,"A loaded revolver, resisted arrest and continued to struggle after tasing failed. But here we go with the poor choir boy",2018-03-28 23:19:45,ed_grimly,1,True,False,0,"RT @baconmanlives: A loaded revolver, resisted arrest and continued to struggle after tasing failed. But here we go with the poor choir boyâ¦"
82,"Once again Im taking a knee to protest the cold-blooded murders of Stephon Clark, Philando Castile, Eric Garner, Michael Bro",2018-03-28 23:19:44,Taylor49er,2185,True,False,0,"RT @eugenegu: Once again Iâm taking a knee to protest the cold-blooded murders of Stephon Clark, Philando Castile, Eric Garner, Michael Broâ¦"
83,"No lies detected, smh . Colin Kaepernick calls #AltonSterling ruling 'state sanctioned lynching' http",2018-03-28 23:19:41,TawonMuhammad7,131,True,False,0,"RT @Blavity: No lies detected, smh í ½í¸. Colin Kaepernick calls #AltonSterling ruling 'state sanctioned lynching' https://t.co/xMeS3atO1T httpâ¦"
84,1950+people have been killed by police since the death of #AltonSterling. Now do you understand why takes a kn,2018-03-28 23:19:41,VelekeRick,108,True,False,0,"RT @voiceblm: 1950+people have been killed by police since the death of #AltonSterling. 

Now do you understand why @Kaepernick7 takes a knâ¦"
85,DOJ had to show intent to be able to charge Officer Salamoni for killing #AltonSterling. They decided Salamoni saying he was g,2018-03-28 23:19:40,ScarlettWalker2,1798,True,False,0,RT @samswey: DOJ had to show intent to be able to charge Officer Salamoni for killing #AltonSterling. They decided Salamoni saying he was gâ¦
86,One thing I'll never understand is how America can rally protest in every city to stop innocent people from being gunned dow,2018-03-28 23:19:38,mashhype,108,True,False,0,RT @JLA9178: One thing I'll never understand is how America can rally &amp; protest in every city to stop innocent people from being gunned dowâ¦
87,I die a little bit each time its announced an officer wont be charged for the death of a Black person. #AltonSterling,2018-03-28 23:19:35,AKnapt24,1201,True,False,0,RT @zellieimani: I die a little bit each time itâs announced an officer wonât be charged for the death of a Black person. #AltonSterling
88,Now do ya'll understand why takes a knee? #AltonSterling,2018-03-28 23:19:35,fr33dmfyter1,4018,True,False,0,"RT @ZerlinaMaxwell: Now do ya'll understand why @Kaepernick7 takes a knee?

#AltonSterling"
89,I asked for comment and leadership on deaths of #AltonSterling #EricGarner #StephonClark,2018-03-28 23:19:33,Mbathg8,709,True,False,0,RT @AprilDRyan: I asked @PressSec for @POTUS @realDonaldTrump comment and leadership on deaths of #AltonSterling #EricGarner #StephonClarkâ¦
90,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:19:32,mira_onthe_wall,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
91,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:19:32,TheSaltyHeifer,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
92,#StephonClark had a cell phone. #TamirRice had a toy gun #WalterScott was running away #SandraBland had a broken tail light #,2018-03-28 23:19:31,sevenssevans,1958,True,False,0,"RT @lynnv378: #StephonClark had a cell phone.
#TamirRice had a toy gun
#WalterScott was running away
#SandraBland had a broken tail light
#â¦"
93,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:19:30,AleSamour1,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
94,I asked for comment and leadership on deaths of #AltonSterling #EricGarner #StephonClark,2018-03-28 23:19:30,JoAnneF95945936,709,True,False,0,RT @AprilDRyan: I asked @PressSec for @POTUS @realDonaldTrump comment and leadership on deaths of #AltonSterling #EricGarner #StephonClarkâ¦
95,#AltonSterling Stephon Clark Tamir Rice Trayvon Martin Philando Castille Eric Garner Michael Brown Terence Crutcher,2018-03-28 23:19:29,reedchannn,29552,True,False,0,"RT @RanttMedia: #AltonSterling

Stephon Clark

Tamir Rice 

Trayvon Martin

Philando Castille

Eric Garner

Michael Brown

Terence Crutcherâ¦"
