"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"You say that you want guns in the hands of ""good"" guys. I'll say this: If you are spreading lies about children who… https://t.co/TxfWp4uHFY",FALSE,0,NA,2018-03-27 12:30:51,TRUE,NA,"978610300470677504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ringlerules",0,FALSE,FALSE,NA,NA
"RT @joncoopertweets: Thousands register to vote at March for Our Lives demonstrations

“People are really understanding the power of the vo…",FALSE,0,NA,2018-03-27 12:30:51,FALSE,NA,"978610300260900865",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","BonnieSaeedi",232,TRUE,FALSE,NA,NA
"RT @joncoopertweets: “It’s just cowardice. A real leader would have been in Washington D.C., this weekend, not at his penthouse at Mar-a-La…",FALSE,0,NA,2018-03-27 12:30:51,FALSE,NA,"978610298960711681",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ToniMacik",1295,TRUE,FALSE,NA,NA
"RT @RepSwalwell: Nothing outrages me more than hearing the NRA attacking high schoolers. Then it occurred to me: the NRA is attacking these…",FALSE,0,NA,2018-03-27 12:30:51,FALSE,NA,"978610297098440707",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dgweatherby",4840,TRUE,FALSE,NA,NA
"RT @IndivisibleTeam: This past weekend, you joined #MarchforOurLives. Today, check out our toolkit to find out how you can turn your anger…",FALSE,0,NA,2018-03-27 12:30:48,FALSE,NA,"978610284888604673",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cyn_newman",22,TRUE,FALSE,NA,NA
"RT @IndivisibleTeam: This past weekend, you joined #MarchforOurLives. Today, check out our toolkit to find out how you can turn your anger…",FALSE,0,NA,2018-03-27 12:30:45,FALSE,NA,"978610273278930945",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tuttivero",22,TRUE,FALSE,NA,NA
"RT @r_little_finger: #NeverAgain students,

Nine teenagers die everyday from texting &amp; driving.

Let’s ban your smartphone, &amp; car, 

Until…",FALSE,0,NA,2018-03-27 12:30:42,FALSE,NA,"978610262516183042",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Lena38Baker",220,TRUE,FALSE,NA,NA
"RT @RepSwalwell: Nothing outrages me more than hearing the NRA attacking high schoolers. Then it occurred to me: the NRA is attacking these…",FALSE,0,NA,2018-03-27 12:30:42,FALSE,NA,"978610259722932224",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","daisysmom14",4840,TRUE,FALSE,NA,NA
"@SenMartyGolden Staffer Anthony Testaverde compared @davidhogg111, #ParklandStudents to Nazis

As per NY Post:
Afte… https://t.co/DRQhRdfL6P",FALSE,0,"SenMartyGolden",2018-03-27 12:30:41,TRUE,NA,"978610258057875456","24295932","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheMrJayBrown",0,FALSE,FALSE,NA,NA
"RT @RepTedDeutch: USA Today: Amid slumping sales, Remington, manufacturer of weapon used at Sandy Hook, is now trying to use bankruptcy pro…",FALSE,0,NA,2018-03-27 12:30:41,FALSE,NA,"978610255360794625",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","KittleMalinda",1213,TRUE,FALSE,NA,NA
"RT @JSavoly: Read the letter Kraft left on plane for #ParklandStudents #MarchForOurLives #NeverAgain #TheResistance  https://t.co/4PuQ2Sjafr",FALSE,0,NA,2018-03-27 12:30:39,FALSE,NA,"978610248541003777",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","caruddy",5,TRUE,FALSE,NA,NA
"RT @Fawkes_2017_: ������Mark Your Calendars! Remember the Date! Make Your Voice Heard! Get Registered! The Time is Now! #RegisterToVote #NoMore…",FALSE,0,NA,2018-03-27 12:30:36,FALSE,NA,"978610237035962369",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","romanticskeptc",14,TRUE,FALSE,NA,NA
"Companies champion democratic values in Donald Trump’s US via @FT
#RockTheVote to overcome Gerrymandering and lack… https://t.co/ziGwO6pzsC",FALSE,0,NA,2018-03-27 12:30:31,TRUE,NA,"978610216517492736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GrandmaJSilver",0,FALSE,FALSE,NA,NA
"RT @SabineResists: A Snapshot in the Movement that is the #MarchForOurLives

Supporters Take to the Streets and Online in Support of the Su…",FALSE,0,NA,2018-03-27 12:30:31,FALSE,NA,"978610214646763523",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tripe_Concierge",162,TRUE,FALSE,NA,NA
"RT @peterdaou: ""Repeal the #SecondAmendment"" is trending. While I get the rationale, I don't support that approach. More importantly, we ne…",FALSE,0,NA,2018-03-27 12:30:29,FALSE,NA,"978610208200122369",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rcarr57",39,TRUE,FALSE,NA,NA
"@FoxNews @POTUS @foxandfriends More bloviated BS from state media.  The orange numpty's PR arm is going full bore f… https://t.co/VjaWjaf00Q",FALSE,0,"FoxNews",2018-03-27 12:30:28,TRUE,"978606208272818176","978610203615621120","1367531","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OilySideDown",0,FALSE,FALSE,NA,NA
"RT @TeenVogue: Introducing our March cover stars: The activists leading the #MarchForOurLives. Meet the new voices of gun reform — from Par…",FALSE,0,NA,2018-03-27 12:30:27,FALSE,NA,"978610197370417153",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mitchellscomet",8125,TRUE,FALSE,NA,NA
